Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
2015-02-09,09,Theft,14D10,Residence or House,5100-5199,DEWBERRY,ST,-,1
2015-02-12,11,Theft,14D10,Residence or House,4400-4499,PERRY,-,-,1
2015-02-16,07,Theft,14D10,Residence or House,6200-6299,ENGLAND,ST,-,1
2015-02-01,09,Auto Theft,14D10,"Road, Street, or Sidewalk",4500-4599,WILLOWBROOK,BLVD,-,1
2015-02-01,11,Robbery,14D10,"Road, Street, or Sidewalk",6600-6699,ENGLAND,ST,-,1
2015-02-07,15,Burglary,14D10,Apartment,4400-4499,PERRY,-,-,1
2015-02-05,16,Theft,14D10,Bar or Night Club Parking Lot,4900-4999,MARTIN LUTHER KING,BLVD,-,1
2015-02-05,03,Aggravated Assault,14D10,Apartment,6600-6699,MADRID,-,-,1
2015-02-04,12,Theft,14D20,Apartment Parking Lot,3100-3199,SUNBEAM,-,-,1
2015-02-03,18,Theft,14D20,Apartment,3800-3899,FAULKNER,ST,-,1
2015-02-01,08,Theft,14D20,Apartment Parking Lot,5000-5099,SUNFLOWER,-,-,1
2015-02-03,15,Theft,14D20,Other Parking Lot,9100-9199,SCOTT,ST,-,1
2015-02-15,14,Theft,14D20,Clothing Store,9400-9499,CULLEN,BLVD,-,1
2015-02-13,10,Auto Theft,14D20,Residence or House,2800-2899,REED,RD,-,1
2015-02-09,23,Theft,14D20,"Hotel, Motel, Inn, Etc.",3100-3199,HOLMES,RD,-,1
2015-02-11,16,Robbery,14D20,Apartment,9400-9499,CATHEDRAL,DR,-,1
2015-02-10,09,Auto Theft,14D20,Driveway,4700-4799,ALVIN,ST,-,1
2015-02-16,22,Aggravated Assault,14D20,Residence or House,3000-3099,SUNNYDALE,DR,-,1
2015-02-20,02,Aggravated Assault,14D20,Apartment,4200-4299,BARBERRY,DR,-,1
2015-02-19,13,Theft,14D20,Residence or House,7200-7299,PEERLESS,-,-,1
2015-02-24,08,Robbery,14D20,Convenience Store,9500-9599,SCOTT,ST,-,1
2015-02-27,19,Auto Theft,14D20,Highway or Freeway,7400-7499,SH 288,-,-,1
2015-02-04,16,Robbery,14D20,"Road, Street, or Sidewalk",4700-4799,EDFIELD,ST,-,1
2015-02-06,02,Auto Theft,14D20,Residence or House,8000-8099,SCOTT,ST,-,1
2015-02-03,19,Robbery,14D20,Department or Discount Store,9500-9599,CULLEN,BLVD,-,1
2015-02-01,10,Theft,14D20,Bar or Night Club,5000-5099,SUNFLOWER,-,-,1
2014-01-13,13,Auto Theft,14D20,Apartment Parking Lot,5000-5099,CARMEN,ST,-,1
2015-02-15,08,Burglary,14D20,"Vacant Single Occ Resd(House,Townhs,Dplex)",9000-9099,JUTLAND,-,-,1
2015-02-14,14,Auto Theft,14D20,Apartment Parking Lot,4200-4299,BARBERRY,DR,-,1
2015-02-14,18,Robbery,14D20,Department or Discount Store,9500-9599,CULLEN,BLVD,-,1
2015-02-17,19,Aggravated Assault,14D20,Residence or House,4100-4199,DAVENPORT,ST,-,1
2015-02-17,05,Robbery,14D20,Residence or House,4800-4899,BELLFORT,ST,-,1
2015-02-16,09,Auto Theft,14D20,Driveway,8400-8499,BRANDON,ST,-,1
2015-02-12,07,Theft,14D20,Residence or House,8400-8499,PARNELL,-,-,1
2015-02-28,00,Theft,14D20,Bar or Night Club,4300-4399,REED,RD,-,2
2015-02-26,13,Aggravated Assault,14D20,Apartment,4100-4199,BARBERRY,DR,-,1
2015-02-26,02,Robbery,14D20,Service or Gas Station,4800-4899,BELLFORT,ST,-,1
2015-02-25,21,Auto Theft,14D20,"Road, Street, or Sidewalk",9700-9799,SCOTT,ST,-,1
2015-02-19,01,Auto Theft,14D20,Convenience Store,8900-8999,DUANE,ST,-,1
2015-02-08,15,Auto Theft,14D20,Other Parking Lot,2800-2899,REED,RD,-,1
2015-02-07,11,Burglary,14D20,"Vacant Other Residential (Apartment,Dorms)",2800-2899,REED,RD,-,1
2015-02-01,18,Robbery,14D20,Convenience Store,9600-9699,CULLEN,BLVD,-,1
2015-02-14,10,Theft,14D20,Driveway,9400-9499,FAIRLAND,DR,-,1
2015-02-14,15,Robbery,14D20,Apartment Parking Lot,10000-10099,CULLEN,BLVD,-,1
2015-02-12,19,Burglary,14D20,"Multi-Plex Home (Duplex,Triplex Etc.)",3100-3199,GRASSMERE,-,-,1
2015-02-09,23,Theft,14D20,Apartment,3600-3699,REBECCA,-,-,1
2015-02-10,14,Burglary,14D20,Residence or House,3800-3899,MAINER,-,-,1
2015-02-17,20,Robbery,14D20,Department or Discount Store,9200-9299,CULLEN,BLVD,-,1
2015-02-17,20,Robbery,14D20,Department or Discount Store,9400-9499,CULLEN,BLVD,-,1
2015-02-18,10,Theft,14D20,Apartment Parking Lot,4100-4199,BARBERRY,DR,-,1
2015-02-25,18,Murder,14D20,Apartment,5000-5099,MALLOW,-,-,3
2015-02-26,14,Robbery,14D20,Convenience Store Parking Lot,7000-7099,SCOTT,ST,-,1
2015-02-26,17,Aggravated Assault,14D20,"Road, Street, or Sidewalk",7600-7699,SCOTT,ST,-,1
2015-02-24,13,Theft,14D20,Strip Business Center Parking Lot,4900-4999,LARKSPUR,-,-,1
2015-02-24,13,Theft,14D20,Other Parking Lot,7200-7299,SCOTT,ST,-,1
2015-02-24,15,Theft,14D20,Residence or House,4500-4599,SUNFLOWER,-,-,1
2015-02-13,08,Burglary,14D20,Auto Repair,9100-9199,CULLEN,BLVD,-,1
2015-02-12,14,Theft,14D20,Grocery Store or Supermarket,9400-9499,CULLEN,BLVD,-,1
2015-02-12,20,Burglary,14D20,Residence or House,8200-8299,GRANDVIEW,-,-,1
2015-02-10,19,Burglary,14D20,Residence or House,3600-3699,NOAH,-,-,1
2015-02-10,20,Aggravated Assault,14D20,Apartment Parking Lot,3800-3899,FAULKNER,ST,-,1
2015-02-01,08,Theft,14D20,Driveway,3500-3599,MT PLEASANT,-,-,1
2015-02-02,13,Theft,14D20,Middle School,9200-9299,JUTLAND,-,-,1
2015-02-05,13,Theft,14D20,Convenience Store,9500-9599,CULLEN,BLVD,-,1
2015-02-07,18,Theft,14D20,"Multi-Plex Home (Duplex,Triplex Etc.)",4300-4399,ALVIN,ST,-,1
2015-02-26,17,Theft,14D20,Convenience Store Parking Lot,2700-2799,REED,RD,-,1
2015-02-19,18,Theft,14D20,Restaurant or Cafeteria,4600-4699,BELLFORT,ST,-,1
2015-02-20,08,Aggravated Assault,14D20,"Road, Street, or Sidewalk",7900-7999,CULLEN,BLVD,-,1
2015-02-24,13,Theft,14D20,Barber And Beauty Shops,9100-9199,CULLEN,BLVD,-,1
2015-02-23,00,Burglary,14D20,"Church, Synagogue, or Temple",3800-3899,SEABROOK,-,-,1
2015-02-21,16,Theft,14D20,Service or Gas Station,1100-1199,NIAGARA,-,-,1
2015-02-14,13,Theft,14D20,Residence or House,5000-5099,CARMEN,ST,-,1
2015-02-13,20,Aggravated Assault,14D20,Restaurant or Cafeteria Parking Lot,10200-10299,SCOTT,ST,-,1
2015-02-10,13,Theft,14D20,Residence or House,10200-10299,SCOTT,ST,-,1
2015-02-01,17,Burglary,14D20,Residence or House,5100-5199,SOUTHWIND,-,-,1
2015-02-02,15,Theft,14D20,Grocery Store or Supermarket,9400-9499,CULLEN,BLVD,-,1
2015-02-07,08,Theft,14D20,"Laundry, Dry Cleaners, Washaterias",7100-7199,SCOTT,ST,-,1
2015-02-25,02,Theft,14D20,Apartment Parking Lot,7400-7499,CALHOUN,RD,-,1
2015-02-26,16,Burglary,14D20,Residence or House,10100-10199,TENEHA,DR,-,1
2015-02-23,13,Theft,14D20,Apartment,4700-4799,WENDA,ST,-,1
2015-02-22,21,Theft,14D20,Apartment Parking Lot,4500-4599,MAYFLOWER,ST,-,1
2015-02-21,22,Burglary,14D20,Residence or House,9400-9499,BUFFUM,ST,-,1
2015-02-21,16,Theft,14D20,,5000-5099,CARMEN,ST,-,1
2015-02-24,18,Aggravated Assault,14D20,"Road, Street, or Sidewalk",10000-10099,CULLEN,BLVD,-,1
2015-02-28,00,Theft,14D20,Bar or Night Club Parking Lot,4300-4399,REED,RD,-,1
2015-02-26,16,Theft,14D20,Service or Gas Station,3900-3999,LOOP,-,S,1
2015-02-15,20,Robbery,14D20,Restaurant or Cafeteria,8800-8899,CULLEN,BLVD,-,1
2015-02-16,09,Theft,14D20,Residence or House,8800-8899,BRANDON,ST,-,1
2015-02-22,12,Theft,14D20,Residence or House,10600-10699,BUFFUM,ST,-,1
2015-02-08,07,Rape,14D20,Apartment,8300-8399,CANYON,-,-,1
2015-02-12,12,Theft,14D20,Grocery Store or Supermarket,9400-9499,CULLEN,BLVD,-,1
2015-02-13,13,Aggravated Assault,14D20,Convenience Store,9500-9599,SCOTT,ST,-,1
2015-02-13,11,Aggravated Assault,14D20,Apartment,4100-4199,BARBERRY,DR,-,1
2015-02-06,15,Theft,14D20,Apartment,10000-10099,CULLEN,BLVD,-,1
2015-02-03,21,Auto Theft,14D20,Apartment,4100-4199,BARBERRY,DR,-,1
2015-02-03,16,Auto Theft,14D20,Other Parking Lot,9200-9299,PARK SOUTH,VIEW,-,1
2015-02-03,19,Robbery,14D20,Apartment,4100-4199,BARBERRY,DR,-,1
2015-02-02,12,Auto Theft,14D20,Police Station,9100-9199,CULLEN,BLVD,-,1
2015-02-02,19,Burglary,14D20,Residence or House,3600-3699,GRASSMERE,-,-,1
2015-01-17,15,Auto Theft,14D20,Apartment,10000-10099,CULLEN,BLVD,-,1
2015-02-11,18,Burglary,14D20,Residence or House,3600-3699,NOAH,-,-,1
2015-02-11,14,Theft,14D20,Residence or House,4600-4699,BRINKLEY,ST,-,1
2015-02-11,20,Theft,14D20,"Other, Unknown, or Not Listed",9400-9499,CULLEN,BLVD,-,1
2015-02-08,11,Theft,14D20,Residence or House,5100-5199,CLOVER,ST,-,1
2015-02-20,18,Aggravated Assault,14D20,Apartment,4700-4799,WENDA,ST,-,1
2015-02-20,11,Aggravated Assault,14D20,"Road, Street, or Sidewalk",9600-9699,CULLEN,BLVD,-,1
2015-02-16,20,Robbery,14D20,Restaurant or Cafeteria,9200-9299,CULLEN,BLVD,-,1
2015-02-26,01,Burglary,14D20,Residence or House,4200-4299,BRINKLEY,ST,-,1
2015-02-27,09,Burglary,14D20,Commercial Building,7600-7699,SOUTH,FWY,-,1
2015-02-27,10,Theft,14D20,Construction Site,4800-4899,VAN FLEET,-,-,1
2015-02-28,13,Aggravated Assault,14D20,"Hotel, Motel, Inn, Etc.",3100-3199,HOLMES,RD,-,1
2015-02-25,11,Burglary,14D20,Warehouse,7600-7699,SOUTH,FWY,-,1
2015-02-24,18,Theft,14D20,Other Parking Lot,9100-9199,SCOTT,ST,-,1
2015-02-24,19,Theft,14D20,"Parks and Recreation, Zoo, Swimming Pool",3500-3599,BELLFORT,ST,-,1
2015-02-18,21,Burglary,14D20,Residence or House,5600-5699,GROVETON,-,-,1
2015-02-18,19,Burglary,14D20,Residence or House,5600-5699,LAKEFIELD,DR,-,1
2015-02-20,20,Robbery,14D20,Miscellaneous Business (Non-Specific),8800-8899,CULLEN,BLVD,-,1
2015-02-20,11,Theft,14D20,Private School,9200-9299,JUTLAND,-,-,1
2015-02-26,06,Theft,14D20,Auto Repair,4700-4799,REED,RD,-,1
2015-02-26,22,Aggravated Assault,14D20,"Road, Street, or Sidewalk",9400-9499,CULLEN,BLVD,-,1
2015-02-03,19,Robbery,14D20,Miscellaneous Business (Non-Specific),9200-9299,CULLEN,BLVD,-,1
2015-02-01,13,Theft,14D20,Residence or House,3600-3699,GRASSMERE,-,-,1
2015-02-01,21,Burglary,14D20,"Multi-Plex Home (Duplex,Triplex Etc.)",4200-4299,GRASSMERE,-,-,1
2015-02-14,10,Theft,14D20,"Road, Street, or Sidewalk",4700-4799,BELLFORT,ST,-,1
2015-02-12,16,Theft,14D20,Apartment Parking Lot,5000-5099,SUNFLOWER,-,-,1
2015-02-13,15,Robbery,14D20,Apartment,7400-7499,CALHOUN,RD,-,1
2015-02-09,01,Burglary,14D20,Residence or House,4600-4699,CLOVER,ST,-,1
2015-02-09,07,Auto Theft,14D20,Apartment Parking Lot,10000-10099,CULLEN,BLVD,-,1
2015-02-09,13,Burglary,14D30,Residence or House,5000-5099,PERSHING,-,-,1
2015-02-09,13,Theft,14D30,Residence or House,6100-6199,BELARBOR,ST,-,1
2015-02-10,08,Theft,14D30,Driveway,8000-8099,ST LO,RD,-,1
2015-02-12,20,Theft,14D30,"Road, Street, or Sidewalk",8100-8199,MARCY,DR,-,1
2015-02-03,11,Burglary,14D30,Residence or House,5400-5499,LYNDHURST,DR,-,1
2015-02-04,22,Robbery,14D30,Service or Gas Station,6600-6699,KASSARINE,PASS,-,1
2015-02-26,15,Aggravated Assault,14D30,Residence or House,6800-6899,CRESTMONT,ST,-,1
2015-02-25,16,Theft,14D30,Residence or House,5700-5799,PEACOCK,-,-,1
2015-02-17,22,Aggravated Assault,14D30,"Road, Street, or Sidewalk",7900-7999,BELBAY,ST,-,1
2015-02-16,21,Aggravated Assault,14D30,Residence or House,5800-5899,WESTOVER,-,-,1
2015-02-24,12,Theft,14D30,Commercial Building,6400-6499,MARTIN LUTHER KING,BLVD,-,1
2015-02-15,14,Theft,14D30,Residence or House,5800-5899,SOUTHFORD,-,-,1
2015-02-07,06,Auto Theft,14D30,Residence or House,5400-5499,BATAAN,RD,-,1
2015-02-01,22,Aggravated Assault,14D30,Residence or House,5400-5499,LYNDHURST,DR,-,1
2015-02-02,05,Burglary,14D30,Convenience Store,8100-8199,MARTIN LUTHER KING,BLVD,-,1
2015-02-04,11,Theft,14D30,Hospital,5700-5799,KENILWOOD,DR,-,1
2015-02-10,00,Burglary,14D30,"Factory, Manufacturing, or Industrial",4700-4799,LOOP,-,S,1
2015-02-23,13,Aggravated Assault,14D30,Residence or House,5000-5099,PERSHING,-,-,1
2015-02-23,20,Theft,14D30,Residence or House,5900-5999,BELLFORT,ST,-,1
2015-02-20,10,Theft,14D30,Specialty Store (Non-Specific),8600-8699,MARTIN LUTHER KING,BLVD,-,1
2015-02-26,22,Auto Theft,14D30,Convenience Store Parking Lot,6100-6199,BELLFORT,ST,-,1
2015-02-27,20,Theft,14D30,Other Parking Lot,5600-5699,BELCREST,ST,-,1
2015-02-27,21,Aggravated Assault,14D30,Residence or House,5700-5799,DOULTON,DR,-,2
2015-02-07,00,Burglary,14D30,Residence or House,5700-5799,PEACOCK,-,-,1
2015-02-13,15,Theft,14D30,Residence or House,5500-5599,CHENNAULT,RD,-,1
2015-02-14,10,Auto Theft,14D30,"Road, Street, or Sidewalk",5800-5899,KENILWOOD,DR,-,2
2015-02-14,07,Theft,14D30,Driveway,7500-7599,MARTIN LUTHER KING,BLVD,-,1
2015-02-23,06,Theft,14D30,Driveway,5200-5299,PERSHING,-,-,1
2015-02-24,15,Theft,14D30,Residence or House,7200-7299,KASSARINE,PASS,-,1
2015-02-17,11,Burglary,14D30,Residence or House,5900-5999,SOUTHMONT,-,-,1
2015-02-17,18,Robbery,14D30,Liquor Store Parking Lot,8600-8699,MARTIN LUTHER KING,BLVD,-,1
2015-02-25,20,Aggravated Assault,14D30,Residence or House,6000-6099,SOUTHMONT,-,-,1
2015-02-08,13,Theft,14D30,Driveway,5400-5499,WILLOW GLEN,DR,-,1
2015-02-06,10,Aggravated Assault,14D30,,5900-5999,SOUTHRIDGE,-,-,1
2015-02-10,13,Burglary,14D30,Residence or House,5900-5999,VAN FLEET,-,-,1
2015-02-09,17,Auto Theft,14D30,Police Station,8300-8399,MYKAWA,-,-,1
2015-02-09,03,Robbery,14D30,"Road, Street, or Sidewalk",5400-5499,WESTOVER,-,-,1
2015-02-11,16,Theft,14D30,Residence or House,5000-5099,PERSHING,-,-,1
2015-02-16,19,Theft,14D30,Residence or House,5700-5799,BELARBOR,ST,-,1
2015-02-20,11,Theft,14D30,Residence or House,5900-5999,SOUTHTOWN,-,-,1
2015-02-26,21,Aggravated Assault,14D30,Residence or House,5900-5999,BELDART,ST,-,1
2015-02-07,10,Aggravated Assault,14D30,Residence or House,5700-5799,WILLOW GLEN,DR,-,1
2015-02-05,18,Theft,14D30,Police Station,8300-8399,MYKAWA,-,-,1
2015-02-06,07,Theft,14D30,Residence or House,5900-5999,SOUTHSEAS,-,-,1
2015-02-20,04,Theft,14D30,Apartment,7500-7599,MARTIN LUTHER KING,BLVD,-,1
2015-02-21,15,Auto Theft,14D30,Service or Gas Station,8300-8399,MYKAWA,-,-,1
2015-02-28,15,Theft,14D30,Residence or House,5700-5799,HERON,DR,-,1
2015-02-09,10,Theft,14D30,Residence or House,5200-5299,CHENNAULT,RD,-,1
2015-02-10,18,Robbery,14D30,Grocery Store or Supermarket Parking Lot,8300-8399,MYKAWA,-,-,1
2015-02-16,19,Aggravated Assault,14D30,"Road, Street, or Sidewalk",8100-8199,MARTIN LUTHER KING,BLVD,-,1
2015-02-13,18,Aggravated Assault,14D30,Strip Business Center Parking Lot,5800-5899,BELLFORT,ST,-,1
2015-01-30,09,Theft,14D30,Residence or House,8100-8199,PANAY,DR,-,1
2015-02-02,12,Theft,14D30,"Road, Street, or Sidewalk",5600-5699,BELDART,ST,-,1
2015-02-06,22,Burglary,14D30,,5600-5699,BAYFIELD,DR,-,1
2015-02-10,01,Auto Theft,14D30,"Road, Street, or Sidewalk",5900-5999,VAN FLEET,-,-,1
2015-02-09,07,Burglary,14D30,Garage or Carport,5600-5699,BAYFIELD,DR,-,1
2015-02-03,14,Robbery,14D30,"Road, Street, or Sidewalk",5800-5899,LOOP,-,S,1
2015-01-19,13,Theft,14D30,Driveway,5200-5299,DOOLITTLE,BLVD,-,1
2015-02-04,14,Theft,14D30,"Road, Street, or Sidewalk",7900-7999,SOUTHBANK,-,-,1
2015-02-09,20,Aggravated Assault,14D40,Residence or House,3800-3899,BOTANY,LN,-,1
2015-02-27,23,Theft,14D40,Residence or House,4300-4399,GROTON,DR,-,1
2015-02-22,21,Robbery,14D40,Convenience Store,11400-11499,MARTIN LUTHER KING,BLVD,-,1
2015-02-20,08,Theft,14D40,"Garden Supply, Nursery, or Florist",13400-13499,SOUTH,FWY,-,1
2015-02-20,14,Theft,14D40,Residence or House,4300-4399,HICKOK,LN,-,1
2015-02-04,15,Theft,14D40,Residence or House,11600-11699,ROANDALE,DR,-,1
2015-02-02,14,Burglary,14D40,Residence or House,10900-10999,SEGREST,DR,-,1
2015-02-16,09,Burglary,14D40,Residence or House,2600-2699,SKYVIEW CREST,CT,-,1
2015-02-17,15,Aggravated Assault,14D40,Residence or House,11500-11599,BAY CEDAR,DR,-,1
2015-02-13,08,Burglary,14D40,"Garden Supply, Nursery, or Florist",13400-13499,SOUTH,FWY,-,1
2015-02-18,18,Burglary,14D40,Residence or House,12000-12099,DUANE,ST,-,1
2015-02-25,15,Theft,14D40,Driveway,12900-12999,SOUTHBRIDGE,RD,-,1
2015-02-26,13,Theft,14D40,Apartment Parking Lot,11900-11999,MARTIN LUTHER KING,BLVD,-,1
2015-02-05,10,Aggravated Assault,14D40,Residence or House,5400-5499,GREYLOG,DR,-,1
2015-02-01,15,Aggravated Assault,14D40,Convenience Store Parking Lot,10400-10499,CULLEN,BLVD,-,1
2015-02-01,09,Theft,14D40,Strip Business Center Parking Lot,10600-10699,CULLEN,BLVD,-,1
2015-02-03,18,Burglary,14D40,Residence or House,4300-4399,RICHMEADOW,DR,-,1
2015-02-11,18,Burglary,14D40,Residence or House,3900-3999,ALMEDA GENOA,RD,-,1
2013-03-16,15,Rape,14D40,Apartment,11900-11999,MARTIN LUTHER KING,BLVD,-,1
2015-02-20,14,Theft,14D40,Apartment,5600-5699,SELINSKY,RD,-,1
2015-02-20,10,Theft,14D40,Residence or House,12000-12099,MARTIN LUTHER KING,BLVD,-,1
2015-02-22,19,Aggravated Assault,14D40,Apartment,5600-5699,SELINSKY,RD,-,1
2015-02-15,15,Aggravated Assault,14D40,Residence or House,12100-12199,FAWNWAY,DR,-,1
2015-02-01,15,Theft,14D40,Residence or House,10900-10999,JUTLAND,-,-,1
2015-02-03,20,Theft,14D40,Grocery Store or Supermarket Parking Lot,11400-11499,MARTIN LUTHER KING,BLVD,-,1
2015-02-04,11,Theft,14D40,Residence or House,12800-12899,SOUTHBRIDGE,RD,-,1
2015-02-03,12,Theft,14D40,Residence or House,11500-11599,ROCKFORD,DR,-,1
2015-02-26,10,Aggravated Assault,14D40,Apartment Parking Lot,5600-5699,SELINSKY,RD,-,1
2015-02-26,19,Theft,14D40,Service or Gas Station,10500-10599,CULLEN,BLVD,-,1
2015-02-27,16,Burglary,14D40,Residence or House,11700-11799,MURR,WAY,-,1
2015-02-18,00,Burglary,14D40,Residence or House,5400-5499,MADDEN,LN,-,1
2015-02-23,11,Burglary,14D40,Miscellaneous Business (Non-Specific),3600-3699,ALMEDA GENOA,RD,-,1
2015-02-10,02,Auto Theft,14D40,Apartment Parking Lot,11900-11999,MARTIN LUTHER KING,BLVD,-,1
2015-02-09,17,Aggravated Assault,14D40,"Road, Street, or Sidewalk",12800-12899,MILL VALLEY,RD,-,1
2015-02-09,18,Aggravated Assault,14D40,"Road, Street, or Sidewalk",11500-11599,FAWNGROVE,DR,-,1
2015-02-20,17,Robbery,14D40,Restaurant or Cafeteria,12800-12899,CULLEN,BLVD,-,1
2015-02-19,14,Auto Theft,14D40,Apartment Parking Lot,12000-12099,MARTIN LUTHER KING,BLVD,-,1
2015-02-24,14,Aggravated Assault,14D40,"Road, Street, or Sidewalk",4900-4999,PARADISE,LN,-,1
2015-02-24,14,Theft,14D40,Residence or House,12800-12899,SEGREST,DR,-,1
2015-02-21,22,Aggravated Assault,14D40,"Road, Street, or Sidewalk",11000-11099,LONG GATE,DR,-,1
2015-02-22,17,Aggravated Assault,14D40,Apartment,5600-5699,SELINSKY,RD,-,1
2015-02-11,00,Robbery,14D40,Apartment,12000-12099,MARTIN LUTHER KING,BLVD,-,1
2015-02-14,09,Burglary,14D40,Miscellaneous Business (Non-Specific),13200-13299,SOUTH,FWY,-,1
2015-02-03,09,Theft,14D40,"Other, Unknown, or Not Listed",12600-12699,SCOTT,ST,-,1
2015-02-17,02,Aggravated Assault,14D40,Apartment,11900-11999,MARTIN LUTHER KING,BLVD,-,1
2015-02-16,18,Aggravated Assault,14D40,Residence or House,12900-12999,SOUTHBRIDGE,RD,-,1
2015-02-02,13,Robbery,14D40,Apartment,5600-5699,ELM TREE,DR,-,1
2015-02-15,21,Theft,14D40,Residence or House,5000-5099,BRISBANE,ST,-,1
2015-02-14,09,Auto Theft,14D40,"Road, Street, or Sidewalk",4900-4999,KILKENNY,DR,-,1
2015-02-12,13,Theft,14D40,"Other, Unknown, or Not Listed",12100-12199,SANDROCK,DR,-,1
2015-02-10,11,Burglary,14D40,Apartment,11900-11999,MARTIN LUTHER KING,BLVD,-,1
2015-02-10,13,Theft,14D40,Residence or House,12100-12199,SANDROCK,DR,-,1
2015-02-25,14,Theft,14D40,Strip Business Center Parking Lot,12800-12899,CULLEN,BLVD,-,1
2015-02-17,09,Robbery,14D40,Grocery Store or Supermarket Parking Lot,11400-11499,MARTIN LUTHER KING,BLVD,-,1
2015-02-20,14,Auto Theft,14D40,Residence or House,11400-11499,ROANDALE,DR,-,1
2015-02-20,14,Robbery,14D40,Drug Store or Medical Supply,10200-10299,CULLEN,BLVD,-,1
2015-02-19,22,Burglary,14D40,Residence or House,4300-4399,ALMEDA MEADOWS,DR,-,1
2015-02-27,21,Robbery,14D40,Apartment Parking Lot,5600-5699,SELINSKY,RD,-,1
2015-02-13,22,Theft,14D40,Barber And Beauty Shops,11100-11199,CULLEN,BLVD,-,1
2015-02-14,22,Aggravated Assault,14D40,"Road, Street, or Sidewalk",5500-5599,SELINSKY,RD,-,1
2015-02-16,19,Theft,14D40,"Daycare, Child Care, or Kindergarten",3700-3799,ACRES,DR,S,1
2015-02-08,04,Theft,14D40,Apartment,12000-12099,MARTIN LUTHER KING,BLVD,-,1
2015-02-09,10,Robbery,14D50,Mall Parking Lot,14400-14499,CULLEN,BLVD,-,1
2015-02-12,20,Aggravated Assault,14D50,Bar or Night Club Parking Lot,4600-4699,ALMEDA GENOA,RD,-,1
2015-02-04,11,Burglary,14D50,Residence or House,4600-4699,ALLISON,RD,-,1
2015-02-07,09,Auto Theft,14D50,Other Parking Lot,4600-4699,SAM HOUSTON,PKWY,S,1
2015-02-24,06,Theft,14D50,Residence or House,4600-4699,ALLISON,RD,-,1
2015-02-19,10,Theft,14D50,"Road, Street, or Sidewalk",14400-14499,CULLEN,BLVD,-,1
2015-02-23,07,Theft,14D50,Apartment Parking Lot,5900-5999,SELINSKY,RD,-,1
2015-02-28,09,Theft,14D50,Residence or House,5400-5499,ALMEDA GENOA,RD,-,1
2015-02-16,07,Theft,14D50,Residence or House,14100-14199,FAYRIDGE,DR,-,1
2015-01-31,09,Theft,14D50,Other Parking Lot,6300-6399,MADDEN,RD,-,1
2015-02-20,10,Theft,14D50,Construction Site,5500-5599,ALLISON,RD,-,1
2015-02-21,12,Theft,14D50,,13900-13999,GOODRIDGE,DR,-,1
2015-02-13,18,Theft,14D50,Apartment Parking Lot,13300-13399,CULLEN,BLVD,-,1
2015-02-15,11,Burglary,14D50,Apartment,5900-5999,SELINSKY,RD,-,1
2015-02-08,09,Theft,14D50,Residence or House,13900-13999,GOODRIDGE,DR,-,1
2015-02-08,02,Auto Theft,14D50,Miscellaneous Business (Non-Specific),5000-5099,FUQUA,ST,-,1
2015-02-13,10,Theft,14D50,Commercial Parking Lot or Garage,4200-4299,SAM HOUSTON,PKWY,S,1
2015-02-06,22,Theft,14D50,Apartment,5900-5999,SELINSKY,RD,-,1
2015-02-01,23,Theft,14D50,Other Parking Lot,6300-6399,MADDEN,RD,-,1
2015-01-07,09,Theft,14D50,,6500-6599,CAPRIDGE,-,-,1
2015-02-24,20,Theft,14D50,Apartment,5900-5999,SELINSKY,RD,-,1
2015-02-11,04,Burglary,14D50,Miscellaneous Business (Non-Specific),5200-5299,SAM HOUSTON,PKWY,S,1
2015-02-11,21,Theft,14D50,"Laundry, Dry Cleaners, Washaterias",6300-6399,AIRPORT,BLVD,-,1
2015-02-11,12,Burglary,14D50,Residence or House,4900-4999,GLENGARRY,RD,-,1
2015-02-11,14,Theft,14D50,Other Parking Lot,6400-6499,AIRPORT,BLVD,-,1
2015-02-16,18,Robbery,14D50,Barber And Beauty Shops,13300-13399,CULLEN,BLVD,-,1
2015-01-31,13,Theft,14D50,Residence or House,5300-5399,ALMEDA GENOA,RD,-,1
2015-02-02,09,Burglary,14D50,Residence or House,14100-14199,AUTUMN RIDGE TRAIL,DR,-,1
2015-02-06,14,Theft,15E10,Department or Discount Store,700-799,MEYERLAND PLAZA,-,-,1
2015-02-16,12,Theft,15E10,Residence or House,5200-5299,BEECHNUT,ST,-,1
2015-02-13,09,Theft,15E10,Mall Parking Lot,700-799,MEYERLAND PLAZA,-,-,1
2015-02-09,12,Burglary,15E10,Residence or House,6200-6299,JASON,-,-,1
2015-02-25,21,Auto Theft,15E10,Grocery Store or Supermarket Parking Lot,9100-9199,CHIMNEY ROCK,RD,-,1
2015-02-22,13,Aggravated Assault,15E10,Apartment,8800-8899,CHIMNEY ROCK,RD,-,1
2015-02-23,16,Theft,15E10,Department or Discount Store,700-799,MEYERLAND PLAZA,-,-,1
2015-02-18,16,Burglary,15E10,Apartment,5400-5499,BRAESWOOD,BLVD,N,1
2015-02-08,00,Burglary,15E10,Miscellaneous Business (Non-Specific),5400-5499,BRAESWOOD,BLVD,S,1
2015-02-23,19,Theft,15E10,Clothing Store,100-199,MEYERLAND PLAZA,-,-,1
2015-02-21,14,Theft,15E10,Service or Gas Station,4700-4799,BEECHNUT,ST,-,1
