Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
2015-02-21,15,Auto Theft,19G10,"Road, Street, or Sidewalk",8400-8499,SOUTH COURSE,DR,-,1
2015-02-18,13,Theft,19G10,"Road, Street, or Sidewalk",10900-10999,BEECHNUT,ST,-,1
2015-02-16,20,Theft,19G10,Miscellaneous Business (Non-Specific),9400-9499,SAM HOUSTON,PKWY,W,1
2015-02-03,06,Burglary,19G10,Service or Gas Station,10200-10299,CLUB CREEK,DR,-,1
2015-02-01,13,Auto Theft,19G10,Apartment Parking Lot,10100-10199,CLUB CREEK,DR,-,1
2015-02-01,18,Theft,19G10,Miscellaneous Business (Non-Specific),9400-9499,SAM HOUSTON,PKWY,W,1
2015-02-08,11,Theft,19G10,Strip Business Center Parking Lot,6700-6799,SAM HOUSTON,PKWY,W,1
2015-02-10,03,Burglary,19G10,Drug Store or Medical Supply,10300-10399,CLUB CREEK,DR,-,1
2015-02-10,07,Theft,19G10,Apartment Parking Lot,10100-10199,LANSDALE,DR,-,1
2015-02-14,18,Robbery,19G10,"Road, Street, or Sidewalk",9400-9499,SAM HOUSTON,PKWY,W,1
2015-02-13,17,Theft,19G10,Service or Gas Station,10000-10099,BELLAIRE,BLVD,-,1
2015-02-13,14,Theft,19G20,Residence or House,11400-11499,CARVEL,LN,-,1
2015-02-13,20,Aggravated Assault,19G20,Residence or House,12200-12299,DASHWOOD,DR,-,1
2015-02-16,16,Theft,19G20,Residence or House,10900-10999,STROUD,DR,-,1
2015-02-11,13,Burglary,19G20,Residence or House,11200-11299,LANGDON,LN,-,1
2015-02-11,18,Theft,19G20,Residence or House,11600-11699,CARVEL,LN,-,1
2015-02-11,22,Theft,19G20,Apartment Parking Lot,4500-4599,KIRKWOOD,DR,S,1
2015-02-08,05,Burglary,19G20,Private School,11800-11899,BELLAIRE,BLVD,-,1
2015-02-02,20,Theft,19G20,Restaurant or Cafeteria Parking Lot,11900-11999,BELLAIRE,BLVD,-,1
2015-02-06,23,Burglary,19G20,Residence or House,11500-11599,LEADER,ST,-,1
2015-02-22,09,Auto Theft,19G20,"Multi-Plex Home (Duplex,Triplex Etc.)",7300-7399,BOONE,RD,-,1
2015-02-25,18,Theft,19G20,Other Parking Lot,11200-11299,BEECHNUT,ST,-,1
2015-02-03,12,Burglary,19G20,Residence or House,8000-8099,BELLE PARK,DR,-,1
2015-02-02,13,Burglary,19G20,Office Building,11900-11999,ALIEF CLODINE,RD,-,1
2015-02-14,11,Burglary,19G20,Commercial Building,6600-6699,WILCREST,DR,-,1
2015-02-11,07,Burglary,19G20,"Physician, Doctor, Dentist's Office",11300-11399,BELLAIRE,BLVD,-,1
2015-02-10,08,Burglary,19G20,Residence or House,3900-3999,BELLE PARK,DR,-,1
2015-02-08,08,Burglary,19G20,Restaurant or Cafeteria,6900-6999,WILCREST,DR,-,1
2015-02-27,12,Theft,19G20,Strip Business Center Parking Lot,10900-10999,BELLAIRE,BLVD,-,1
2015-02-20,19,Burglary,19G20,Apartment,11400-11499,HARWIN,DR,-,1
2015-02-18,20,Theft,19G20,Restaurant or Cafeteria,11200-11299,BELLAIRE,BLVD,-,1
2015-02-20,22,Theft,19G20,Strip Business Center Parking Lot,11700-11799,BELLAIRE,BLVD,-,1
2015-02-20,08,Auto Theft,19G20,"Road, Street, or Sidewalk",11700-11799,SEA SHORE,DR,-,1
2015-02-20,11,Burglary,19G20,Residence or House,6500-6599,GLADEWELL,DR,-,1
2015-02-20,16,Robbery,19G20,"Road, Street, or Sidewalk",11700-11799,ROWAN,LN,-,1
2015-02-22,09,Burglary,19G20,Pool Hall or Game Room,11900-11999,BEECHNUT,ST,-,1
2015-02-25,16,Auto Theft,19G20,Residence or House,12000-12099,BEECHNUT,ST,-,1
2015-02-27,19,Burglary,19G20,Residence or House,4100-4199,ALIEF VILLAGE,DR,-,1
2015-02-24,13,Theft,19G20,Miscellaneous Business (Non-Specific),11100-11199,BELLAIRE,BLVD,-,1
2015-02-28,23,Theft,19G20,Strip Business Center Parking Lot,10600-10699,BELLAIRE,BLVD,-,1
2015-01-29,16,Theft,19G20,"Vacant Single Occ Resd(House,Townhs,Dplex)",11800-11899,BEECHNUT,ST,-,1
2015-02-02,19,Burglary,19G20,Residence or House,11100-11199,SOMERFORD,DR,-,1
2015-02-04,20,Aggravated Assault,19G20,Condominium,10500-10599,TURTLEWOOD,CT,-,1
2015-02-11,18,Robbery,19G20,"Road, Street, or Sidewalk",7000-7099,KIRKWOOD,DR,S,1
2015-02-12,15,Auto Theft,19G20,Apartment Parking Lot,4000-4099,BOONE,RD,-,1
2015-02-13,14,Theft,19G20,Residence or House,7700-7799,BELLE PARK,DR,-,1
2015-02-23,20,Theft,19G20,Restaurant or Cafeteria Parking Lot,10700-10799,BELLAIRE,BLVD,-,1
2015-02-09,03,Burglary,19G20,"Physician, Doctor, Dentist's Office",12000-12099,BELLAIRE,BLVD,-,1
2015-02-09,01,Aggravated Assault,19G20,Bar or Night Club,11300-11399,HARWIN,DR,-,1
2015-02-10,14,Theft,19G20,"Road, Street, or Sidewalk",11700-11799,HAZEN,-,-,1
2015-02-13,22,Theft,19G20,Convenience Store,12200-12299,BELLAIRE,BLVD,-,1
2015-02-03,08,Theft,19G20,Apartment,4000-4099,BELLE PARK,DR,-,1
2015-02-04,10,Burglary,19G20,Residence or House,6100-6199,BRIAR TERRACE,DR,-,1
2015-02-06,10,Theft,19G20,Department or Discount Store,11700-11799,BEECHNUT,ST,-,1
2015-02-16,21,Theft,19G20,Restaurant or Cafeteria Parking Lot,10700-10799,BELLAIRE,BLVD,-,1
2015-02-11,11,Theft,19G20,Strip Business Center Parking Lot,11200-11299,BELLAIRE,BLVD,-,1
2015-02-11,10,Theft,19G20,Driveway,4100-4199,BOONE,RD,-,1
2015-02-09,08,Theft,19G20,Miscellaneous Business (Non-Specific),11300-11399,BELLAIRE,BLVD,-,1
2015-02-06,17,Theft,19G20,Commercial Parking Lot or Garage,11700-11799,BEECHNUT,ST,-,1
2015-02-02,16,Auto Theft,19G20,Strip Business Center Parking Lot,11600-11699,BELLAIRE,BLVD,-,1
2015-02-04,10,Burglary,19G20,Barber And Beauty Shops,4200-4299,KIRKWOOD,DR,S,1
2015-02-25,22,Theft,19G20,Strip Business Center Parking Lot,11300-11399,BELLAIRE,BLVD,-,1
2015-02-02,08,Burglary,19G20,Specialty Store (Non-Specific),11100-11199,BELLAIRE,BLVD,-,1
2015-02-18,21,Theft,19G20,Convenience Store Parking Lot,11100-11199,BELLAIRE,BLVD,-,1
2015-02-18,14,Robbery,19G20,Convenience Store Parking Lot,4200-4299,KIRKWOOD,DR,S,1
2015-02-25,06,Theft,19G20,"Road, Street, or Sidewalk",11500-11599,CHESSWOOD,DR,-,1
2015-02-25,12,Aggravated Assault,19G20,Residence or House,12000-12099,WHITE CAP,LN,-,1
2015-02-26,14,Theft,19G20,"Road, Street, or Sidewalk",8000-8099,KIRKWOOD,DR,S,1
2014-12-21,13,Auto Theft,19G20,,12000-12099,HIGH STAR,DR,-,1
2015-02-09,21,Theft,19G20,Commercial Parking Lot or Garage,10900-10999,BELLAIRE,BLVD,-,1
2015-02-11,14,Burglary,19G20,Residence or House,11700-11799,ROOS,-,-,1
2015-02-14,21,Burglary,19G20,"Daycare, Child Care, or Kindergarten",4600-4699,BELLE PARK,DR,-,1
2015-02-06,15,Theft,19G20,Restaurant or Cafeteria,6900-6999,WILCREST,DR,-,1
2015-02-08,19,Robbery,19G20,Apartment Parking Lot,10500-10599,TURTLEWOOD,CT,-,1
2015-02-03,22,Theft,19G20,Strip Business Center Parking Lot,10600-10699,BELLAIRE,BLVD,-,1
2015-02-23,05,Theft,19G20,Residence or House,12200-12299,SELA,LN,-,1
2015-02-22,08,Burglary,19G20,Warehouse,11900-11999,BEECHNUT,ST,-,1
2015-02-25,07,Theft,19G20,Driveway,6100-6199,HAVENDALE,DR,-,1
2015-02-20,14,Burglary,19G20,Residence or House,4200-4299,WILLOW BEACH,DR,-,1
2015-02-20,20,Theft,19G20,Driveway,4300-4399,WILLOW BEACH,DR,-,1
2015-02-24,10,Theft,19G20,"Pawn, Resale Shop, or Flea Market",11300-11399,BEECHNUT,ST,-,1
2015-02-24,10,Theft,19G20,Strip Business Center Parking Lot,6800-6899,BANEWAY,DR,-,1
2015-02-21,13,Aggravated Assault,19G20,Restaurant or Cafeteria,12100-12199,BELLAIRE,BLVD,-,1
2015-02-21,23,Aggravated Assault,19G20,Strip Business Center Parking Lot,6900-6999,WILCREST,DR,-,1
2015-02-19,09,Auto Theft,19G20,Commercial Parking Lot or Garage,11200-11299,BEECHNUT,ST,-,1
2015-02-17,22,Burglary,19G20,Residence or House,4500-4599,KIRKWOOD,DR,S,1
2015-02-28,21,Theft,19G20,Restaurant or Cafeteria Parking Lot,6800-6899,WILCREST,DR,-,1
2015-02-04,21,Theft,19G20,Restaurant or Cafeteria Parking Lot,11200-11299,BELLAIRE,BLVD,-,1
2015-02-04,20,Burglary,19G20,Residence or House,10700-10799,SHERBURNE,DR,-,1
2015-02-07,14,Robbery,19G20,Strip Business Center Parking Lot,10700-10799,BELLAIRE,BLVD,-,1
2015-02-06,18,Theft,19G20,Mall Common Area,11200-11299,BELLAIRE,BLVD,-,1
2015-02-06,18,Aggravated Assault,19G30,"Other, Unknown, or Not Listed",6400-6499,BRIAR BAYOU,DR,S,1
2015-02-07,01,Auto Theft,19G30,Service or Gas Station,13100-13199,ALIEF CLODINE,RD,-,1
2015-02-06,14,Theft,19G30,Commercial Parking Lot or Garage,12700-12799,BELLAIRE,BLVD,-,1
2015-02-05,12,Theft,19G30,Apartment,6700-6799,DAIRY ASHFORD,-,S,1
2015-02-16,10,Auto Theft,19G30,Driveway,12700-12799,BAYBERRY BEND CIRCLE,DR,S,1
2015-02-12,17,Burglary,19G30,Apartment,7500-7599,COOK,RD,-,1
2015-02-13,21,Theft,19G30,Nursing Home,12700-12799,BEECHNUT,ST,-,1
2015-02-24,19,Robbery,19G30,Apartment Parking Lot,4500-4599,COOK,RD,-,1
2015-02-21,16,Theft,19G30,Auto Repair,7900-7999,COOK,RD,-,1
2015-02-24,20,Burglary,19G30,Condominium,7100-7199,CROWNWEST,DR,-,1
2015-02-26,16,Burglary,19G30,,7100-7199,CROWNWEST,DR,-,1
2015-02-03,12,Theft,19G30,Driveway,13300-13399,HIGH STAR,DR,-,1
2015-02-03,16,Burglary,19G30,Apartment,7500-7599,COOK,RD,-,1
2015-02-03,09,Burglary,19G30,Apartment,4500-4599,COOK,RD,-,1
2015-02-02,15,Theft,19G30,"Road, Street, or Sidewalk",6700-6799,WESTBRANCH,DR,-,1
2015-02-16,22,Robbery,19G30,Apartment Parking Lot,7500-7599,COOK,RD,-,1
2015-02-08,23,Robbery,19G30,Apartment Parking Lot,8000-8099,COOK,RD,-,1
2015-02-27,09,Theft,19G30,Apartment Parking Lot,6700-6799,DAIRY ASHFORD,-,S,1
2015-02-23,08,Theft,19G30,Convenience Store,13100-13199,ALIEF CLODINE,RD,-,1
2015-02-06,12,Burglary,19G30,Residence or House,7300-7399,AUTUMN GROVE,DR,-,1
2015-02-12,17,Burglary,19G30,Residence or House,13200-13299,SHARPBILL,DR,-,1
2015-02-10,13,Theft,19G30,Restaurant or Cafeteria Parking Lot,12300-12399,BELLAIRE,BLVD,-,1
2015-02-10,19,Robbery,19G30,Driveway,12900-12999,CLAREWOOD,DR,-,1
2015-02-13,14,Burglary,19G30,Residence or House,7300-7399,TREEWATER,DR,-,1
2015-02-16,08,Theft,19G30,Convenience Store,12600-12699,BELLAIRE,BLVD,-,1
2015-02-19,22,Robbery,19G30,Driveway,12800-12899,VILLAWOOD,LN,-,1
2015-02-17,17,Theft,19G30,Rental Storage Facility,12600-12699,BELLAIRE,BLVD,-,1
2015-02-27,22,Burglary,19G30,"Road, Street, or Sidewalk",13100-13199,BELLAIRE ESTATES,DR,S,1
2015-01-25,11,Theft,19G30,Rehabilitation Center,12700-12799,BEECHNUT,ST,-,1
2015-02-08,08,Theft,19G30,Other Parking Lot,12600-12699,BELLAIRE,BLVD,-,1
2015-02-11,00,Burglary,19G30,"Multi-Plex Home (Duplex,Triplex Etc.)",13000-13099,LEADER,ST,-,1
2015-02-13,18,Robbery,19G30,Alley,6700-6799,WESTWICK,DR,-,1
2015-02-06,15,Burglary,19G30,Residence or House,12500-12599,SHARPVIEW,-,-,1
2015-02-12,09,Burglary,19G30,Apartment,12700-12799,RODEO SQUARE,DR,-,1
2015-02-11,06,Theft,19G30,Other Parking Lot,12400-12499,WELLINGTON PARK,DR,-,1
2015-02-24,23,Robbery,19G30,Convenience Store,7300-7399,SYNOTT,-,-,1
2015-02-24,19,Burglary,19G30,Residence or House,7200-7299,TROGON,LN,-,1
2015-02-11,18,Burglary,19G30,Apartment,6700-6799,DAIRY ASHFORD,-,S,1
2015-02-03,20,Burglary,19G30,Residence or House,7300-7399,VALEVIEW,DR,-,1
2015-02-04,11,Aggravated Assault,19G30,Apartment,12700-12799,RODEO SQUARE,DR,-,1
2015-02-06,13,Auto Theft,19G30,Driveway,6200-6299,WESTSTAR,LN,-,1
2015-02-02,21,Aggravated Assault,19G30,Residence or House,12500-12599,AUTUMN LEAF,LN,-,1
2015-02-02,10,Auto Theft,19G30,Apartment Parking Lot,12700-12799,RODEO SQUARE,DR,-,1
2015-02-19,13,Theft,19G30,Vehicle/Auto Sales/Lease/Auto Parts Store,12600-12699,BELLAIRE,BLVD,-,1
2015-02-18,22,Burglary,19G30,"Multi-Plex Home (Duplex,Triplex Etc.)",13000-13099,GREENWAY CHASE,CT,-,1
2015-02-17,08,Theft,19G30,Residence or House,7300-7399,CROWNWEST,DR,-,1
2015-02-15,13,Theft,19G30,Other Parking Lot,12500-12599,ALIEF CLODINE,RD,-,1
2015-02-20,22,Rape,19G30,Apartment,6700-6799,DAIRY ASHFORD,-,S,1
2015-02-21,19,Theft,19G30,Driveway,7300-7399,COOK,RD,-,1
2015-02-19,21,Robbery,19G30,Driveway,13200-13299,GABY VIRBO,DR,-,1
2015-02-28,03,Auto Theft,19G30,Apartment Parking Lot,7500-7599,COOK,RD,-,1
2015-02-07,15,Robbery,19G30,"Road, Street, or Sidewalk",12600-12699,BEECHNUT,ST,-,1
2015-02-05,17,Robbery,19G30,"Parks and Recreation, Zoo, Swimming Pool",7700-7799,DAIRY ASHFORD,-,S,1
2015-02-20,13,Auto Theft,19G30,Police Station,13300-13399,RAIN LILY,LN,-,1
2015-02-20,13,Burglary,19G30,Apartment,6800-6899,COOK,RD,-,1
2015-02-07,22,Burglary,19G30,Residence or House,7300-7399,VALEVIEW,DR,-,1
2015-02-06,12,Theft,19G30,Nursing Home,12700-12799,BEECHNUT,ST,-,1
2015-02-05,17,Theft,19G30,Residence or House,7200-7299,COOK,RD,-,1
2015-02-12,19,Theft,19G30,Residence or House,7000-7099,GREENWAY CHASE,ST,-,1
2015-02-13,13,Theft,19G40,Residence or House,12200-12299,SPRING GROVE,DR,-,1
2015-02-14,22,Burglary,19G40,Residence or House,11400-11499,GONDOLA,DR,-,1
2015-02-09,02,Burglary,19G40,Residence or House,12300-12399,NEWBROOK,DR,-,1
2015-02-08,21,Theft,19G40,Apartment Parking Lot,9800-9899,KIRKWOOD,DR,S,1
2015-02-01,16,Theft,19G40,Grocery Store or Supermarket Parking Lot,11700-11799,BELLFORT,AVE,-,1
2015-02-19,10,Auto Theft,19G40,"Road, Street, or Sidewalk",11300-11399,BEXLEY,DR,-,1
2015-02-06,05,Burglary,19G40,Pool Hall or Game Room,12400-12499,BISSONNET,ST,-,1
2015-02-04,07,Aggravated Assault,19G40,Apartment,9700-9799,COURT GLEN,DR,-,1
2015-02-04,10,Burglary,19G40,Residence or House,12300-12399,LONGBROOK,DR,-,1
2015-02-05,13,Burglary,19G40,Residence or House,9200-9299,BELLE GLEN,DR,-,1
2015-01-27,14,Theft,19G40,Residence or House,12300-12399,BROOKGLADE,CIR,-,1
2015-02-08,12,Robbery,19G40,"Road, Street, or Sidewalk",11400-11499,CLIFFGATE,DR,-,1
2015-02-07,21,Robbery,19G40,Clothing Store,12600-12699,BISSONNET,ST,-,1
2015-02-15,08,Auto Theft,19G40,Apartment Parking Lot,11700-11799,BELLFORT,ST,W,1
2015-02-25,14,Theft,19G40,Residence or House,12300-12399,LIMA,DR,-,1
2015-02-26,10,Auto Theft,19G40,Apartment Parking Lot,9400-9499,COVENTRY SQUARE,DR,-,1
2015-02-18,21,Theft,19G40,Apartment,12600-12699,BROOKGLADE,CIR,-,1
2015-02-21,15,Aggravated Assault,19G40,Apartment,11400-11499,BISSONNET,ST,-,1
2015-02-16,09,Theft,19G40,Other Parking Lot,10100-10199,SYNOTT,-,-,1
2015-02-20,22,Burglary,19G40,Residence or House,11700-11799,WALLABY,CT,-,1
2015-02-02,14,Burglary,19G40,Residence or House,12200-12299,BARRETT BRAE,DR,-,1
2015-02-01,18,Robbery,19G40,Apartment,12600-12699,BROOKGLADE,CIR,-,1
2015-02-14,20,Burglary,19G40,Residence or House,11400-11499,GONDOLA,DR,-,1
2015-02-15,10,Burglary,19G40,Apartment,12600-12699,BROOKGLADE,CIR,-,1
2015-02-12,22,Aggravated Assault,19G40,Residence or House,12100-12199,CREEKHURST,DR,-,1
2015-02-27,13,Auto Theft,19G40,Driveway,12100-12199,SPRING GROVE,DR,-,1
2015-02-27,17,Theft,19G40,"Other, Unknown, or Not Listed",11700-11799,BELLFORT,AVE,-,1
2015-02-20,17,Theft,19G40,"Pawn, Resale Shop, or Flea Market",12400-12499,BISSONNET,ST,-,1
2015-02-19,15,Theft,19G40,Apartment,11500-11599,BISSONNET,ST,-,1
2015-02-18,12,Burglary,19G40,Residence or House,11800-11899,BASILICA,ST,-,1
2015-02-16,20,Theft,19G40,Residence or House,8500-8599,COOKSTEEL,DR,-,1
2015-02-10,19,Theft,19G40,Restaurant or Cafeteria Parking Lot,12500-12599,BISSONNET,ST,-,1
2015-02-12,01,Burglary,19G40,Residence or House,12600-12699,HUNTINGTON VENTURE,DR,-,1
2015-02-06,17,Burglary,19G40,Residence or House,11600-11699,HERALD SQUARE,DR,-,1
2015-02-01,19,Burglary,19G40,Residence or House,11700-11799,MEADOWTRAIL,LN,-,1
2015-02-08,03,Theft,19G40,Driveway,12400-12499,LONGBROOK,DR,-,1
2015-02-05,12,Robbery,19G40,"Road, Street, or Sidewalk",12500-12599,TAMBOURINE,DR,-,1
2013-05-11,09,Auto Theft,19G40,Auto Repair,12600-12699,BROOKGLADE,CIR,-,1
2015-02-28,16,Theft,19G40,Department or Discount Store,11800-11899,BISSONNET,ST,-,1
2014-11-09,16,Auto Theft,19G40,Other Parking Lot,11900-11999,BISSONNET,ST,-,1
2015-02-26,16,Burglary,19G40,Apartment,9700-9799,COURT GLEN,DR,-,1
2015-02-10,20,Robbery,19G40,Apartment Parking Lot,12600-12699,BROOKGLADE,CIR,-,1
2015-02-07,22,Burglary,19G40,Residence or House,11700-11799,BASILICA,ST,-,1
2015-01-25,18,Auto Theft,19G40,Driveway,10700-10799,UMBER,CT,-,1
2015-02-04,10,Burglary,19G40,Residence or House,12300-12399,HUNTINGTON VENTURE,DR,-,1
2015-02-23,17,Burglary,19G40,Residence or House,10700-10799,EMERY,DR,-,1
2015-02-09,18,Burglary,19G40,Apartment,12600-12699,BROOKGLADE,CIR,-,1
2015-02-09,17,Burglary,19G40,Residence or House,10800-10899,ODYSSEY,CT,-,1
2015-02-11,10,Auto Theft,19G40,"Road, Street, or Sidewalk",11300-11399,RIDERWOOD,DR,-,1
2015-02-15,21,Robbery,19G40,"Road, Street, or Sidewalk",12500-12599,BISSONNET,ST,-,1
2015-02-16,14,Theft,19G40,Apartment,12600-12699,BROOKGLADE,CIR,-,1
2015-02-17,11,Aggravated Assault,19G40,"Road, Street, or Sidewalk",12700-12799,BISSONNET,ST,-,1
2015-02-04,00,Aggravated Assault,19G40,Apartment,12600-12699,BROOKGLADE,CIR,-,1
2015-02-02,04,Auto Theft,19G40,Driveway,12400-12499,PLUMPOINT,DR,-,1
2015-02-01,22,Aggravated Assault,19G40,Apartment,11700-11799,BISSONNET,ST,-,1
2015-02-24,13,Theft,19G40,Apartment,9300-9399,DAIRY VIEW,LN,-,1
2015-02-21,15,Auto Theft,19G40,Driveway,11300-11399,BEXLEY,DR,-,1
2015-02-21,13,Auto Theft,19G40,Residence or House,11500-11599,GLENWOLDE,DR,-,1
2015-02-27,18,Theft,19G40,Grocery Store or Supermarket,12600-12699,BISSONNET,ST,-,1
2015-02-17,15,Burglary,19G40,Residence or House,12800-12899,BEXLEY,DR,-,1
2015-02-19,10,Theft,19G40,Miscellaneous Business (Non-Specific),10100-10199,SYNOTT,-,-,2
2015-02-20,13,Theft,19G40,Service or Gas Station,11700-11799,BELLFORT,AVE,-,1
2015-02-21,02,Aggravated Assault,19G40,Apartment,11700-11799,GLEN,-,S,1
2015-02-14,08,Theft,19G40,Residence or House,12000-12099,FAIRPOINT,DR,-,1
2015-02-16,15,Burglary,19G40,Apartment,11500-11599,MEADOW PINES,CT,-,1
2015-02-11,16,Theft,19G40,,12600-12699,BROOKGLADE,CIR,-,1
2015-02-08,19,Theft,19G40,Middle School,9500-9599,DAIRY ASHFORD,-,S,1
2015-02-02,17,Theft,19G40,,11600-11699,KARLWOOD,-,-,1
2015-01-31,10,Burglary,19G50,Residence or House,9700-9799,FORUM PARK,DR,-,1
2015-02-10,20,Robbery,19G50,Apartment Parking Lot,11600-11699,BELLFORT,ST,W,1
2015-02-14,00,Aggravated Assault,19G50,Apartment,10200-10299,FORUM WEST,DR,-,1
2015-02-12,07,Burglary,19G50,Apartment,10400-10499,SOUTH,DR,-,1
2015-02-25,00,Auto Theft,19G50,Apartment Parking Lot,10100-10199,FORUM PARK,DR,-,1
2015-02-25,08,Theft,19G50,Grocery Store or Supermarket,10100-10199,BISSONNET,ST,-,1
2015-02-23,22,Burglary,19G50,Apartment,10200-10299,BISSONNET,ST,-,1
2015-02-28,17,Theft,19G50,Apartment Parking Lot,10200-10299,BISSONNET,ST,-,1
2015-02-21,11,Robbery,19G50,Other Parking Lot,10100-10199,BISSONNET,ST,-,1
2015-02-19,10,Burglary,19G50,"Vacant Other Residential (Apartment,Dorms)",10300-10399,WILCREST,DR,-,1
2015-02-22,13,Burglary,19G50,Rental Storage Facility,11700-11799,SOUTHWEST,FWY,-,1
2015-02-03,08,Auto Theft,19G50,Apartment Parking Lot,10100-10199,FORUM PARK,DR,-,1
2015-02-07,00,Theft,19G50,"Hotel, Motel, Inn, Etc.",10500-10599,BISSONNET,ST,-,1
2015-02-07,17,Theft,19G50,Apartment Parking Lot,11200-11299,WILCREST,DR,S,1
2015-02-04,10,Theft,19G50,Service or Gas Station,10400-10499,BISSONNET,ST,-,1
2015-02-04,15,Theft,19G50,"Hotel, Motel, Inn, Etc.",11200-11299,SOUTHWEST,FWY,-,1
2015-02-08,22,Robbery,19G50,Apartment Parking Lot,10100-10199,FORUM PARK,DR,-,1
2015-02-10,16,Burglary,19G50,Apartment,9800-9899,FORUM PARK,DR,-,1
2015-02-19,18,Theft,19G50,Hotel or Motel Parking Lot,10500-10599,SOUTHWEST,FWY,-,1
2015-02-28,14,Auto Theft,19G50,Apartment Parking Lot,10300-10399,WILCREST,DR,-,1
2015-02-05,19,Theft,19G50,Apartment,10100-10199,BISSONNET,ST,-,1
2015-02-12,13,Theft,19G50,Other Parking Lot,11600-11699,SOUTHWEST,FWY,-,1
2015-02-11,09,Burglary,19G50,Commercial Building,10800-10899,SEABOARD LOOP,-,-,1
2015-02-26,06,Burglary,19G50,Apartment,9800-9899,FORUM PARK,DR,-,1
2015-02-26,10,Rape,19G50,Apartment,10100-10199,BISSONNET ST APT 243,-,-,1
2015-02-25,15,Burglary,19G50,Rental Storage Facility,11700-11799,SOUTHWEST,FWY,-,1
2015-02-19,03,Theft,19G50,Apartment,10100-10199,SAM HOUSTON,PKWY,W,1
2015-02-20,15,Theft,19G50,Other Parking Lot,10600-10699,BELLFORT,AVE,-,1
2015-02-28,18,Aggravated Assault,19G50,Apartment Parking Lot,11000-11099,KINGHURST,-,-,1
2015-02-28,09,Auto Theft,19G50,Residence or House,11000-11099,KINGHURST,-,-,1
2015-02-27,14,Theft,19G50,"Road, Street, or Sidewalk",9600-9699,BISSONNET,ST,-,1
2015-02-05,07,Auto Theft,19G50,Apartment Parking Lot,10300-10399,WILCREST,DR,-,1
2015-02-07,11,Burglary,19G50,Rental Storage Facility,11700-11799,SOUTHWEST,FWY,-,1
2015-02-01,12,Robbery,19G50,Apartment,11000-11099,KINGHURST,-,-,1
2015-02-01,11,Burglary,19G50,Rental Storage Facility,11700-11799,SOUTHWEST,FWY,-,1
2015-01-28,09,Auto Theft,19G50,Apartment Parking Lot,9800-9899,WILCREST,DR,-,1
2015-02-07,21,Burglary,19G50,Apartment,10300-10399,WILCREST,DR,-,1
2015-02-06,17,Theft,19G50,Grocery Store or Supermarket,9800-9899,BISSONNET,ST,-,1
2015-02-11,22,Robbery,19G50,"Road, Street, or Sidewalk",10400-10499,WILCREST,DR,-,1
2015-02-09,12,Burglary,19G50,Restaurant or Cafeteria,9600-9699,BISSONNET,ST,-,1
2015-02-12,15,Auto Theft,19G50,Apartment Parking Lot,10300-10399,LANDS END,DR,-,1
2015-02-16,20,Theft,19G50,Hospital,10100-10199,BISSONNET,ST,-,1
2015-02-17,20,Aggravated Assault,19G50,Restaurant or Cafeteria Parking Lot,9600-9699,BISSONNET,ST,-,2
2015-02-23,10,Aggravated Assault,19G50,Apartment,11200-11299,WILCREST,DR,S,1
2015-02-26,16,Aggravated Assault,19G50,Apartment Parking Lot,10300-10399,WILCREST,DR,-,1
2015-02-27,12,Rape,19G50,"Road, Street, or Sidewalk",9600-9699,BISSONNET,ST,-,1
2015-02-11,22,Robbery,19G50,Apartment,10400-10499,SOUTH,DR,-,1
2015-02-15,05,Aggravated Assault,19G50,Commercial Building,11600-11699,WILCREST,DR,S,1
2015-02-14,17,Theft,19G50,Service or Gas Station,10600-10699,WILCREST,DR,-,1
2015-02-13,16,Burglary,19G50,Apartment,10200-10299,FORUM PARK,DR,-,1
2015-02-05,15,Theft,19G50,"Pawn, Resale Shop, or Flea Market",9700-9799,BISSONNET,ST,-,1
2015-02-04,12,Rape,19G50,Apartment,10100-10199,FORUM PARK,DR,-,1
2015-02-03,17,Auto Theft,19G50,Other Parking Lot,10500-10599,ROCKLEY,RD,-,1
2015-02-23,02,Aggravated Assault,19G50,"Road, Street, or Sidewalk",10400-10499,BISSONNET,ST,-,1
2015-02-22,22,Theft,19G50,Apartment Parking Lot,9800-9899,FORUM PARK,DR,-,1
2015-02-17,06,Robbery,19G50,Apartment,10200-10299,FORUM PARK,DR,-,1
2015-02-27,20,Theft,19G50,Elementary School,10000-10099,CENTRE,PKWY,-,1
2015-02-22,06,Robbery,19G50,"Road, Street, or Sidewalk",10200-10299,BISSONNET,ST,-,1
2015-02-22,22,Theft,19G50,Clothing Store,9800-9899,SOUTHWEST,FWY,-,1
2015-02-26,21,Robbery,19G50,"Road, Street, or Sidewalk",10900-10999,STANCLIFF,RD,-,1
2015-02-12,21,Theft,19G50,"Road, Street, or Sidewalk",10900-10999,BISSONNET,ST,-,1
2015-02-08,13,Auto Theft,19G50,Apartment Parking Lot,10400-10499,SOUTH,DR,-,1
2015-02-10,09,Theft,19G50,Apartment,9800-9899,FORUM PARK,DR,-,1
2015-01-23,19,Auto Theft,19G50,Apartment Parking Lot,10400-10499,SOUTH,DR,-,1
2015-02-01,21,Theft,19G50,Apartment Parking Lot,11300-11399,WILCREST,DR,S,1
2015-02-03,07,Theft,19G50,Apartment Parking Lot,10400-10499,SOUTH,DR,-,1
