Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,# Of Offenses
2011-02-04,00,Robbery,19G30,18A,12700-12799,BELLAIRE,BLVD,-,1
2011-02-05,06,Robbery,17E30,120,11200-11299,GESSNER,DR,S,1
2011-02-25,00,Robbery,17E30,210,8600-8699,SOUTHWEST,FWY,-,1
2011-02-01,00,Robbery,17E30,02B,11800-11899,WILCREST,DR,S,1
2011-02-05,19,Robbery,7C50,070,15600-15699,EASTEX,FWY,-,1
2011-01-24,19,Robbery,7C50,13R,16500-16599,LEE,RD,-,1
2011-02-04,22,Robbery,10H50,20R,3000-3099,MCGOWEN,ST,-,1
2011-02-04,22,Robbery,10H50,13R,2700-2799,TUAM,-,-,1
2011-02-27,20,Robbery,10H50,13R,2200-2299,SCOTT,-,-,1
2011-02-22,22,Robbery,10H50,18S,2700-2799,SCOTT,-,-,1
2011-02-05,22,Robbery,10H50,210,3200-3299,DOWLING,ST,-,1
2011-02-15,16,Robbery,10H50,070,3500-3599,ELGIN,ST,-,1
2011-02-15,10,Robbery,10H50,13R,3200-3299,DOWLING,ST,-,1
2011-02-07,14,Robbery,3B40,13R,3900-3999,TULANE,-,-,1
2011-02-09,22,Robbery,10H50,210,3700-3799,SCOTT,-,-,1
2011-02-15,20,Robbery,18F40,18R,9600-9699,WESTHEIMER,RD,-,1
2011-02-28,23,Robbery,2A20,18C,800-899,CAVALCADE,-,W,1
2011-02-21,20,Robbery,2A20,210,2800-2899,AIRLINE,DR,-,1
2011-02-01,19,Robbery,6B10,18A,200-299,ROSAMOND,-,-,1
2011-02-12,13,Robbery,6B10,05O,6500-6599,AIRLINE,DR,-,1
2011-02-19,20,Robbery,6B10,13R,800-899,COLONY,LN,-,1
2011-02-11,14,Robbery,10H70,18R,4600-4699,ALMEDA,RD,-,1
2011-02-03,17,Robbery,10H70,25R,5600-5699,SAN JACINTO,-,-,1
2011-02-06,01,Robbery,12D30,18N,12300-12399,GULF,FWY,-,1
2011-02-20,23,Robbery,5F30,20A,5800-5899,HOLLISTER,-,-,1
2011-02-13,22,Robbery,15E20,13R,10600-10699,BRAEWICK,DR,-,1
2011-02-05,11,Robbery,17E40,13R,6400-6499,BELLFORT,ST,W,1
2011-02-19,20,Robbery,12D20,080,10700-10799,SEAFORD,DR,-,1
2008-02-06,22,Robbery,11H20,13R,7500-7599,LAWNDALE,-,-,1
2011-01-28,22,Robbery,11H20,13R,2000-2099,BROADWAY,ST,-,1
2011-02-18,22,Robbery,19G10,210,9700-9799,BELLAIRE,BLVD,-,1
2011-02-22,19,Robbery,20G10,18A,9200-9299,CLAREWOOD,DR,-,1
2011-02-23,18,Robbery,20G10,18A,9200-9299,CLAREWOOD,DR,-,1
2011-02-11,19,Robbery,5F10,080,2000-2099,WIRT,RD,-,1
2011-02-14,13,Robbery,5F10,20A,1800-1899,JOHANNA,-,-,1
2011-02-15,21,Robbery,18F50,18A,7200-7299,BELLERIVE,DR,-,1
2011-02-20,05,Robbery,18F50,18N,7300-7399,HARWIN,DR,-,1
2011-02-24,23,Robbery,11H20,20D,800-899,MEDINA,-,-,1
2011-02-21,01,Robbery,12D40,20A,15600-15699,GULF,FWY,-,1
2011-02-15,23,Robbery,12D30,18A,12300-12399,GULF,FWY,-,1
2011-02-24,20,Robbery,13D10,13R,7500-7599,THUROW,-,-,1
2011-02-07,14,Robbery,6B60,18U,200-299,GREENSPOINT MALL,-,-,1
2011-02-09,04,Robbery,6B60,18A,17100-17199,IMPERIAL VALLEY,DR,-,1
2011-02-02,20,Robbery,6B60,18A,400-499,GREENS,RD,-,1
2011-02-23,21,Robbery,14D20,070,9400-9499,CULLEN,BLVD,-,1
2011-02-25,04,Robbery,17E10,03B,6900-6999,HILLCROFT,-,-,1
2011-02-03,20,Robbery,17E10,18C,6200-6299,BISSONNET,ST,-,1
2011-02-06,07,Robbery,17E10,13B,5900-5999,BISSONNET,ST,-,1
2011-02-14,03,Robbery,15E20,03B,11100-11199,POST OAK,RD,S,1
2011-02-21,23,Robbery,14D30,13R,8900-8999,MARTIN LUTHER KING,BLVD,-,1
2011-02-01,16,Robbery,14D20,18A,5100-5199,HIGGINS,-,-,1
2010-02-07,12,Robbery,14D20,18O,8100-8199,GLADSTONE,ST,-,1
2011-02-27,02,Robbery,2A50,13R,5000-5099,FLOYD,ST,-,1
2011-02-01,14,Robbery,13D10,18A,7100-7199,VILLAGE,WAY,-,1
2011-02-19,07,Robbery,9C20,070,8800-8899,NORTH LP E,-,-,1
2011-02-26,21,Robbery,16E30,20R,12900-12999,PENTACLE,LN,-,1
2011-02-28,14,Robbery,16E30,13R,13100-13199,WILLOW LANDING,LN,-,1
2011-02-25,12,Robbery,12D10,20W,1200-1299,REDFORD,-,-,1
2011-02-16,19,Robbery,4F10,13R,10200-10299,KNOBOAK,DR,-,1
2011-02-18,20,Robbery,4F30,18A,1800-1899,BARKER CYPRESS,RD,-,1
2011-02-13,22,Robbery,4F30,140,15700-15799,PARK TEN PLACE,-,-,1
2011-02-09,10,Robbery,4F20,02B,2700-2799,GESSNER,DR,-,1
2011-02-04,17,Robbery,4F20,20A,2700-2799,TEAGUE,RD,-,1
2011-02-27,19,Robbery,4F20,18A,3100-3199,CRESTDALE,DR,-,1
2011-02-27,16,Robbery,4F20,18A,2900-2999,GESSNER,DR,-,1
2011-02-28,22,Robbery,9C40,210,800-899,MAXEY,RD,-,1
2011-02-26,20,Robbery,9C40,080,800-899,MAXEY,RD,-,1
2011-02-21,09,Robbery,9C40,18A,600-699,MAXEY,RD,-,1
2011-02-09,22,Robbery,9C40,20A,600-699,MAXEY,RD,-,1
2011-02-11,22,Robbery,9C40,20A,12000-12099,FLEMING,DR,-,1
2011-02-16,09,Robbery,9C40,05P,12300-12399,FLEMING,DR,-,1
2011-02-16,19,Robbery,4F20,18A,10200-10299,CENTREPARK,DR,-,1
2011-02-22,20,Robbery,17E30,18A,8700-8799,BRAESWOOD,BLVD,S,1
2011-02-13,05,Robbery,20G10,18A,9000-9099,TOWN PARK,DR,-,1
2011-02-18,13,Robbery,4F10,240,9800-9899,LONG POINT,RD,-,1
2011-02-03,08,Robbery,18F40,250,2100-2199,TANGLEWILDE,-,-,1
2011-02-09,13,Robbery,6B60,18O,13400-13499,NORTH,FWY SER,W,1
2011-02-11,23,Robbery,5F20,070,1900-1999,BLALOCK,RD,-,1
2011-02-17,04,Robbery,6B60,140,13000-13099,NORTH,FWY,-,1
2011-02-13,02,Robbery,20G10,20A,6200-6299,RANCHESTER,DR,-,1
2011-02-13,01,Robbery,20G10,18A,8700-8799,TOWN PARK,DR,-,1
2011-02-22,22,Robbery,20G10,18A,10200-10299,HARWIN,DR,-,1
2011-02-06,02,Robbery,18F60,18T,6000-6099,GESSNER,DR,S,1
2011-02-13,17,Robbery,18F60,18G,8700-8799,BELLAIRE,BLVD,-,1
2011-02-27,18,Robbery,9C40,20R,12600-12699,ADELIA,CT,-,1
2011-02-26,03,Robbery,18F60,18A,6400-6499,GESSNER,DR,S,1
2011-02-07,23,Robbery,6B40,20A,9600-9699,MONTGOMERY,RD,W,1
2011-02-21,05,Robbery,16E30,18A,12900-12999,POST OAK,RD,S,1
2011-02-23,18,Robbery,2A30,23S,600-699,STUDEWOOD,-,-,1
2011-02-18,21,Robbery,17E40,20A,11300-11399,FONDREN,RD,-,1
2011-02-19,18,Robbery,20G30,13R,12100-12199,RICHMOND,AVE,-,1
2011-02-07,02,Robbery,18F30,070,5900-5999,WESTHEIMER,RD,-,1
2011-02-21,05,Robbery,17E40,20A,8100-8199,AIRPORT,BLVD,W,1
2011-02-19,14,Robbery,6B30,18B,6500-6599,LITTLE YORK,RD,W,1
2011-02-04,22,Robbery,20G80,18A,14900-14999,RICHMOND,AVE,-,1
2011-02-19,05,Robbery,20G80,18U,800-899,WEST OAKS MALL,-,-,1
2011-02-11,11,Robbery,7C30,18B,3400-3499,TIDWELL,RD,-,1
2011-01-18,22,Robbery,7C10,13R,5000-5099,NICHOLS,-,-,1
2011-02-03,10,Robbery,7C10,13R,1600-1699,BENSON,ST,-,1
2011-02-15,19,Robbery,2A30,13R,1100-1199,ALGREGG,ST,-,1
2011-02-02,06,Robbery,7C20,02B,3600-3699,EASTEX,FWY,-,1
2011-02-09,19,Robbery,1A50,210,3800-3899,SOUTHWEST,FWY,-,1
2011-02-23,13,Robbery,7C10,20A,2100-2199,JENSEN,DR,-,1
2011-02-12,17,Robbery,2A10,13R,1200-1299,JAMES,-,-,1
2011-02-25,20,Robbery,2A10,18C,1900-1999,FULTON,ST,-,1
2011-02-12,00,Robbery,17E10,20A,6000-6099,GULFTON,-,-,1
2011-02-05,01,Robbery,9C10,070,8700-8799,MARKET,ST,-,1
2011-02-06,05,Robbery,16E20,13R,4100-4199,BROOKFIELD,DR,-,1
2011-02-14,03,Robbery,12D70,20A,200-299,EL DORADO,BLVD,W,1
2011-02-02,03,Robbery,18F20,18A,2300-2399,MCCUE,RD,-,1
2011-02-28,10,Robbery,24C30,20A,4500-4599,KINGWOOD,DR,-,1
2011-02-04,19,Robbery,7C40,18G,10400-10499,JENSEN,DR,-,1
2011-02-21,18,Robbery,7C40,120,10400-10499,JENSEN,DR,-,1
2011-02-17,21,Robbery,7C10,20A,5300-5399,COKE,ST,-,1
2011-02-22,03,Robbery,13D20,18A,7500-7599,DROUET,ST,-,1
2011-02-22,08,Robbery,11H20,13R,1100-1199,EVERGREEN,DR,-,1
2011-02-04,15,Robbery,6B50,20A,0-99,NORTHPOINT,DR,-,1
2011-02-19,07,Robbery,9C40,18T,1000-1099,FEDERAL,RD,-,1
2011-02-10,20,Robbery,9C40,13R,1100-1199,FEDERAL,RD,-,1
2011-02-07,02,Robbery,15E30,13R,3200-3299,SOUTH LP W,SER,S,1
2011-02-04,12,Robbery,6B50,18C,15300-15399,IMPERIAL VALLEY,DR,-,1
2011-02-12,12,Robbery,10H60,13R,5900-5999,SCOTTCREST,DR,-,1
2011-02-09,02,Robbery,20G40,13R,2300-2399,CRESCENT PARK,DR,-,1
2011-02-11,21,Robbery,6B60,18A,17000-17099,IMPERIAL VALLEY,DR,-,1
2011-02-13,00,Robbery,18F40,18O,8500-8599,WOODWAY,DR,-,1
2011-02-11,15,Robbery,6B60,13R,800-899,GREENS,RD,-,1
2011-02-16,05,Robbery,6B60,13B,17300-17399,WAYFOREST,DR,-,1
2011-02-25,14,Robbery,6B50,20A,200-299,ALDINE BENDER,RD,-,1
2011-02-27,22,Robbery,6B50,18A,16200-16299,IMPERIAL VALLEY,DR,-,1
2010-02-20,00,Robbery,18F40,18R,8200-8299,WESTHEIMER,RD,-,1
2011-02-24,01,Robbery,20G40,20A,2400-2499,KIRKWOOD,DR,S,1
2011-02-25,22,Robbery,6B60,20A,700-799,GREENS,RD,-,1
2011-02-20,23,Robbery,3B40,210,5400-5499,SHEPHERD,DR,N,1
2011-02-25,13,Robbery,6B20,13R,700-799,GRANVILLE,DR,-,1
2011-02-25,15,Robbery,6B20,18O,1000-1099,LITTLE YORK,RD,W,1
2011-02-15,02,Robbery,3B40,13R,100-199,CROSSTIMBERS,-,W,1
2011-02-01,09,Robbery,3B40,070,4400-4499,YALE,-,-,1
2011-02-12,05,Robbery,14D30,20R,5800-5899,SOUTHTOWN,-,-,1
2011-02-02,15,Robbery,6B50,18O,11300-11399,AIRLINE,DR,-,1
2011-02-22,19,Robbery,6B50,18T,10300-10399,NORTH,FWY,-,1
2011-02-27,21,Robbery,8C40,05D,9200-9299,MESA,DR,-,1
2011-02-17,17,Robbery,8C30,13R,8500-8599,SUNBURY,-,-,1
2011-02-27,20,Robbery,11H30,13R,3200-3299,BROADWAY,ST,-,1
