Date,_unnamed,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,# Of Offenses
2010-01-05,,07,Burglary,20G70,20A,2400-2499,BRIARWEST,BLVD,-,1
2010-01-05,,13,Burglary,20G80,20A,1900-1999,ELDRIDGE,PKWY,-,1
2010-01-05,,08,Burglary,13D10,20R,7100-7199,EPPES,ST,-,1
2010-01-22,,13,Burglary,20G40,20A,1400-1499,DAIRY ASHFORD,-,S,1
2010-01-22,,06,Burglary,11H30,20A,8500-8599,WINKLER,DR,-,1
2010-01-25,,07,Burglary,18F40,20A,9100-9199,WESTHEIMER,RD,-,1
2010-01-28,,07,Burglary,14D40,20R,11200-11299,MURR,WAY,-,1
2010-01-28,,12,Burglary,18F30,20R,2400-2499,CHIMNEY ROCK,RD,-,1
2010-01-22,,07,Burglary,9C10,20R,200-299,ARMSTRONG,ST,-,1
2010-01-22,,07,Burglary,13D20,20A,8400-8499,BROADWAY,ST,-,1
2010-01-28,,12,Burglary,18F20,20A,2600-2699,MILAN ESTATES,-,-,1
2010-01-28,,09,Burglary,5F20,20R,7900-7999,CEDEL,DR,-,1
2010-01-28,,06,Burglary,18F40,20A,9500-9599,ELLA LEE,LN,-,1
2010-01-28,,09,Burglary,6B60,20R,800-899,FOREST HILLSIDE,LN,-,1
2010-01-05,,13,Burglary,12D10,20A,1400-1499,REDFORD,-,-,1
2010-01-05,,07,Burglary,19G20,20R,12000-12099,SHARPVIEW,-,-,1
2010-01-05,,08,Burglary,18F40,20A,9400-9499,BRIAR FOREST,DR,-,1
2010-01-05,,06,Burglary,2A60,20R,1000-1099,NASHUA,-,-,1
2010-01-05,,16,Burglary,13D20,20A,8600-8699,BROADWAY,ST,-,1
2010-01-28,,06,Burglary,17E40,20A,8800-8899,WESTPLACE,DR,-,1
2010-01-05,,08,Burglary,19G30,20R,12600-12699,WELLINGTON PARK,DR,-,1
2010-01-05,,08,Burglary,5F30,20A,7200-7299,PINEMONT,DR,-,1
2010-01-05,,07,Burglary,17E40,20R,12200-12299,RIVA RIDGE,LN,-,1
2010-01-05,,11,Burglary,20G70,20A,12900-12999,BRANT ROCK,DR,-,1
2010-01-28,,07,Burglary,6B60,20A,17000-17099,IMPERIAL VALLEY,DR,-,1
2009-12-22,,13,Burglary,3B50,20R,9200-9299,BAUMAN,RD,-,1
2010-01-28,,07,Burglary,18F40,20A,9500-9599,ELLA LEE,LN,-,1
2010-01-05,,12,Burglary,19G30,250,12600-12699,WELLINGTON PARK,DR,-,1
2010-01-08,,09,Burglary,8C40,20R,9100-9199,WOODLYN,RD,-,1
2010-01-08,,14,Burglary,19G50,20A,10400-10499,SOUTH,DR,-,1
2010-01-20,,08,Burglary,4F10,20A,1300-1399,WITTE,RD,-,1
2010-01-08,,14,Burglary,19G30,20R,13400-13499,CARVEL,LN,-,1
2010-01-08,,08,Burglary,19G40,20R,9100-9199,MAGNOLIA VIEW,-,-,1
2010-01-08,,11,Burglary,1A30,20R,1600-1699,MISSOURI,-,-,1
2010-01-08,,06,Burglary,19G10,20A,7200-7299,CORPORATE,DR,-,1
2009-01-08,,06,Burglary,17E30,20A,9200-9299,BISSONNET,ST,-,1
2010-01-08,,07,Burglary,19G30,20R,7000-7099,GREENWAY CHASE,ST,-,1
2010-01-20,,10,Burglary,5F20,20R,8500-8599,MCDADE,-,-,1
2010-01-20,,07,Burglary,3B30,20G,4400-4499,SANTEE,-,-,1
2010-01-08,,06,Burglary,20G30,20A,12600-12699,HOUSTON CENTER,BLVD,W,1
2010-01-14,,10,Burglary,5F10,20R,11600-11699,SHOSHONE,RD,-,1
2010-01-14,,09,Burglary,12D50,20R,15800-15899,CRAIGHURST,DR,-,1
2010-01-14,,06,Burglary,16E40,20R,4700-4799,BEECHAVEN,DR,-,1
2010-01-14,,12,Burglary,16E40,20R,16100-16199,COYRIDGE,LN,-,1
2010-01-14,,07,Burglary,2A20,20R,800-899,24TH,ST,E,1
2010-01-14,,12,Burglary,6B30,20R,6700-6799,BARBARELLA,CT,-,1
2010-01-14,,07,Burglary,3B10,20A,3200-3299,MANGUM,-,-,1
2010-01-11,,14,Burglary,15E10,20A,6500-6599,WANDA,LN,-,1
2010-01-28,,11,Burglary,17E40,20A,8800-8899,WESTPLACE,DR,-,1
2010-01-11,,12,Burglary,18F60,20A,8100-8199,BELLAIRE,BLVD,-,1
2010-01-11,,10,Burglary,12D50,20R,15900-15999,MANOR SQUARE,DR,-,1
2010-01-11,,06,Burglary,16E40,20R,4600-4699,RIPPLE RIDGE,DR,N,1
2010-01-02,,15,Burglary,17E10,20A,5800-5899,GULFTON,-,-,1
2010-01-11,,08,Burglary,6B10,20R,7000-7099,MERRIWOOD,LN,-,1
2010-01-11,,15,Burglary,14D50,20A,5900-5999,SELINSKY,-,-,1
2010-01-11,,07,Burglary,15E20,20R,5100-5199,BELLFORT,ST,W,1
2010-01-11,,09,Burglary,13D20,20A,8500-8599,BROADWAY,ST,-,1
2010-01-11,,06,Burglary,15E30,20C,7400-7499,BROMPTON,ST,-,1
2010-01-28,,07,Burglary,19G40,20R,12700-12799,PALM DESERT,LN,-,1
2010-01-11,,09,Burglary,13D20,20R,8400-8499,HINMAN,-,-,1
2010-01-11,,07,Burglary,2A30,20G,3500-3599,REAGAN,-,-,1
2010-01-17,,08,Burglary,20G70,20R,12800-12899,ASHFORD POINT,DR,-,1
2010-01-11,,06,Burglary,9C20,20R,8000-8099,MENDEZ,-,-,1
2010-01-11,,07,Burglary,12D50,20R,2200-2299,PURPLE PLUM,LN,-,1
2010-01-17,,08,Burglary,18F60,20R,9200-9299,TRIOLA,-,-,1
2010-01-17,,08,Burglary,8C10,20R,4900-4999,FITCH,-,-,1
2010-01-02,,15,Burglary,2A50,20R,5800-5899,DARLING,ST,-,1
2010-01-11,,09,Burglary,7C30,20A,2400-2499,ALDINE WESTFIELD,RD,-,1
2010-01-11,,10,Burglary,3B40,20R,200-299,WEATHERLY,WAY,-,1
2010-01-20,,07,Burglary,24C40,20R,200-299,FIR RIDGE,DR,-,1
2010-01-14,,06,Burglary,15E10,20A,8900-8999,BRAESMONT,DR,-,1
2010-01-14,,14,Burglary,1A50,20R,3100-3199,MIDLANE,-,-,1
2010-01-23,,07,Burglary,18F50,20R,9500-9599,BEVERLYHILL,ST,-,1
2010-01-14,,00,Burglary,9C30,20R,13300-13399,DANSHIRE,DR,-,1
2010-01-23,,06,Burglary,9C20,20R,800-899,GAZIN,-,-,1
2010-01-14,,12,Burglary,11H40,20R,1400-1499,LOPER,AVE,-,1
2010-01-22,,09,Burglary,20G80,20A,2300-2399,ELDRIDGE,PKWY,-,1
2010-01-17,,08,Burglary,13D20,20A,8900-8999,GLENCREST,ST,-,1
2009-01-17,,15,Burglary,12D10,20R,9500-9599,YEARLING BRANCH,DR,-,1
2010-01-17,,13,Burglary,6B30,20A,3400-3499,LITTLE YORK,RD,W,1
2010-01-17,,09,Burglary,17E40,20A,6300-6399,BELLFORT,ST,W,1
2010-01-26,,07,Burglary,3B40,20R,500-599,43RD,ST,E,1
2010-01-26,,12,Burglary,16E30,20R,5300-5399,TIDEWATER,-,-,1
2010-01-20,,12,Burglary,10H80,20R,2300-2399,DUNSTAN,RD,-,1
2010-01-06,,08,Burglary,4F10,20R,1600-1699,WITTE,RD,-,1
2010-01-20,,12,Burglary,4F20,20R,10400-10499,NORTON,DR,-,1
2010-01-20,,08,Burglary,17E20,20A,7500-7599,BISSONNET,ST,-,1
2010-01-09,,08,Burglary,12D20,20R,10800-10899,ALDIS,ST,-,1
2010-01-20,,12,Burglary,17E40,20R,6400-6499,LUDINGTON,DR,-,1
2010-01-09,,09,Burglary,12D70,20R,15300-15399,MCCONN,ST,-,1
2010-01-26,,15,Burglary,7C30,20R,9100-9199,EXETER,ST,-,1
2010-01-14,,08,Burglary,5F30,20A,8000-8099,GROW,LN,-,1
2010-01-26,,11,Burglary,1A30,20R,1500-1599,WELCH,-,-,1
2010-01-26,,08,Burglary,2A50,20R,5300-5399,INKER,-,-,1
2010-01-26,,08,Burglary,18F20,20C,1900-1999,POST OAK,BLVD,-,1
2010-01-26,,08,Burglary,19G40,20C,12600-12699,NEWBROOK,DR,-,1
2010-01-26,,10,Burglary,6B60,20A,800-899,GREENS,RD,-,1
2010-01-06,,14,Burglary,14D50,20A,5900-5999,SELINSKY,-,-,1
2010-01-18,,09,Burglary,15E30,20A,4500-4599,BEECHNUT,ST,-,1
2010-01-06,,07,Burglary,17E20,20R,7000-7099,SHARPCREST,-,-,1
2010-01-18,,11,Burglary,19G30,20A,8000-8099,COOK,RD,-,1
2010-01-26,,08,Burglary,7C10,20R,4500-4599,SHARON,-,-,1
2010-01-26,,11,Burglary,10H10,20R,4800-4899,BRADY,ST,-,1
2010-01-03,,10,Burglary,12D70,20R,300-399,FLORA VISTA,-,-,1
2010-01-29,,07,Burglary,6B60,20A,300-399,BENMAR,DR,-,1
2010-01-29,,15,Burglary,2A60,20G,1000-1099,23RD,ST,W,1
2010-01-15,,06,Burglary,17E30,20G,9400-9499,BANKSIDE,DR,-,1
2010-01-29,,09,Burglary,2A50,20R,4600-4699,ROSE,-,-,1
2010-01-18,,14,Burglary,17E40,20A,6300-6399,BELLFORT,ST,W,1
2010-01-18,,13,Burglary,20G30,20A,3300-3399,ROGERDALE,RD,-,1
2010-01-18,,08,Burglary,12D10,20R,10100-10199,GIL JR,LN,-,1
2009-12-05,,05,Burglary,20G40,20R,1600-1699,KIRKWOOD,DR,S,1
2010-01-12,,09,Burglary,6B30,20A,5500-5599,HOLLY VIEW,DR,-,1
2010-01-06,,08,Burglary,1A20,20R,900-999,BOMAR,ST,-,1
2010-01-06,,17,Burglary,18F40,20A,2100-2199,TANGLEWILDE,-,-,1
2010-01-24,,13,Burglary,8C40,20R,9100-9199,WOODLYN,RD,-,1
2010-01-24,,08,Burglary,18F50,20A,3400-3499,OCEE,RD,-,1
2010-01-12,,13,Burglary,5F10,20R,1300-1399,PARK AT SHADY VILLA,-,E,1
2010-01-12,,07,Burglary,17E20,20R,7000-7099,BEECHNUT,ST,-,1
2010-01-24,,12,Burglary,19G40,20R,12500-12599,MAGNOLIA CANYON,-,-,1
2010-01-24,,15,Burglary,19G40,20G,11400-11499,BARRETT BRAE,DR,-,1
2010-01-24,,16,Burglary,2A20,20A,400-499,NORTHWOOD,-,-,1
2010-01-24,,15,Burglary,4F10,20A,1500-1599,WITTE,RD,-,1
2010-01-12,,07,Burglary,11H10,20R,7000-7099,AVE N,-,-,1
2010-01-23,,17,Burglary,20G80,20A,1300-1399,ELDRIDGE,PKWY,-,1
2010-01-15,,09,Burglary,11H30,250,8300-8399,BAKER,DR,-,1
2010-01-21,,09,Burglary,6B10,20R,11300-11399,BISCAYNE,WAY,-,1
2010-01-27,,08,Burglary,6B50,20R,15300-15399,IMPERIAL VALLEY,DR,-,1
2010-01-12,,12,Burglary,19G10,20A,10000-10099,SPICE,LN,-,1
2010-01-15,,11,Burglary,19G50,20A,11500-11599,DUNFIELD,LN,-,1
2010-01-12,,15,Burglary,7C30,20R,3100-3199,FOLGER,-,-,1
2010-01-15,,13,Burglary,13D20,20R,7600-7699,DIXIE,DR,-,1
2010-01-21,,11,Burglary,10H80,20R,2300-2399,SHERIDAN,ST,-,1
2010-01-27,,11,Burglary,19G20,20R,11200-11299,SHARPCREST,-,-,1
2010-01-15,,07,Burglary,13D10,20R,7600-7699,GREENSTONE,ST,-,1
2010-01-06,,12,Burglary,7C20,20R,2400-2499,STEVENS,-,-,1
2010-01-12,,09,Burglary,19G10,20A,9900-9999,CLUB CREEK,DR,-,1
2010-01-23,,09,Burglary,20G30,20A,11700-11799,WESTHEIMER,RD,-,1
2010-01-17,,14,Burglary,2A20,20R,300-399,NORTHWOOD,-,-,1
2010-01-17,,15,Burglary,19G50,20A,10000-10099,FORUM WEST,DR,-,1
2010-01-23,,11,Burglary,18F50,20R,9600-9699,RICHMOND,AVE,-,1
2010-01-26,,07,Burglary,19G40,20A,9700-9799,COURT GLEN,DR,-,1
2010-01-26,,08,Burglary,12D10,20R,10000-10099,BESSEMER,ST,-,1
2010-01-02,,13,Burglary,6B30,20R,9300-9399,VANWOOD,-,-,1
2010-01-01,,07,Burglary,18F50,20W,7200-7299,BELLERIVE,DR,-,1
2010-01-28,,12,Burglary,2A20,20R,800-899,MELWOOD,-,-,1
2010-01-02,,13,Burglary,3B10,20A,5800-5899,SUNFOREST,-,W,1
2010-01-13,,10,Burglary,19G50,20A,9800-9899,WEST SAM HOUSTON,PKWY,S,1
2010-01-14,,12,Burglary,5F20,20A,8700-8799,HAMMERLY,-,-,1
2010-01-14,,09,Burglary,17E10,20A,5500-5599,EL CAMINO DEL REY,-,-,1
2010-01-14,,09,Burglary,19G10,20A,9300-9399,COUNTRY CREEK,DR,-,1
2010-01-20,,08,Burglary,3B10,20R,5000-5099,VIKING,-,-,1
2010-01-20,,06,Burglary,18F60,20R,8800-8899,STROUD,DR,-,1
2010-01-18,,17,Burglary,19G10,20A,8400-8499,WILCREST,DR,-,1
2010-01-20,,07,Burglary,16E20,20R,3200-3299,KELLING,DR,-,1
2010-01-08,,06,Burglary,19G40,20R,11800-11899,SPRING GROVE,DR,-,1
2010-01-08,,13,Burglary,11H30,20A,8300-8399,PARK PLACE,BLVD,-,1
2010-01-14,,08,Burglary,3B10,20A,5300-5399,DEEP FOREST,DR,-,1
2010-01-05,,08,Burglary,20G10,20A,9900-9999,RICHMOND,AVE,-,1
2009-01-05,,08,Burglary,19G40,20R,11400-11499,PAGODA,DR,-,1
2010-01-05,,16,Burglary,14D10,20A,5100-5199,BROWNCROFT,-,-,1
2010-01-05,,06,Burglary,16E40,20R,16200-16299,KNOLLRIDGE,CT,-,1
2010-01-05,,16,Burglary,6B10,20R,200-299,JOHN ALBER,RD,-,1
2010-01-05,,11,Burglary,15E10,20A,8800-8899,BRAESMONT,DR,-,1
2010-01-05,,15,Burglary,19G40,20R,12000-12099,LONGBROOK,DR,-,1
2010-01-08,,08,Burglary,20G30,20A,3400-3499,WALNUT BEND,LN,-,1
2010-01-11,,08,Burglary,13D10,20R,7000-7099,CULMORE,DR,-,1
2010-01-11,,09,Burglary,6B30,20A,7000-7099,WOODSMAN,TRL,-,1
2010-01-11,,08,Burglary,17E10,20A,5900-5999,ELM,ST,-,1
2010-01-11,,09,Burglary,2A60,20R,1800-1899,WIDDICOMB,CT,-,1
2010-01-11,,08,Burglary,2A60,20R,2500-2599,BROOKTREE,DR,-,1
2010-01-01,,22,Burglary,19G40,20A,9400-9499,COVENTRY SQUARE,DR,-,1
2010-01-05,,07,Burglary,20G20,20R,10800-10899,MEADOW LAKE,LN,-,1
2010-01-05,,10,Burglary,5F20,20A,2000-2099,OJEMAN,RD,-,1
2010-01-04,,16,Burglary,4F30,20A,1500-1599,SHERWOOD FOREST,ST,-,1
2010-01-19,,09,Burglary,20G30,20A,10900-10999,MEADOWGLEN,LN,-,1
2010-01-19,,07,Burglary,5F30,20A,5700-5799,GUHN,-,-,1
2010-01-22,,10,Burglary,7C50,20A,5900-5999,GREENS,RD,-,1
2010-01-22,,09,Burglary,3B40,20R,900-999,32ND 1/2,ST,E,1
2010-01-07,,15,Burglary,19G10,20A,8300-8399,CINNAMON,LN,-,1
2010-01-07,,07,Burglary,10H40,20C,1500-1599,ANITA,ST,-,1
2010-01-22,,14,Burglary,16E10,20A,11900-11999,OAKMOOR,PKWY,-,1
2010-01-22,,09,Burglary,19G40,20R,12300-12399,ASHLING,DR,-,1
2010-01-11,,07,Burglary,2A30,20R,2200-2299,OXFORD,ST,-,1
2010-01-11,,08,Burglary,9C40,20R,11600-11699,WOOD SHADOWS,DR,-,1
2010-01-11,,06,Burglary,17E30,20A,8800-8899,BRAESWOOD,BLVD,S,1
2010-01-22,,11,Burglary,8C40,20R,9100-9199,WOODLYN,RD,-,1
2010-01-28,,07,Burglary,6B20,20A,5400-5499,WERNER,ST,-,1
2010-01-28,,07,Burglary,11H40,20R,5300-5399,ORIOLE,-,-,1
2010-01-28,,08,Burglary,17E30,20A,10200-10299,GESSNER,DR,S,1
2010-01-25,,08,Burglary,20G10,20A,3600-3699,WOODCHASE,-,-,1
2010-01-25,,12,Burglary,17E40,20C,6100-6199,LUDINGTON,DR,-,1
2010-01-25,,10,Burglary,19G20,20R,7800-7899,BELLE PARK,DR,-,1
2010-01-25,,07,Burglary,8C30,20R,7900-7999,ST LOUIS,-,-,1
2010-01-25,,10,Burglary,5F10,20R,2000-2099,THONIG,-,-,1
2010-01-25,,11,Burglary,12D30,20R,12800-12899,CLAYCLIFF,CT,-,1
2010-01-25,,09,Burglary,16E40,20R,6300-6399,BERKRIDGE,DR,-,1
2010-01-19,,11,Burglary,12D10,20R,9900-9999,HINDS,-,-,1
2010-01-19,,08,Burglary,10H70,20A,7100-7199,ALMEDA,RD,-,1
2010-01-29,,06,Burglary,24C30,20R,9100-9199,HUENI,RD,-,1
2010-01-15,,15,Burglary,19G20,20R,4200-4299,WILDACRES,DR,-,1
2010-01-06,,10,Burglary,18F40,20A,2300-2399,LAZY HOLLOW,DR,-,1
2010-01-15,,06,Burglary,19G50,20A,10200-10299,FORUM PARK,DR,-,1
2010-01-15,,16,Burglary,19G40,20A,9700-9799,COURT GLEN,DR,-,1
2010-01-21,,07,Burglary,7C20,20R,4000-4099,HIRSCH,RD,-,1
2010-01-14,,09,Burglary,19G10,20A,7700-7799,CORPORATE,DR,-,1
2010-01-18,,06,Burglary,17E10,20A,6000-6099,GULFTON,-,-,1
2010-01-18,,13,Burglary,2A60,20A,1600-1699,T C JESTER,BLVD,W,1
2010-01-15,,14,Burglary,9C40,20R,600-699,WOOD MIST,-,-,1
2010-01-21,,09,Burglary,3B30,20R,1100-1199,GARDENDALE,DR,-,1
2010-01-04,,11,Burglary,14D20,20A,4200-4299,WILMINGTON,ST,-,1
2010-01-21,,08,Burglary,12D20,20R,10900-10999,KEESE,DR,-,1
2010-01-24,,07,Burglary,10H80,20R,5300-5399,DORA,ST,-,1
2010-01-27,,15,Burglary,6B30,20R,6400-6499,OAKNUT,DR,-,1
2010-01-13,,10,Burglary,9C20,20R,6300-6399,TEXARKANA,-,-,1
2010-01-13,,08,Burglary,9C40,20A,12400-12499,WOODFOREST,BLVD,-,1
2010-01-13,,10,Burglary,6B60,20A,13000-13099,NORTHBOROUGH,DR,-,1
2010-01-13,,07,Burglary,12D40,20R,12400-12499,CARMEL DALE,LN,-,1
2010-01-29,,11,Burglary,6B10,250,200-299,WELLINGTON,-,-,1
2010-01-27,,07,Burglary,2A20,20R,800-899,CORDELL,ST,-,1
2010-01-25,,08,Burglary,4F20,20R,2800-2899,QUINCANNON,LN,-,1
2009-01-04,,09,Burglary,18F10,20A,900-999,SILBER,-,-,1
2010-01-04,,09,Burglary,24C40,20R,700-799,CORYDON,DR,-,1
2010-01-04,,13,Burglary,6B40,20R,7400-7499,EMMA LOU,ST,-,1
2010-01-04,,13,Burglary,12D10,20R,10100-10199,CLEARGROVE,LN,-,1
2010-01-07,,07,Burglary,3B10,20R,4600-4699,CARLEEN,-,-,1
2010-01-04,,15,Burglary,17E40,20R,6200-6299,SANFORD,RD,-,1
2010-01-04,,14,Burglary,10H20,20A,1100-1199,ALTIC,ST,-,1
2010-01-04,,06,Burglary,6B60,20A,1100-1199,LANGWICK,DR,-,1
2010-01-07,,12,Burglary,12D50,20R,1100-1199,INDIAN AUTUMN TRACE,-,-,1
2010-01-16,,08,Burglary,9C20,20R,3400-3499,ARLICIOUS,ST,-,1
2010-01-30,,17,Burglary,2A10,20R,2400-2499,HARDY,-,-,1
2010-01-16,,06,Burglary,19G30,20A,6700-6799,WESTBRANCH,DR,-,1
2010-01-19,,10,Burglary,12D10,20R,600-699,ARVANA,ST,-,1
2010-01-13,,11,Burglary,20G40,20A,1400-1499,DAIRY ASHFORD,-,S,1
2010-01-04,,10,Burglary,17E30,20A,11500-11599,KEEGANS RIDGE,RD,-,1
2010-01-07,,15,Burglary,6B20,20R,5500-5599,DAYPORT,ST,-,1
2010-01-13,,07,Burglary,12D30,20R,13800-13899,CLEAR TRAIL,LN,-,1
2010-01-11,,14,Burglary,1A20,20A,500-599,BRANARD,ST,-,1
2010-01-22,,12,Burglary,3B40,20R,4300-4399,DELHI,ST,-,1
2010-01-18,,08,Burglary,9C40,20W,700-799,COOLWOOD,DR,-,1
2010-01-19,,06,Burglary,14D10,20A,6000-6099,SCHROEDER,RD,-,1
2010-01-19,,08,Burglary,17E30,20A,8900-8999,GESSNER,DR,S,1
2010-01-01,,07,Burglary,24C40,20M,800-899,GREGS,WAY,-,1
2010-01-16,,16,Burglary,19G30,20R,7100-7199,WESTBRANCH,DR,-,1
2010-01-16,,14,Burglary,17E40,20A,6400-6499,BELLFORT,ST,W,1
2010-01-01,,15,Burglary,16E20,20R,4300-4399,WOODMONT,DR,-,1
2010-01-28,,10,Burglary,9C20,20R,7200-7299,BROWNWOOD,-,-,1
2010-01-07,,07,Burglary,6B30,20A,5500-5599,DESOTO,ST,-,1
2010-01-21,,15,Burglary,11H10,20R,5500-5599,LAWSON,-,-,1
2010-01-22,,13,Burglary,13D10,20R,7200-7299,GILLEN,-,-,1
2010-01-22,,07,Burglary,12D50,20R,1300-1399,CHESTNUT SPRINGS,LN,-,1
2010-01-22,,15,Burglary,6B50,20G,200-299,NORTHPOINT,DR,-,1
2010-01-22,,15,Burglary,24C50,20G,200-299,NORTHPINES,DR,-,1
2010-01-19,,16,Burglary,3B50,20G,7900-7999,ROSWELL,-,-,1
2010-01-19,,16,Burglary,14D20,20A,4000-4099,WILMINGTON,ST,-,1
2010-01-19,,11,Burglary,4F10,20A,9700-9799,PINE LAKE,DR,-,1
2010-01-19,,06,Burglary,5F20,20R,8500-8599,FRIENDSHIP,-,-,1
2010-01-05,,07,Burglary,6B60,20A,800-899,GREENS,RD,-,1
2010-01-25,,09,Burglary,4F20,20A,2400-2499,WEST SAM HOUSTON,PKWY,N,1
2010-01-13,,11,Burglary,3B30,20R,4100-4199,T C JESTER,BLVD,W,1
2010-01-12,,11,Burglary,14D20,20R,3900-3999,DAVENPORT,ST,-,1
2010-01-28,,08,Burglary,9C20,20R,7300-7399,SAN ANGELO,-,-,1
2010-01-02,,08,Burglary,2A30,20G,200-299,17TH,ST,W,1
2010-01-05,,14,Burglary,8C50,20V,9700-9799,KERRY GLEN,LN,-,1
2010-01-02,,11,Burglary,6B40,20A,700-799,LITTLE YORK,RD,W,1
2010-01-05,,06,Burglary,13D20,20R,7100-7199,LA PASEO,-,-,1
2010-01-31,,17,Burglary,14D20,20A,7400-7499,CALHOUN,RD,-,1
2010-01-25,,10,Burglary,5F10,20R,1900-1999,THONIG,-,-,1
2010-01-25,,08,Burglary,12D50,20R,14300-14399,SPRING MAPLE,LN,-,1
2010-01-25,,10,Burglary,20G40,20A,2100-2199,BENTWORTH,DR,-,1
2010-01-11,,12,Burglary,20G40,20A,2100-2199,HAYES,RD,-,1
2010-01-11,,08,Burglary,18F50,20C,6000-6099,FONDREN,RD,-,1
2010-01-22,,07,Burglary,20G80,20A,2300-2399,ELDRIDGE,PKWY,-,1
2010-01-05,,07,Burglary,16E40,20R,5400-5499,CASTLECREEK,LN,-,1
2010-01-05,,15,Burglary,6B10,20R,700-799,SPREADING OAK,DR,E,1
2010-01-19,,08,Burglary,2A30,20G,4300-4399,JULIAN,-,-,1
2010-01-21,,10,Burglary,10H50,20P,3300-3399,NAPOLEON,-,-,1
2010-01-05,,08,Burglary,12D40,20A,900-999,FM 1959,-,-,1
2010-01-28,,13,Burglary,12D10,20A,8600-8699,THETA,-,-,1
2010-01-19,,10,Burglary,3B10,20A,3800-3899,SHERWOOD,LN,-,1
2010-01-04,,09,Burglary,6B30,20A,5800-5899,NORTH HOUSTON ROSSLYN,RD,-,1
2010-01-05,,07,Burglary,12D40,20A,700-799,FM 1959,-,-,1
2010-01-14,,08,Burglary,19G10,250,10500-10599,GLENWOLDE,DR,-,1
2010-01-05,,07,Burglary,12D60,20R,800-899,PEBBLESHIRE,DR,-,1
2010-01-08,,14,Burglary,13D20,20R,6900-6999,FLAMINGO,DR,-,1
2010-01-08,,15,Burglary,17E40,20V,10400-10499,SANDPIPER,DR,-,1
2010-01-20,,09,Burglary,17E20,20V,6400-6499,NEFF,-,-,1
2010-01-04,,14,Burglary,7C10,20A,1100-1199,SYDNOR,CT,-,1
2010-01-14,,02,Burglary,18F60,20G,9400-9499,SANDSTONE,-,-,1
2010-01-14,,10,Burglary,15E30,20R,9700-9799,WOODWIND,DR,-,1
2010-01-12,,06,Burglary,17E40,20R,7600-7699,CANDLEGREEN,LN,-,1
2010-01-14,,08,Burglary,15E20,20R,5700-5799,EFFINGHAM,DR,-,1
2010-01-14,,15,Burglary,3B10,20R,5200-5299,43RD,ST,W,1
2010-01-10,,14,Burglary,12D60,20R,700-799,SILVERPINES,RD,-,1
2010-01-28,,17,Burglary,14D20,20R,10100-10199,FAIRLAND,DR,-,1
2010-01-11,,08,Burglary,20G30,20A,3000-3099,WOODLAND PARK,DR,-,1
2010-01-28,,08,Burglary,18F50,20C,3700-3799,TANGLEWILDE,-,-,1
2010-01-28,,13,Burglary,6B30,20A,5800-5899,GULF BANK,RD,W,1
2010-01-02,,15,Burglary,18F20,20C,1900-1999,POST OAK,BLVD,-,1
2010-01-20,,13,Burglary,2A30,20D,4300-4399,JULIAN,-,-,1
2010-01-14,,17,Burglary,15E10,20R,5200-5299,LOCH LOMOND,-,-,1
2010-01-29,,09,Burglary,7C40,20G,2300-2399,PINE TREE,DR,-,1
2010-01-29,,10,Burglary,6B30,20R,10000-10099,MILDA,DR,-,1
2010-01-26,,09,Burglary,11H50,20R,5800-5899,SANTA BERNADETTA,-,-,1
2010-01-20,,15,Burglary,18F40,20A,2100-2199,TANGLEWILDE,-,-,1
2010-01-11,,10,Burglary,18F50,20A,7500-7599,BELLERIVE,DR,-,1
2010-01-06,,11,Burglary,17E30,20A,10100-10199,GESSNER,DR,S,1
2010-01-09,,10,Burglary,18F30,20A,2700-2799,BRIARGROVE,DR,-,1
2010-01-06,,09,Burglary,17E40,20A,10900-10999,FONDREN,RD,-,1
2010-01-06,,15,Burglary,19G20,20R,4300-4399,WILDACRES,DR,-,1
2010-01-10,,13,Burglary,3B30,20R,1800-1899,HEWITT,-,-,1
2010-01-06,,08,Burglary,5F30,20A,5800-5899,HOLLISTER,-,-,1
2010-01-03,,12,Burglary,17E30,20A,8900-8999,BISSONNET,ST,-,1
2010-01-09,,13,Burglary,18F30,20A,3700-3799,HILLCROFT,-,-,1
2010-01-09,,09,Burglary,18F20,20A,800-899,POST OAK,BLVD,-,1
2010-01-09,,16,Burglary,8C20,20A,6700-6799,BENNINGTON,-,-,1
2010-01-21,,10,Burglary,9C40,20R,600-699,KENWOOD,LN,-,1
2010-01-21,,10,Burglary,17E20,20R,7600-7699,BRAES MEADOW,DR,-,1
2010-01-06,,17,Burglary,6B60,20A,300-399,BENMAR,DR,-,1
2010-01-12,,11,Burglary,17E20,20A,9000-9099,FONDREN,RD,-,1
2010-01-12,,13,Burglary,18F20,20A,2500-2599,YORKTOWN,ST,-,1
2009-01-12,,14,Burglary,6B30,20R,7800-7899,CHALLIE,LN,-,1
2010-01-15,,12,Burglary,16E40,20R,5000-5099,PARKRIDGE,DR,-,1
2010-01-15,,08,Burglary,20G60,20R,14700-14799,QUAIL GROVE,LN,-,1
2010-01-15,,08,Burglary,13D20,20A,8700-8799,BROADWAY,ST,-,1
2010-01-15,,12,Burglary,12D50,20G,2100-2199,VILLAGE DALE,AVE,-,1
2010-01-12,,12,Burglary,18F60,20R,7800-7899,CLAREWOOD,DR,-,1
2010-01-21,,14,Burglary,2A30,20R,1000-1099,MERRILL,-,-,1
