Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,# Of Offenses
2009-08-11,00,Theft,12D70,20A,500-599,BARRINGER,LN,-,1
2009-08-11,01,Theft,13D30,20D,800-899,BRISBANE,ST,-,1
2009-08-14,17,Theft,11H50,20D,2100-2199,STRAIGHT CREEK,DR,-,1
2009-08-15,23,Rape,18F30,20A,3700-3799,HILLCROFT,-,-,1
2009-08-15,12,Burglary,20G50,20R,0-99,ROBINLAKE,-,-,1
2009-08-15,08,Theft,13D20,20D,8300-8399,MEADVILLE,-,-,1
2009-08-15,00,Theft,1A10,250,1200-1299,TRAVIS,ST,-,1
2009-08-15,07,Theft,6B60,20D,700-799,GREENS,RD,W,1
2009-08-15,00,Theft,9C40,20R,500-599,COOLWOOD,DR,-,1
2009-08-15,00,Theft,14D20,20D,3300-3399,SHELBY,CIR,-,1
2009-08-16,00,Theft,8C50,20R,9000-9099,STERLINGSHIRE,ST,-,1
2009-08-16,22,Theft,10H80,20D,2300-2399,MARONEAL,-,-,1
2009-08-16,13,Theft,7C20,05B,3000-3099,EASTEX,FWY,-,1
2009-08-17,21,Rape,20G10,18P,6000-6099,WESTLINE,DR,-,1
2009-08-17,00,Auto Theft,21I50,18P,17300-17399,PINE CUT,-,-,1
2009-08-17,12,Theft,19G50,250,10200-10299,FORUM WEST,DR,-,1
2009-08-18,08,Theft,11H40,250,8600-8699,PARK PLACE,BLVD,-,1
2009-08-18,18,Theft,21I10,01A,2800-2899,TERMINAL,RD,N,1
2009-08-19,13,Theft,17E10,24P,6000-6099,BELLAIRE,BLVD,-,1
2009-08-20,12,Burglary,15E30,20C,4600-4699,JACKWOOD,-,-,1
2009-08-20,12,Theft,16E20,20R,14300-14399,WATERLOO,DR,-,1
2009-08-20,16,Theft,18F10,05O,700-799,POST OAK,RD,N,1
2009-08-20,15,Theft,1A10,13R,1200-1299,TRAVIS,ST,-,1
2009-08-21,00,Auto Theft,21I50,05X,1200-1299,PINE CUT,-,-,1
2009-08-21,02,Theft,10H40,18N,2400-2499,SAN JACINTO,-,-,1
2009-08-22,03,Rape,14D30,20R,5400-5499,HERON,DR,-,3
2009-08-22,10,Auto Theft,16E40,05X,7500-7599,EIGHT WILLOWS,RD,-,1
2009-08-22,00,Theft,14D30,13R,5300-5399,WILLOW GLEN,DR,-,1
2009-08-23,17,Theft,3B10,20R,6200-6299,AUTUMN ARBOR,DR,-,1
2009-08-23,00,Theft,7C30,250,9400-9499,EXETER,ST,-,1
2009-08-24,20,Theft,12D20,20R,10300-10399,CARTHAGE,-,-,1
2009-08-24,12,Theft,18F20,20A,1200-1299,WYNDEN OAKS GARDEN,DR,-,1
2009-08-25,17,Theft,13D20,100,5700-5799,TELEPHONE,RD,-,1
2009-08-25,10,Theft,10H20,250,5100-5199,JEFFERSON,ST,-,1
2009-08-26,00,Theft,5F20,24F,8100-8199,LONG POINT,RD,-,1
2009-08-28,16,Theft,6B50,24F,10800-10899,NORTH,FWY,-,1
2009-08-28,07,Theft,19G50,18O,10500-10599,WEST SAM HOUSTON,PKWY,S,1
2009-08-29,20,Auto Theft,3B40,20R,700-799,36TH,ST,E,1
2009-08-29,20,Auto Theft,14D10,05E,6900-6999,LOZIER,ST,-,1
2009-08-29,12,Theft,12D60,20R,2000-2099,HUNTRESS,LN,-,1
2009-08-31,00,Auto Theft,12D30,250,13800-13899,GULF,FWY,-,1
2009-08-31,10,Theft,17E10,250,5700-5799,BISSONNET,ST,-,1
2009-08-31,13,Theft,18F50,240,8700-8799,DAFFODIL,ST,-,1
2009-08-31,18,Theft,11H30,20R,5200-5299,LANTANA,-,-,1
2009-08-31,08,Theft,3B40,13R,4300-4399,HERRIDGE,-,-,1
2009-09-01,15,Aggravated Assault,13D10,20R,2900-2999,LIPSCOMB,-,-,1
2009-09-01,00,Burglary,9C10,20V,100-199,DE HAVEN,-,-,1
2009-09-01,08,Burglary,14D20,20P,4900-4999,RICKY,-,-,1
2009-09-01,15,Theft,1A10,05D,11200-11299,TRAVIS,ST,-,1
2009-09-01,00,Theft,1A20,20D,400-499,SAULNIER,ST,W,1
2009-09-01,21,Theft,1A40,18R,2500-2599,KIRBY,DR,-,1
2009-09-01,00,Theft,7C50,100,15000-15099,VERA,DR,-,1
2009-09-01,00,Theft,7C30,20R,2100-2199,TIDWELL,RD,-,1
2009-09-01,00,Theft,20G40,250,1400-1499,SANDY SPRINGS,RD,-,1
2009-09-01,00,Theft,2A60,250,1500-1599,18TH,ST,W,1
2009-09-01,12,Theft,13D20,20D,8900-8999,BROADWAY,ST,-,1
2009-09-01,00,Theft,14D30,20R,7600-7699,BELBAY,ST,-,1
2009-09-01,00,Theft,18F40,18A,2400-2499,VOSS,RD,S,1
2009-09-02,17,Burglary,12D40,060,12400-12499,SERENE ELM,ST,-,1
2009-09-02,14,Burglary,18F50,20C,9300-9399,PAGEWOOD,LN,-,1
2009-09-02,00,Theft,12D50,20R,15900-15999,LARKFIELD,-,-,1
2009-09-02,22,Theft,17E40,20D,6400-6499,DRYAD,DR,-,1
2009-09-02,15,Theft,1A10,11R,400-499,BAGBY,ST,-,1
2009-09-02,00,Theft,5F30,20A,6500-6599,HOLLISTER,-,-,1
2009-09-02,19,Theft,3B50,120,4700-4799,AIRLINE,DR,-,1
2009-09-03,00,Auto Theft,21I50,18P,17300-17399,PINE CUT,-,-,1
2009-09-03,09,Theft,18F40,080,8600-8699,WESTHEIMER,RD,-,1
2009-09-03,00,Theft,20G80,02C,14100-14199,BRIARHILLS,PKWY,-,1
2009-09-03,00,Theft,2A30,20R,1700-1799,NICHOLSON,-,-,1
2009-09-04,11,Auto Theft,17E30,18P,9700-9799,SOUTHWEST,FWY,-,1
2009-09-04,00,Theft,2A30,20R,1000-1099,ASHLAND,ST,-,1
2009-09-04,00,Theft,15E40,05E,2900-2999,SOUTH LP W,-,-,1
2009-09-04,07,Theft,7C20,20R,6500-6599,JENSEN,DR,-,1
2009-09-04,21,Theft,18F30,210,6000-6099,WESTHEIMER,RD,-,1
2009-09-04,00,Theft,5F30,250,13300-13399,NORTHWEST,FWY,-,1
2009-09-05,00,Rape,20G50,250,900-999,GESSNER,DR,-,1
2009-09-05,19,Robbery,14D30,13R,4900-4999,BURMA,-,-,1
2009-09-05,18,Burglary,24C30,20R,4300-4399,MOUNTAIN PEAK,WAY,-,1
2009-09-05,12,Burglary,14D10,190,6100-6199,ENGLAND,ST,-,1
2009-09-05,00,Auto Theft,21I50,13R,1200-1299,PINE CUT,-,-,1
2009-09-05,17,Theft,13D20,100,100-199,COVERN,ST,-,1
2009-09-05,00,Theft,1A20,18A,2300-2399,BAGBY,ST,-,1
2009-09-05,12,Theft,18F50,20A,9200-9299,PAGEWOOD,LN,-,1
2009-09-05,00,Theft,17E40,20A,14600-14699,FONMEADOW,DR,-,1
2009-09-05,12,Theft,9C20,250,400-499,MCCARTY,-,-,1
2009-09-06,09,Burglary,12D10,20R,2100-2199,NELL,-,-,1
2009-09-06,12,Burglary,14D20,20R,4400-4499,MALLOW,-,-,1
2009-09-06,21,Burglary,5F20,20R,4200-4299,MCKEAN,DR,-,1
2009-09-06,01,Theft,18F20,03B,2600-2699,SAGE,RD,-,1
2009-09-06,00,Theft,1A30,18R,1700-1799,RICHMOND,AVE,-,1
2009-09-07,20,Robbery,9C40,13R,800-899,MAXEY,RD,-,1
2009-09-07,20,Aggravated Assault,14D40,20R,12800-12899,ROANDALE,DR,-,2
2009-09-07,19,Auto Theft,6B50,22U,200-299,NORTHPOINT,DR,-,1
2009-09-07,22,Theft,8C30,20R,7900-7999,RAND,-,-,1
2009-09-07,00,Theft,10H10,20R,0-99,DELMAR,ST,-,1
2009-09-07,20,Theft,3B50,05Q,100-199,CROSSTIMBERS,-,E,1
2009-09-08,00,Burglary,3B30,190,1800-1899,43RD,ST,W,1
2009-09-08,12,Theft,13D10,24E,100-199,GULFGATE CENTER MALL,-,-,1
2009-09-08,03,Theft,24C20,20D,2400-2499,SILVER FALLS,DR,-,1
2009-09-08,00,Theft,12D40,18A,11800-11899,ALGONQUIN,DR,-,1
2009-09-08,09,Theft,10H70,22U,1800-1899,PRESSLER,ST,-,1
2009-09-09,12,Burglary,7C20,20R,6200-6299,GRANTON,-,-,1
2009-09-09,08,Theft,17E20,20R,8100-8199,LUGARY,DR,-,1
2009-09-09,16,Theft,16E10,18G,11800-11899,CITY PARK CENTRAL,LN,-,1
2009-09-10,17,Theft,19G10,---,8300-8399,WEST SAM HOUSTON,PKWY,S,1
2009-09-10,00,Theft,11H30,20D,2800-2899,DOVER,ST,-,1
2009-09-11,19,Theft,6B60,080,12300-12399,NORTH,FWY,-,1
2009-09-11,00,Theft,20G40,02B,11700-11799,SOUTHLAKE,DR,-,1
2009-09-11,02,Theft,10H40,250,1700-1799,ALABAMA,ST,-,1
2009-09-12,00,Theft,6B30,20A,5800-5899,NORTH HOUSTON ROSSLYN,RD,-,1
2009-09-12,14,Theft,10H40,05C,2800-2899,MILAM,-,-,1
2009-09-12,12,Theft,12D60,20R,15700-15799,SEASIDE,LN,-,1
2009-09-13,06,Burglary,10H80,20R,1100-1199,BARKDULL,ST,-,1
2009-09-13,18,Burglary,6B10,20R,11900-11999,MEADOWPASS,-,-,1
2009-09-13,08,Auto Theft,18F60,13R,9500-9599,BEECHNUT,ST,-,1
2009-09-13,10,Auto Theft,16E10,05E,1500-1599,OREM,DR,W,1
2009-09-13,13,Theft,20G50,05O,11700-11799,KATY,FWY,-,1
2009-09-13,01,Theft,1A10,210,700-799,MAIN,ST,-,1
2009-09-13,18,Theft,19G20,11R,8000-8099,KIRKWOOD,DR,S,1
2009-09-13,07,Theft,3B10,070,5300-5399,ANTOINE,DR,-,1
2009-09-14,08,Burglary,14D20,20P,4600-4699,LARKSPUR,ST,-,1
2009-09-14,06,Burglary,19G50,20A,10100-10199,FORUM PARK,DR,-,1
2009-09-14,00,Burglary,3B30,20G,1000-1099,CURTIN,ST,-,1
2009-09-14,00,Burglary,12D50,20R,15800-15899,RIVER BIRCH,WAY,-,1
2009-09-14,10,Theft,8C40,20R,9300-9399,HOMEWOOD,LN,-,1
2009-09-14,00,Theft,18F40,20R,8700-8799,WESTHEIMER,RD,-,1
2009-09-14,17,Theft,6B60,05V,900-999,GREENS,RD,-,1
2009-09-14,09,Theft,8C30,20R,8000-8099,SUNBURY,-,-,1
2009-09-14,07,Theft,10H70,210,6600-6699,FANNIN,-,-,1
2009-09-14,00,Theft,9C30,20R,13500-13599,WINDHAVEN,ST,-,1
2009-09-14,00,Theft,19G20,250,10500-10599,BELLAIRE,BLVD,-,1
2009-09-14,12,Theft,18F40,18A,9500-9599,ELLA LEE,LN,-,1
2009-09-15,00,Burglary,20G30,20A,3000-3099,WOODLAND PARK,DR,-,1
2009-09-15,00,Burglary,5F20,20A,2000-2099,LAVERNE,ST,-,1
2009-09-15,00,Burglary,6B60,20A,900-999,GREENS,RD,-,1
2009-09-15,00,Burglary,10H60,20R,3800-3899,BLODGETT,ST,-,1
2009-09-15,19,Auto Theft,3B10,18A,3200-3299,MANGUM,-,-,1
2009-09-15,00,Auto Theft,19G10,05X,9400-9499,SOUTHWEST,FWY,-,1
2009-09-15,18,Theft,17E40,18A,12500-12599,DUNLAP,ST,-,1
2009-09-15,12,Theft,3B30,22H,1900-1999,34TH,ST,W,1
2009-09-15,00,Theft,14D30,250,8300-8399,MYKAWA,-,-,1
2009-09-15,00,Theft,6B10,20R,500-599,ELLENA,RD,-,1
2009-09-15,08,Theft,10H80,18P,7500-7599,MAIN,ST,-,1
2009-09-15,00,Theft,18F50,05F,5600-5699,BONHOMME,RD,-,1
2009-09-15,08,Theft,5F30,250,4400-4499,HOLLOW HOOK,-,-,1
2009-09-15,00,Theft,6B10,20R,600-699,DUNKLEY,DR,-,1
2009-09-15,14,Theft,20G30,250,11800-11899,WESTHEIMER,RD,-,1
2009-09-15,00,Theft,12D30,05X,12200-12299,GULF,FWY,-,1
2009-09-16,01,Aggravated Assault,17E20,13H,8200-8299,FONDREN,RD,-,1
2009-09-16,21,Burglary,8C30,080,9200-9299,WAYSIDE,-,N,1
2009-09-16,10,Burglary,19G10,20A,8600-8699,COURSE,DR,S,1
2009-09-16,08,Theft,6B40,040,2500-2599,DOLLY WRIGHT,ST,-,1
2009-09-16,15,Theft,1A10,18R,1200-1299,TRAVIS,ST,-,1
2009-09-16,12,Theft,3B10,05Z,5300-5399,34TH,ST,W,1
2009-09-16,21,Theft,2A60,20D,6600-6699,LINDYANN,LN,-,1
2009-09-16,00,Theft,6B10,20V,5400-5499,AIRLINE,DR,-,1
2009-09-16,22,Theft,13D10,18G,7700-7799,SOUTHWAY,DR,-,1
2009-09-17,13,Burglary,1A30,20R,2500-2599,MANDELL,-,-,1
2009-09-17,11,Burglary,7C20,20R,4900-4999,WIPPRECHT,ST,-,1
2009-09-17,08,Burglary,20G50,20R,0-99,BAYOU SHADOWS,ST,-,1
2009-09-17,11,Theft,10H20,250,5000-5099,GULF,FWY,-,1
2009-09-17,20,Theft,5F30,20A,8000-8099,GROW,LN,-,1
2009-09-17,15,Theft,7C20,20V,2300-2399,STAPLES,-,-,1
2009-09-17,16,Theft,11H50,20R,8900-8999,SAN LORENZO,-,-,1
2009-09-18,23,Robbery,17E40,18A,6300-6399,DUMFRIES,DR,-,1
2009-09-18,17,Burglary,2A30,20V,2200-2299,RUTLAND,-,-,1
2009-09-18,22,Burglary,12D50,040,14300-14399,CRESCENT LANDING,DR,-,1
2009-09-18,15,Theft,6B50,250,15300-15399,CHIPMAN,LN,-,1
