Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
2014-12-19,11,Theft,3B30,"Church, Synagogue, or Temple",3600-3699,BRINKMAN,ST,-,1
2014-12-27,01,Robbery,3B30,Service or Gas Station,1600-1699,LOOP,-,N,1
2014-12-12,08,Theft,3B30,Driveway,800-899,42ND,ST,W,1
2014-12-14,01,Aggravated Assault,3B30,Bar or Night Club,800-899,34TH,ST,W,1
2014-12-12,18,Theft,3B30,Other Parking Lot,3100-3199,T C JESTER,BLVD,E,1
2014-12-12,17,Theft,3B30,"Parks and Recreation, Zoo, Swimming Pool",3100-3199,T C JESTER,BLVD,E,1
2014-12-12,17,Theft,3B30,Other Parking Lot,4200-4299,T C JESTER,BLVD,W,1
2014-12-04,18,Burglary,3B30,Residence or House,1400-1499,MARTIN,RD,-,1
2014-12-02,19,Theft,3B30,"Libraries, Museums",1300-1399,43RD,ST,W,1
2014-12-01,15,Burglary,3B30,Residence or House,1800-1899,SAXON,-,-,1
2014-11-24,02,Theft,3B30,,4300-4399,APOLLO,ST,-,1
2014-12-04,03,Robbery,3B40,Apartment Parking Lot,300-399,CROSSTIMBERS,-,W,1
2014-12-05,09,Theft,3B40,,4300-4399,OXFORD,ST,-,1
2014-12-11,20,Burglary,3B40,Residence or House,1000-1099,32ND,ST,E,1
2014-12-09,13,Aggravated Assault,3B40,Apartment,3900-3999,NORTH,FWY,-,1
2014-12-22,12,Robbery,3B40,,1300-1399,36TH,ST,E,1
2014-12-14,18,Auto Theft,3B40,Apartment Parking Lot,500-599,THORNTON,-,-,1
2014-12-21,19,Theft,3B40,"Gym, Recreat, Club House, Indoor Pool, Spa",4400-4499,SHEPHERD,DR,N,1
2014-12-20,11,Theft,3B40,Department or Discount Store,4000-4099,SHEPHERD,DR,N,1
2014-12-19,11,Aggravated Assault,3B40,"Road, Street, or Sidewalk",3300-3399,OMEGA,-,-,1
2014-12-24,16,Theft,3B40,Residence or House,3300-3399,EUROPA,ST,-,1
2014-12-12,11,Theft,3B40,Other Parking Lot,4600-4699,SHEPHERD,DR,N,1
2014-12-13,11,Theft,3B40,Convenience Store,5600-5699,MONTGOMERY,RD,W,1
2014-12-16,17,Robbery,3B40,"Road, Street, or Sidewalk",4200-4299,ROGERS,-,-,1
2014-12-18,10,Auto Theft,3B40,Commercial Parking Lot or Garage,5300-5399,NORTH,FWY,-,1
2014-12-08,10,Auto Theft,3B40,Vehicle/Auto Sales/Lease/Auto Parts Store,4900-4999,SHEPHERD,DR,N,1
2014-12-10,20,Theft,3B40,Convenience Store,700-799,GLENBURNIE,DR,-,1
2014-12-11,08,Theft,3B40,Service or Gas Station,5700-5799,NORTH SHEPHERD,DR,-,1
2014-12-11,03,Aggravated Assault,3B40,Residence or House,500-599,GLENBURNIE,DR,-,1
2014-12-09,23,Burglary,3B40,"Electronics Store, Electrical Supplies",400-499,GARDEN OAKS,BLVD,-,1
