Date,Hour,Offense Type,Beat,Block Range,Street Name,Type,Suffix,# Offenses
2014-07-19,11,Theft,,2100-2199,VINTAGE,-,-,1
2014-07-13,08,Theft,,500-599,W.38TH,-,-,1
2014-07-26,15,Rape,,6100-6199,ATTWATER,-,-,1
2014-07-13,15,Theft,,7800-7899,FM 1960,-,W,1
2014-07-14,09,Theft,,6600-6699,MERRY,LN,-,1
2014-07-22,20,Theft,,,WALKER,-,-,1
2014-07-03,02,Theft,,8400-8499,S. GESSNER,-,-,1
2014-07-16,13,Theft,,,PEASE,-,-,1
2014-07-26,14,Rape,,6100-6199,ATTWATER,-,-,1
2014-07-10,20,Theft,,800-899,GESSNER SUITE 970,-,-,1
2014-07-28,20,Theft,10H10,400-499,HUTCHESON,ST,N,1
2014-07-29,17,Robbery,10H10,4500-4599,CANAL,ST,-,1
2014-07-26,12,Theft,10H10,4700-4799,HARRISBURG,-,-,1
2014-07-26,05,Robbery,10H10,2100-2199,CANAL,ST,-,1
2014-07-24,03,Aggravated Assault,10H10,3900-3999,SHERMAN,-,-,1
2014-07-19,09,Auto Theft,10H10,200-299,MILBY,-,-,1
2014-07-02,12,Theft,10H10,500-599,LOCKWOOD,DR,S,1
2014-07-06,17,Theft,10H10,2300-2399,ANN,ST,-,1
2014-07-07,11,Theft,10H10,300-399,HUTCHESON,-,-,1
2014-07-12,12,Auto Theft,10H10,400-499,HUTCHESON,ST,N,1
2014-07-29,05,Auto Theft,10H10,3300-3399,NAVIGATION,-,-,1
2014-07-16,06,Burglary,10H10,100-199,YORK,-,N,1
2014-07-22,10,Theft,10H10,3900-3999,CANAL,ST,-,1
2014-07-03,01,Theft,10H10,100-199,ENNIS,ST,N,1
2014-07-05,21,Robbery,10H10,5000-5099,HARRISBURG,-,-,1
2014-07-30,14,Theft,10H10,0-99,LOCKWOOD,DR,-,1
2014-07-27,07,Burglary,10H10,,212.5 LENOX,-,-,1
2014-07-27,19,Aggravated Assault,10H10,2800-2899,CANAL,ST,-,1
2014-07-17,01,Burglary,10H10,2300-2399,SPERBER,LN,-,1
2014-07-12,11,Theft,10H10,5400-5499,SHERMAN,-,-,1
2014-07-08,22,Aggravated Assault,10H10,100-199,YORK,-,N,1
2014-07-09,11,Robbery,10H10,2400-2499,CANAL,ST,-,1
2014-07-01,11,Theft,10H10,100-199,DRENNAN,ST,-,1
2014-07-04,22,Burglary,10H10,200-299,DRENNAN,ST,N,1
2014-07-13,23,Robbery,10H10,2100-2199,RUNNELS,-,-,1
2014-07-14,16,Robbery,10H10,5800-5899,HARRISBURG,-,-,1
2014-07-18,13,Theft,10H10,0-99,CAYLOR,-,-,1
2014-07-18,21,Theft,10H10,100-199,SAMPSON,ST,N,1
2014-07-20,12,Auto Theft,10H10,5100-5199,CANAL,ST,-,1
2014-07-30,09,Burglary,10H10,100-199,YORK,-,-,1
2014-04-13,17,Aggravated Assault,10H10,200-299,VELASCO,-,-,1
2014-07-11,15,Theft,10H10,500-599,LOCKWOOD,DR,-,1
2014-07-13,23,Robbery,10H10,2000-2099,RUNNELS,-,-,1
2014-07-18,20,Aggravated Assault,10H10,3900-3999,CANAL,ST,-,1
2014-07-30,09,Theft,10H10,400-499,YORK,-,-,1
2014-07-07,09,Burglary,10H10,3900-3999,LOVEJOY,ST,-,1
2014-07-29,08,Aggravated Assault,10H10,5300-5399,HARRISBURG,-,-,1
2014-07-21,17,Theft,10H10,400-499,BURR,-,N,1
2014-07-27,14,Rape,10H10,2100-2199,RUNNELS,-,-,1
2014-07-29,07,Theft,10H10,5100-5199,CANAL,ST,-,1
2014-07-03,07,Theft,10H10,500-599,LOCKWOOD,DR,-,1
2014-07-01,08,Theft,10H20,1100-1199,WEAVER,-,-,1
2014-07-13,06,Theft,10H20,4400-4499,DALLAS,ST,-,1
2014-07-14,09,Theft,10H20,4300-4399,PEASE,-,-,1
2014-07-27,07,Theft,10H20,5100-5199,BELL,ST,-,1
2014-07-28,09,Auto Theft,10H20,3900-3999,LAMAR,-,-,1
2014-07-31,02,Robbery,10H20,4400-4499,COYLE,ST,-,1
2014-07-24,15,Theft,10H20,1500-1599,HENNINGER,-,-,1
2014-07-15,11,Theft,10H20,700-799,TELEPHONE,-,-,1
2014-07-19,00,Aggravated Assault,10H20,800-899,OAKHURST,-,-,1
2014-07-18,04,Burglary,10H20,3800-3899,POLK,-,-,1
2014-07-19,16,Burglary,10H20,800-899,CULLEN,BLVD,-,1
2014-07-11,15,Theft,10H20,4900-4999,GULF,FWY,-,1
2014-07-13,10,Theft,10H20,2100-2199,ERNESTINE,ST,-,1
2014-07-31,14,Aggravated Assault,10H20,4300-4399,JEFFERSON,ST,-,1
2014-07-20,21,Aggravated Assault,10H20,3900-3999,LAMAR,-,-,1
2014-07-22,21,Robbery,10H20,4700-4799,GULF,FWY,-,1
2014-07-26,14,Robbery,10H20,5000-5099,JEFFERSON,ST,-,1
2014-07-11,18,Robbery,10H20,5000-5099,JEFFERSON,ST,-,1
2014-07-13,06,Theft,10H20,4400-4499,HARBY,-,-,1
2014-07-29,09,Theft,10H20,4600-4699,CLAY,-,-,1
2014-07-03,22,Theft,10H20,5000-5099,GULF,FWY,-,1
2014-07-03,13,Theft,10H20,3800-3899,LAMAR,-,-,1
2014-07-13,07,Theft,10H20,4400-4499,DALLAS,ST,-,1
2014-07-14,07,Theft,10H20,4300-4399,PEASE,-,-,1
2014-07-29,20,Theft,10H20,4300-4399,DALLAS,ST,-,1
2014-07-02,23,Theft,10H20,3900-3999,WALKER,ST,-,1
2014-07-21,10,Burglary,10H20,5000-5099,PEASE,-,-,1
2014-07-09,01,Theft,10H20,1900-1999,LOMBARDY,ST,-,1
2014-07-12,18,Theft,10H20,1500-1599,COLLIER,-,-,1
2014-07-14,14,Theft,10H30,2000-2099,CONGRESS,-,-,1
2014-07-10,05,Theft,10H30,1600-1699,BASTROP,ST,-,1
2014-07-16,19,Theft,10H30,1200-1299,ROBERTS,ST,-,1
2014-07-18,13,Theft,10H30,1100-1199,SAINT EMANUEL,ST,-,1
2014-07-18,20,Theft,10H30,1100-1199,HUTCHINS,-,-,1
2014-07-19,02,Theft,10H30,200-299,HUTCHINS,-,-,1
2014-07-20,08,Theft,10H30,2300-2399,POLK,-,-,1
2014-07-18,07,Theft,10H30,2400-2499,PRAIRIE,ST,-,1
2014-07-27,11,Theft,10H30,2000-2099,LEELAND,-,-,1
2014-07-11,14,Robbery,10H30,2300-2399,MCKINNEY,ST,-,1
2014-07-07,14,Burglary,10H30,3100-3199,LEELAND,-,-,1
2014-07-18,13,Theft,10H30,500-599,DOWLING,ST,-,1
2014-07-19,12,Theft,10H30,3200-3299,MCKINNEY,ST,-,1
2014-07-06,16,Theft,10H30,500-599,DOWLING,ST,-,1
2014-07-16,14,Aggravated Assault,10H30,3400-3499,JEFFERSON,ST,-,1
2014-07-16,17,Auto Theft,10H30,2100-2199,TEXAS,ST,-,1
2014-07-18,00,Theft,10H30,2400-2499,MCKINNEY,ST,-,1
2014-07-27,10,Theft,10H30,2100-2199,MCKINNEY,ST,-,1
2014-07-19,00,Theft,10H30,1000-1099,BASTROP,ST,-,1
2014-07-18,15,Theft,10H30,2100-2199,MCKINNEY,ST,-,1
2014-07-15,09,Theft,10H30,1400-1499,PALMER,ST,-,1
2014-07-07,14,Theft,10H30,1900-1999,NAPOLEON,-,-,1
2014-07-20,11,Auto Theft,10H30,2100-2199,RUSK,ST,-,1
2014-07-29,09,Theft,10H30,2000-2099,WALKER,ST,-,1
2014-07-18,23,Theft,10H30,2300-2399,MCKINNEY,ST,-,1
2014-07-18,23,Theft,10H30,900-999,DOWLING,ST,-,1
2014-07-25,08,Theft,10H30,2900-2999,POLK,ST,-,1
2014-07-21,07,Theft,10H30,2300-2399,POLK,-,-,1
2014-07-08,09,Theft,10H30,1300-1399,DOWLING,ST,-,1
2014-07-27,04,Theft,10H30,2000-2099,BELL,ST,-,1
2014-07-20,13,Theft,10H30,2700-2799,LEELAND,-,-,1
2014-07-08,08,Theft,10H30,2500-2599,DALLAS,ST,-,1
2014-07-09,07,Theft,10H30,1700-1799,LIVE OAK,-,-,1
2014-07-07,14,Theft,10H40,2600-2699,LA BRANCH,-,-,1
2014-07-09,13,Theft,10H40,4200-4299,MAIN,ST,-,1
2014-07-14,10,Auto Theft,10H40,900-999,ROSEWOOD,-,-,1
2014-07-11,21,Robbery,10H40,2100-2199,FANNIN,-,-,1
2014-07-12,08,Theft,10H40,2200-2299,CHENEVERT,-,-,1
2014-07-01,17,Theft,10H40,2000-2099,CRAWFORD,ST,-,1
2014-07-06,13,Theft,10H40,2900-2999,SAN JACINTO,-,-,1
2014-07-06,23,Theft,10H40,4000-4099,CAROLINE,ST,-,1
2014-07-21,21,Burglary,10H40,1600-1699,FRANCIS,ST,-,1
2014-07-18,20,Theft,10H40,1400-1499,ROSALIE,-,-,1
2014-07-16,10,Theft,10H40,1700-1799,TUAM,-,-,1
2014-07-17,07,Robbery,10H40,1300-1399,MCILHENNY,ST,-,1
2014-07-18,08,Robbery,10H40,2100-2199,CHENEVERT,-,-,1
2014-07-27,16,Theft,10H40,800-899,TUAM,-,-,1
2014-07-29,06,Theft,10H40,400-499,RICHMOND,AVE,-,1
2014-07-22,07,Burglary,10H40,4500-4599,TRAVIS,-,-,1
2014-07-23,09,Theft,10H40,1000-1099,ANITA,ST,-,1
2014-07-11,15,Theft,10H40,1000-1099,EAGLE,ST,-,1
2014-07-11,16,Theft,10H40,3500-3599,MAIN,ST,-,1
2014-07-01,08,Theft,10H40,4100-4199,CAROLINE,ST,-,1
2014-07-01,10,Theft,10H40,1700-1799,FRANCIS,ST,-,1
2014-07-04,03,Robbery,10H40,2100-2199,SAN JACINTO,-,-,1
2014-07-04,12,Auto Theft,10H40,4000-4099,FANNIN,-,-,1
2014-07-04,19,Theft,10H40,4600-4699,MAIN,ST,-,1
2014-07-05,08,Theft,10H40,2500-2599,HAMILTON,ST,-,1
2014-07-05,14,Theft,10H40,4200-4299,SAN JACINTO,-,-,1
2014-07-19,20,Theft,10H40,2300-2399,JACKSON,ST,-,1
2014-07-20,12,Theft,10H40,2500-2599,SH 288,-,-,1
2014-07-21,15,Theft,10H40,1100-1199,MCILHENNY,ST,-,1
2014-07-25,01,Aggravated Assault,10H40,2500-2599,CAROLINE,ST,-,1
2014-07-18,23,Theft,10H40,3400-3499,MILAM,-,-,1
2014-07-18,22,Auto Theft,10H40,4600-4699,MAIN,ST,-,2
2014-07-29,11,Theft,10H40,4200-4299,MAIN,ST,-,1
2014-07-29,23,Theft,10H40,1100-1199,MCGOWEN,ST,-,1
2014-07-28,00,Theft,10H40,4500-4599,MAIN,ST,-,1
2014-07-24,20,Theft,10H40,100-199,ALABAMA,ST,W,1
2014-07-22,10,Burglary,10H40,1800-1899,MCILHENNY,ST,-,2
2014-07-18,00,Robbery,10H40,2900-2999,SAN JACINTO,-,-,1
2014-07-17,07,Theft,10H40,1300-1399,ANITA,ST,-,1
2014-07-12,10,Theft,10H40,3000-3099,CHENEVERT,-,-,1
2014-07-11,23,Theft,10H40,2900-2999,HAMILTON,ST,-,1
2014-07-08,14,Robbery,10H40,2200-2299,MAIN,ST,-,1
2014-07-08,14,Theft,10H40,4200-4299,SAN JACINTO,-,-,1
2014-07-09,13,Theft,10H40,4200-4299,SAN JACINTO,-,-,1
2014-06-28,07,Burglary,10H40,3100-3199,SAN JACINTO,-,-,1
2014-06-28,10,Rape,10H40,1100-1199,MCILHENNY,ST,-,1
2014-07-02,03,Burglary,10H40,2400-2499,MAIN,ST,-,1
2014-07-02,10,Theft,10H40,1600-1699,STUART,-,-,1
2014-07-03,10,Theft,10H40,1400-1499,ROSALIE,-,-,1
2014-07-07,09,Theft,10H40,3400-3499,LA BRANCH,-,-,1
2014-07-30,13,Robbery,10H40,2200-2299,FANNIN,-,-,1
2014-07-06,11,Theft,10H40,2400-2499,SAN JACINTO,-,-,1
2014-07-02,14,Theft,10H40,4200-4299,MAIN,ST,-,1
2014-07-13,09,Theft,10H40,1800-1899,HADLEY,ST,-,1
2014-07-12,17,Theft,10H40,4200-4299,SAN JACINTO,-,-,1
2014-07-08,01,Theft,10H40,1800-1899,ELGIN,ST,-,1
2014-07-08,18,Theft,10H40,4200-4299,SAN JACINTO,-,-,1
2014-07-09,07,Theft,10H40,2100-2199,CHENEVERT,-,-,1
2014-07-14,19,Theft,10H40,4500-4599,TRAVIS,-,-,1
2014-07-14,20,Theft,10H40,4200-4299,SAN JACINTO,-,-,1
2014-07-15,02,Theft,10H40,2100-2199,MAIN,ST,-,1
2014-07-16,16,Theft,10H40,4000-4099,FANNIN,-,-,1
2014-07-17,09,Rape,10H40,3500-3599,MAIN,ST,-,1
2014-07-18,18,Theft,10H40,1700-1799,BREMOND,ST,-,1
2014-07-19,01,Theft,10H40,1000-1099,ANITA,ST,-,1
2014-07-26,18,Theft,10H40,4200-4299,MAIN,ST,-,1
2014-07-25,10,Robbery,10H40,2400-2499,SAN JACINTO,-,-,1
2014-07-23,16,Theft,10H40,4200-4299,MAIN,ST,-,1
2014-07-24,09,Theft,10H40,1000-1099,ELGIN,ST,-,1
2014-07-30,10,Theft,10H40,1400-1499,GRAY,-,-,1
2014-07-27,09,Theft,10H40,2100-2199,FANNIN,-,-,1
2014-07-28,17,Theft,10H40,2100-2199,CRAWFORD,ST,-,1
2014-07-22,17,Theft,10H40,4200-4299,MAIN,ST,-,1
2014-07-23,06,Theft,10H40,2000-2099,MILAM,-,-,1
2014-07-23,12,Theft,10H40,2200-2299,MAIN,ST,-,1
2014-07-22,10,Theft,10H40,3900-3999,W.ALABAMA ST.,-,-,1
2014-07-22,15,Theft,10H40,4200-4299,SAN JACINTO,-,-,1
2014-07-14,21,Robbery,10H40,4200-4299,SAN JACINTO,-,-,1
2014-07-16,03,Theft,10H40,1200-1299,GRAY,-,-,1
2014-07-18,12,Burglary,10H40,3500-3599,MOSLEY,CT,-,1
2014-07-20,09,Theft,10H40,2400-2499,SAN JACINTO,-,-,1
2014-07-20,09,Theft,10H40,3900-3999,FANNIN,ST,-,1
2014-07-20,12,Theft,10H40,4000-4099,FANNIN,-,-,1
2014-07-07,08,Theft,10H40,1500-1599,FRANCIS,ST,-,1
2014-07-05,02,Aggravated Assault,10H40,2700-2799,MILAM,-,-,1
2014-07-05,10,Theft,10H40,4200-4299,SAN JACINTO,-,-,1
2014-07-01,06,Theft,10H40,1600-1699,STUART,-,-,1
2014-07-01,07,Theft,10H40,3200-3299,CHENEVERT,-,-,1
2014-07-02,07,Theft,10H40,1600-1699,STUART,-,-,1
2014-07-02,08,Theft,10H40,1400-1499,ELGIN,ST,-,1
2014-07-02,12,Theft,10H40,900-999,GRAY,-,-,1
2014-07-13,16,Robbery,10H40,4200-4299,SAN JACINTO,-,-,1
2014-07-14,15,Auto Theft,10H40,2900-2999,TRAVIS,-,-,1
2014-07-14,07,Burglary,10H40,3400-3499,MILAM,-,-,1
2014-07-12,09,Theft,10H40,3800-3899,MAIN,ST,-,1
2014-07-09,18,Auto Theft,10H40,2100-2199,MAIN,ST,-,1
2014-07-10,15,Aggravated Assault,10H40,4500-4599,TRAVIS,-,-,1
2014-07-08,15,Robbery,10H40,2200-2299,MAIN,ST,-,1
2014-07-29,08,Theft,10H40,1600-1699,HOLMAN,-,-,1
2014-07-19,02,Theft,10H40,2000-2099,MAIN,ST,-,1
2014-07-19,16,Aggravated Assault,10H40,4200-4299,SAN JACINTO,-,-,1
2014-07-19,17,Burglary,10H40,2700-2799,TRAVIS,-,-,1
2014-07-16,05,Theft,10H40,2100-2199,HAMILTON,ST,-,1
2014-07-15,08,Theft,10H40,1300-1399,ROSALIE,-,-,1
2014-07-22,09,Burglary,10H40,1800-1899,MCILHENNY,ST,-,1
2014-07-23,13,Theft,10H40,2900-2999,FANNIN,-,-,1
2014-07-26,12,Theft,10H40,4200-4299,SAN JACINTO,-,-,1
2014-07-07,06,Theft,10H40,3400-3499,LA BRANCH,-,-,1
2014-07-07,08,Theft,10H40,1600-1699,HOLMAN,-,-,3
2014-07-06,13,Theft,10H40,1800-1899,HADLEY,ST,-,1
2014-07-06,18,Theft,10H40,4200-4299,MAIN,ST,-,1
2014-07-14,10,Auto Theft,10H40,2600-2699,TRAVIS,-,-,2
2014-07-13,13,Theft,10H40,4200-4299,MAIN,ST,-,1
2014-07-11,13,Theft,10H40,4200-4299,SAN JACINTO,-,-,1
2014-07-12,18,Theft,10H40,1900-1999,MCGOWEN,ST,-,1
2014-07-12,09,Theft,10H40,2200-2299,CHENEVERT,-,-,1
2014-07-07,11,Theft,10H40,3400-3499,LA BRANCH,-,-,1
2014-07-08,21,Robbery,10H40,2000-2099,MAIN,ST,-,1
2014-07-09,23,Theft,10H40,3400-3499,MILAM,-,-,1
2014-07-02,21,Theft,10H40,1000-1099,HADLEY,ST,-,1
2014-07-07,08,Theft,10H40,3400-3499,LA BRANCH,-,-,1
2014-07-03,13,Aggravated Assault,10H40,2200-2299,AUSTIN,ST,-,1
2014-07-03,09,Theft,10H40,2200-2299,CHENEVERT,-,-,1
2014-07-05,10,Auto Theft,10H40,2200-2299,AUSTIN,ST,-,1
2014-07-28,17,Burglary,10H40,4500-4599,TRAVIS,-,-,1
2014-07-25,08,Theft,10H40,1600-1699,HOLMAN,-,-,1
2014-07-19,02,Theft,10H40,3400-3499,MILAM,-,-,1
2014-07-21,10,Auto Theft,10H40,2400-2499,SAN JACINTO,-,-,2
2014-07-21,16,Theft,10H40,4200-4299,MAIN,ST,-,1
2014-07-21,16,Theft,10H40,4200-4299,SAN JACINTO,-,-,1
2014-07-29,23,Aggravated Assault,10H40,3400-3499,FANNIN,-,-,1
2014-07-29,02,Theft,10H40,1000-1099,MCGOWEN,ST,-,1
2014-07-29,06,Burglary,10H40,3200-3299,AUSTIN,ST,-,1
2014-07-29,13,Theft,10H40,2100-2199,CRAWFORD,ST,-,1
2014-07-30,20,Theft,10H40,2600-2699,FANNIN,-,-,1
2014-07-20,15,Theft,10H40,4200-4299,MAIN,ST,-,1
2014-07-15,16,Auto Theft,10H40,4200-4299,MAIN,ST,-,1
2014-07-23,17,Auto Theft,10H40,3200-3299,SAN JACINTO,-,-,1
2014-07-24,11,Robbery,10H40,2100-2199,FANNIN,-,-,1
2014-07-08,23,Robbery,10H40,2100-2199,MAIN,ST,-,1
2014-07-14,13,Theft,10H40,4600-4699,MAIN,ST,-,1
2014-07-04,19,Aggravated Assault,10H40,2100-2199,FANNIN,-,-,1
2014-07-05,12,Theft,10H40,4200-4299,MAIN,ST,-,1
2014-07-05,15,Theft,10H40,4200-4299,MAIN,ST,-,1
2014-07-05,18,Theft,10H40,3100-3199,TRAVIS,-,-,1
2014-07-07,11,Robbery,10H40,2000-2099,FANNIN,-,-,1
2014-07-04,18,Theft,10H50,3700-3799,SAMPSON,-,-,1
2014-06-27,08,Aggravated Assault,10H50,3300-3399,ALABAMA,ST,-,1
2014-07-01,10,Theft,10H50,2900-2999,HUTCHINS,-,-,1
2014-07-23,07,Aggravated Assault,10H50,2300-2399,BURKETT,ST,-,1
2014-07-19,09,Auto Theft,10H50,3000-3099,LUCINDA,-,-,1
2014-07-21,14,Burglary,10H50,2400-2499,NAPOLEON,-,-,1
2014-07-30,06,Theft,10H50,2100-2199,HOLMAN,-,-,1
2014-07-31,18,Theft,10H50,3600-3699,DENNIS,ST,-,1
2014-07-31,07,Theft,10H50,3500-3599,ST EMANUEL,-,-,1
2014-07-28,23,Burglary,10H50,2200-2299,ISABELLA,-,-,1
2014-07-29,19,Aggravated Assault,10H50,2100-2199,BRILEY,ST,-,1
2014-07-20,15,Aggravated Assault,10H50,2200-2299,LIVE OAK,-,-,1
2014-07-15,21,Aggravated Assault,10H50,3000-3099,BEULAH,ST,-,1
2014-07-07,09,Theft,10H50,2400-2499,CLEBURNE,ST,-,1
2014-07-01,16,Theft,10H50,3900-3999,DELANO,-,-,1
2014-07-12,09,Aggravated Assault,10H50,3600-3699,TUAM,-,-,1
2014-07-14,00,Aggravated Assault,10H50,3600-3699,DENNIS,ST,-,2
2014-07-09,10,Theft,10H50,3400-3499,BEULAH,ST,-,1
2014-07-09,14,Theft,10H50,3600-3699,ANITA,ST,-,1
2014-07-09,18,Theft,10H50,3800-3899,TUAM,-,-,1
2014-07-05,22,Burglary,10H50,3200-3299,BEULAH,ST,-,1
2014-07-03,00,Theft,10H50,3200-3299,BURKETT,ST,-,1
2014-07-28,06,Theft,10H50,3300-3399,WEBSTER,-,-,1
2014-07-22,14,Burglary,10H50,3000-3099,HOLMAN,-,-,1
2014-07-23,20,Robbery,10H50,3700-3799,COLUMBIA TAP BIKE,TRL,-,1
2014-07-23,22,Theft,10H50,2900-2999,NETTLETON,-,-,1
2014-07-15,13,Theft,10H50,3200-3299,BERRY,ST,-,1
2014-07-30,18,Aggravated Assault,10H50,3400-3499,LIVE OAK,-,-,1
2014-07-29,14,Theft,10H50,3700-3799,DREW,ST,-,1
2014-07-31,10,Aggravated Assault,10H50,3200-3299,HOLMAN,-,-,1
2014-07-13,23,Burglary,10H50,3300-3399,SAMPSON,-,-,1
2014-07-02,01,Aggravated Assault,10H50,3600-3699,DREW,ST,-,1
2014-07-20,12,Theft,10H50,2300-2399,PIERCE,-,-,1
2014-07-28,19,Theft,10H50,4900-4999,CALHOUN,RD,-,1
2014-07-25,14,Theft,10H50,3000-3099,TRUXILLO,-,-,1
2014-07-17,15,Aggravated Assault,10H50,3200-3299,DOWLING,ST,-,1
2014-07-17,23,Robbery,10H50,3300-3399,ALABAMA,ST,-,1
2014-07-18,08,Burglary,10H50,3300-3399,WINBERN,-,-,1
2014-07-10,06,Aggravated Assault,10H50,3300-3399,MCILHENNY,ST,-,1
2014-07-10,12,Theft,10H50,2300-2399,HUTCHINS,-,-,1
2014-07-14,09,Burglary,10H50,2300-2399,ST EMANUEL,-,-,1
2014-06-30,06,Theft,10H50,2600-2699,ISABELLA,-,-,1
2014-07-06,13,Burglary,10H50,2100-2199,HADLEY,ST,-,1
2014-07-05,19,Theft,10H50,2500-2599,ALABAMA,ST,-,1
2014-07-05,08,Theft,10H50,3200-3299,BERRY,ST,-,1
2014-07-01,19,Aggravated Assault,10H50,3300-3399,SAMPSON,-,-,1
2014-07-18,07,Burglary,10H50,3000-3099,ELGIN,ST,-,1
2014-07-26,01,Theft,10H50,2500-2599,NETTLETON,-,-,1
2014-07-29,22,Theft,10H50,2800-2899,SAMPSON,-,-,1
2014-07-15,12,Theft,10H50,2600-2699,TUAM,-,-,1
2014-07-24,15,Theft,10H50,3200-3299,MCGOWEN,ST,-,1
2014-07-26,14,Aggravated Assault,10H50,3600-3699,DENNIS,ST,-,1
2014-07-05,18,Robbery,10H50,3200-3299,TRUXILLO,-,-,1
2014-07-24,07,Robbery,10H50,2600-2699,MCGOWEN,ST,-,1
2014-07-25,15,Theft,10H50,2800-2899,TRUXILLO,-,-,1
2014-07-28,17,Theft,10H50,2200-2299,HOLMAN,-,-,1
2014-07-18,00,Theft,10H50,2300-2399,BASTROP,ST,-,1
2014-07-14,23,Aggravated Assault,10H50,3300-3399,ALABAMA,ST,-,1
2014-07-07,08,Burglary,10H50,3200-3299,ROSALIE,-,-,1
2014-07-06,11,Aggravated Assault,10H50,2900-2999,SAUER,-,-,1
2014-07-02,06,Theft,10H50,2300-2399,BASTROP,ST,-,2
2014-07-11,10,Theft,10H50,3000-3099,SCOTT,-,-,1
2014-07-09,12,Burglary,10H50,3700-3799,BURKETT,ST,-,1
2014-07-30,12,Theft,10H50,3800-3899,DOWLING,ST,-,1
2014-07-30,22,Aggravated Assault,10H50,3500-3599,ADAIR,ST,-,1
2014-07-31,03,Aggravated Assault,10H50,3700-3799,DENNIS,ST,-,1
2014-07-30,13,Theft,10H60,4600-4699,CULLEN,BLVD,-,1
2014-07-17,21,Robbery,10H60,3600-3699,OLD SPANISH,TRL,-,1
2014-07-22,02,Theft,10H60,3800-3899,OLD SPANISH,TRL,-,1
2014-07-20,10,Theft,10H60,2300-2399,RUTH,-,-,1
2014-07-27,01,Theft,10H60,3300-3399,RALEIGH,-,-,1
2014-07-25,07,Burglary,10H60,2300-2399,EAGLE,ST,-,1
2014-07-22,16,Theft,10H60,3800-3899,CANFIELD,ST,-,1
2014-06-30,07,Theft,10H60,2500-2599,WICHITA,ST,-,1
2014-07-13,02,Aggravated Assault,10H60,2400-2499,WENTWORTH,-,-,1
2014-07-08,02,Auto Theft,10H60,3700-3799,ODIN,CT,-,1
2014-07-26,15,Theft,10H60,3800-3899,OLD SPANISH,TRL,-,1
2014-07-18,18,Theft,10H60,3800-3899,OLD SPANISH,TRL,-,1
2014-07-16,07,Theft,10H60,3200-3299,MACGREGOR,WAY,S,1
2014-07-06,17,Theft,10H60,3700-3799,MACGREGOR,WAY,N,1
2014-07-07,09,Burglary,10H60,2500-2599,ROSEDALE,-,-,1
2014-07-12,07,Theft,10H60,2300-2399,SOUTHMORE,BLVD,-,1
2014-07-12,08,Theft,10H60,3600-3699,MACGREGOR,WAY,N,1
2014-07-11,16,Burglary,10H60,3300-3399,TAMPA,-,-,1
2014-06-20,13,Theft,10H60,3300-3399,ARBOR,ST,-,1
2014-07-01,22,Theft,10H60,3800-3899,OLD SPANISH,TRL,-,1
2014-07-02,09,Robbery,10H60,4100-4199,DELANO,-,-,1
2014-07-05,13,Theft,10H60,3700-3799,WHEELER,-,-,1
2014-07-10,21,Aggravated Assault,10H60,3500-3599,DIXIE,DR,-,1
2014-07-16,16,Theft,10H60,2300-2399,SOUTHMORE,BLVD,-,1
2014-07-16,04,Theft,10H60,3600-3699,ROSEDALE,-,-,1
2014-07-18,13,Theft,10H60,5900-5999,SCOTT,-,-,1
2014-07-21,22,Theft,10H60,2300-2399,SOUTHMORE,BLVD,-,1
2014-07-22,08,Theft,10H60,3500-3599,DIXIE,DR,-,1
2014-07-29,11,Theft,10H60,4200-4299,OLD SPANISH,TRL,-,1
2014-07-28,19,Burglary,10H60,2700-2799,ARBOR,ST,-,1
2014-07-28,18,Burglary,10H60,3200-3299,KILGORE,ST,-,1
2014-07-25,15,Aggravated Assault,10H60,3100-3199,MACGREGOR,WAY,S,1
2014-07-22,06,Robbery,10H60,3300-3399,OLD SPANISH,TRL,-,1
2014-07-17,18,Theft,10H60,5200-5299,CALHOUN,RD,-,1
2014-07-17,09,Theft,10H60,3800-3899,MACGREGOR,WAY,N,1
2014-07-02,07,Auto Theft,10H60,4300-4399,HARVEST,LN,-,1
2014-07-02,18,Theft,10H60,3800-3899,OLD SPANISH,TRL,-,1
2014-07-01,17,Burglary,10H60,3900-3999,MACGREGOR,WAY,S,1
2014-07-04,21,Theft,10H60,3800-3899,OLD SPANISH,TRL,-,1
2014-07-13,04,Aggravated Assault,10H60,4700-4799,DOWLING,ST,-,1
2014-07-31,17,Aggravated Assault,10H60,4100-4199,DELANO,-,-,1
2014-07-14,16,Robbery,10H60,6200-6299,DEL RIO,ST,-,1
2014-07-25,09,Burglary,10H60,2300-2399,EAGLE,ST,-,1
2014-07-28,09,Burglary,10H60,2800-2899,SOUTHMORE,BLVD,-,1
2014-07-28,16,Theft,10H60,3500-3599,ROSEWOOD,-,-,1
2014-07-26,11,Theft,10H60,3600-3699,MACGREGOR,WAY,N,1
2014-07-25,14,Theft,10H60,2400-2499,SOUTHMORE,BLVD,-,1
2014-07-06,18,Theft,10H60,3500-3599,DIXIE,DR,-,1
2014-07-10,20,Theft,10H60,2800-2899,RUTH,-,-,1
2014-07-15,07,Burglary,10H60,3100-3199,OAKDALE,-,-,1
2014-07-12,23,Burglary,10H60,2600-2699,CALUMET,ST,S,1
2014-07-09,13,Theft,10H60,2600-2699,SOUTHMORE,BLVD,-,1
2014-06-28,15,Burglary,10H60,2400-2499,WICHITA,ST,-,1
