Date,Hour,Offense Type,Beat,Block Range,Street Name,Type,Suffix,# Offenses
2014-07-06,11,Auto Theft,3B10,4200-4299,34TH,ST,W,1
2014-07-09,14,Theft,3B10,12500-12599,NORTHWEST,FWY,-,1
2014-07-09,19,Burglary,3B10,4600-4699,SHERWOOD,LN,-,1
2014-07-09,05,Theft,3B10,12700-12799,NORTHWEST,FWY,-,1
2014-07-08,09,Theft,3B10,6500-6599,43RD,ST,W,1
2014-07-28,22,Robbery,3B10,3800-3899,SHERWOOD,LN,-,1
2014-07-30,09,Auto Theft,3B10,4200-4299,LOCKFIELD,-,-,1
2014-07-31,20,Burglary,3B30,800-899,OAK,-,-,1
2014-07-08,22,Robbery,3B30,1800-1899,43RD,ST,W,1
2014-07-10,02,Auto Theft,3B30,800-899,OAK,-,-,1
2014-07-11,13,Theft,3B30,3800-3899,T C JESTER,BLVD,W,1
2014-07-11,10,Theft,3B30,1700-1799,ANSBURY,DR,-,1
2014-07-13,17,Theft,3B30,1500-1599,LAMONTE,LN,-,1
2014-07-04,11,Theft,3B30,1600-1699,ALTHEA,DR,-,1
2014-06-28,20,Theft,3B30,4300-4399,ROSSLYN,-,-,1
2014-07-01,18,Theft,3B30,1200-1299,43RD,ST,W,1
2014-07-09,16,Burglary,3B30,1500-1599,ALTHEA,DR,-,1
2014-07-29,19,Theft,3B30,1300-1399,43RD,ST,W,1
2014-07-25,08,Auto Theft,3B30,1500-1599,CHANTILLY,LN,-,1
2014-07-18,07,Theft,3B30,1400-1499,WAKEFIELD,DR,-,1
2014-07-30,06,Burglary,3B30,2000-2099,34TH,ST,W,1
2014-07-27,03,Aggravated Assault,3B30,900-999,WOODCREST,DR,-,1
2014-07-27,15,Auto Theft,3B30,800-899,34TH,ST,W,1
2014-07-23,00,Burglary,3B30,4200-4299,PINEMONT,DR,-,1
2014-07-22,12,Theft,3B30,1100-1199,31ST,ST,W,1
2014-07-23,15,Theft,3B30,4200-4299,T C JESTER,BLVD,W,1
2014-07-18,06,Theft,3B30,1200-1299,KINLEY,LN,-,1
2014-07-16,10,Theft,3B30,1100-1199,34TH,ST,W,1
2014-07-22,06,Theft,3B30,800-899,SARA ROSE,-,-,1
2014-07-19,09,Theft,3B30,4400-4499,T C JESTER,BLVD,W,1
2014-07-02,15,Theft,3B30,1000-1099,34TH,ST,W,1
2014-07-09,06,Auto Theft,3B30,3500-3599,BALZY,RD,-,1
2014-07-09,22,Robbery,3B30,2000-2099,34TH,ST,W,1
2014-07-09,18,Theft,3B30,400-499,32ND,ST,W,1
2014-07-13,11,Theft,3B30,3000-3099,ELLA,BLVD,-,1
2014-07-28,06,Burglary,3B30,2100-2199,STONECREST,DR,-,1
2014-07-04,06,Theft,3B30,1100-1199,31ST,ST,W,1
2014-07-05,11,Theft,3B30,4300-4399,T C JESTER,BLVD,W,1
2014-07-17,02,Theft,3B30,1400-1499,WAKEFIELD,DR,-,1
2014-07-13,10,Theft,3B30,4300-4399,T C JESTER,BLVD,W,1
2014-07-27,00,Aggravated Assault,3B30,600-699,LOOP,-,N,1
2014-07-24,14,Theft,3B30,1300-1399,WAKEFIELD,DR,-,1
2014-07-31,07,Burglary,3B30,3300-3399,T C JESTER,BLVD,E,1
2014-06-29,11,Burglary,3B30,1700-1799,DE MILO,DR,-,1
2014-07-02,20,Robbery,3B30,1800-1899,43RD,ST,W,1
2014-07-06,15,Burglary,3B30,3200-3299,LAWRENCE,ST,-,1
2014-07-06,12,Burglary,3B30,1300-1399,CHANTILLY,LN,-,1
2014-07-11,14,Burglary,3B30,1400-1499,STONECREST,DR,-,1
2014-07-13,16,Theft,3B30,2200-2299,43RD,ST,W,1
2014-07-13,20,Aggravated Assault,3B30,3600-3699,T C JESTER,BLVD,W,1
2014-07-08,12,Burglary,3B30,1800-1899,43RD,ST,W,1
2014-07-08,16,Burglary,3B30,900-999,41ST,ST,W,1
2014-07-16,07,Auto Theft,3B30,1200-1299,43RD,ST,W,1
2014-07-15,11,Robbery,3B30,1200-1299,43RD,ST,W,1
2014-07-18,17,Theft,3B30,900-999,THORNTON,-,-,1
2014-07-30,11,Burglary,3B30,1800-1899,BETHLEHEM,ST,-,1
2014-07-29,12,Theft,3B30,1300-1399,THORNTON,-,-,1
2014-07-15,19,Theft,3B30,2200-2299,SAXON,-,-,1
2014-07-21,12,Robbery,3B30,1300-1399,43RD,ST,W,1
2014-07-19,12,Burglary,3B30,3500-3599,T C JESTER,BLVD,E,1
2014-07-27,09,Theft,3B30,3400-3499,T C JESTER,BLVD,-,1
2014-07-27,06,Burglary,3B30,3000-3099,ELLA,BLVD,-,1
2014-07-25,10,Burglary,3B30,1000-1099,30TH,ST,W,1
2014-07-13,02,Burglary,3B30,1400-1499,CURTIN,ST,-,1
2014-07-12,15,Theft,3B30,1400-1499,LOOP,-,N,1
2014-07-05,16,Theft,3B30,3600-3699,T C JESTER,BLVD,W,1
2014-07-23,18,Burglary,3B30,1200-1299,WAKEFIELD,DR,-,1
2014-07-24,11,Burglary,3B30,800-899,FISHER,ST,-,1
2014-07-25,08,Theft,3B30,1200-1299,BETHLEHEM,ST,-,1
2014-07-24,12,Theft,3B30,5100-5199,ELLA,BLVD,-,1
2014-07-14,11,Theft,3B30,3800-3899,BRINKMAN,ST,-,1
2014-07-08,07,Theft,3B30,1000-1099,41ST,ST,W,1
2014-07-10,21,Burglary,3B30,1900-1999,BETHLEHEM,ST,-,1
2014-07-03,16,Theft,3B30,2300-2399,HIALEAH,-,-,1
2014-07-30,08,Auto Theft,3B30,900-999,42ND,ST,W,1
2014-07-31,17,Burglary,3B30,1200-1299,DU BARRY,LN,-,1
2014-07-03,08,Theft,3B30,3600-3699,BRINKMAN,ST,-,1
2014-07-02,12,Burglary,3B30,300-399,34TH,ST,W,1
2014-07-09,08,Burglary,3B30,3700-3799,ELLA,BLVD,-,1
2014-07-28,09,Theft,3B30,5100-5199,ELLA,BLVD,-,1
2014-07-26,00,Robbery,3B30,1200-1299,43RD,ST,W,1
2014-07-18,01,Robbery,3B30,5100-5199,ELLA,BLVD,-,1
2014-07-20,03,Robbery,3B40,5000-5099,YALE,-,-,1
2014-07-19,09,Theft,3B40,100-199,SPELL,-,-,1
2014-07-26,16,Auto Theft,3B40,5300-5399,NORTH,FWY,-,1
2014-07-27,08,Auto Theft,3B40,4700-4799,YALE,-,-,1
2014-07-27,20,Theft,3B40,5300-5399,NORTH,FWY,-,1
2014-07-22,09,Theft,3B40,400-499,DONOVAN,-,W,1
2014-07-23,15,Theft,3B40,4000-4099,NORTH,FWY,-,1
2014-07-09,22,Aggravated Assault,3B40,300-399,WALTHALL,-,-,1
2014-07-07,14,Theft,3B40,4900-4999,SHEPHERD,DR,N,1
2014-07-11,20,Theft,3B40,4400-4499,NORTH,FWY,-,1
2014-07-02,04,Burglary,3B40,3300-3399,ROGERS,-,-,1
2014-07-05,21,Aggravated Assault,3B40,3000-3099,AVERNUS,-,-,1
2014-07-30,19,Burglary,3B40,200-299,SPELL,-,-,1
2014-07-30,16,Theft,3B40,4300-4399,CASTOR,ST,-,1
2014-07-30,09,Auto Theft,3B40,4400-4499,SHEPHERD,DR,-,1
2014-07-28,23,Auto Theft,3B40,4500-4599,OLD YALE,-,-,1
2014-07-02,04,Theft,3B40,4400-4499,AIRLINE,DR,-,1
2014-07-01,16,Theft,3B40,,2.0,-,-,1
2014-07-12,12,Theft,3B40,5100-5199,NORTH,FWY,-,1
2014-07-29,13,Burglary,3B40,5100-5199,NORTH,FWY,-,1
2014-07-14,21,Aggravated Assault,3B40,1300-1399,CROSSTIMBERS,-,-,1
2014-07-19,12,Auto Theft,3B40,600-699,IH 610,-,N,1
2014-07-21,14,Burglary,3B40,,0.08333333333333333,-,-,1
2014-07-21,16,Aggravated Assault,3B40,4400-4499,HARVARD,ST,-,1
2014-07-06,12,Theft,3B40,3800-3899,YALE,-,-,1
2014-07-03,15,Theft,3B40,500-599,VICTORIA,DR,-,1
2014-07-12,23,Theft,3B40,1300-1399,CROSSTIMBERS,-,-,1
2014-07-15,11,Auto Theft,3B40,5000-5099,YALE,-,-,1
2014-07-10,00,Murder,3B40,300-399,WALTHALL,-,-,1
2014-07-10,21,Theft,3B40,600-699,CROSSTIMBERS,-,W,1
2014-07-26,12,Aggravated Assault,3B40,4200-4299,CORTLANDT,ST,-,1
2014-07-26,17,Theft,3B40,4000-4099,SHEPHERD,DR,-,1
2014-07-28,16,Burglary,3B40,300-399,WHITNEY,-,E,1
2014-07-28,10,Auto Theft,3B40,300-399,CROSSTIMBERS,ST,-,1
2014-07-25,00,Theft,3B40,400-499,CROSSTIMBERS,-,-,1
2014-07-23,21,Aggravated Assault,3B40,4500-4599,OXFORD,ST,-,2
2014-07-23,11,Theft,3B40,4900-4999,SHEPHERD,DR,N,1
2014-07-19,17,Auto Theft,3B40,700-799,38TH,ST,E,1
2014-07-20,13,Theft,3B40,300-399,40TH 1-2,ST,E,1
2014-07-16,02,Theft,3B40,300-399,HEIDRICH,AVE,-,1
2014-07-16,09,Theft,3B40,5200-5299,SHEPHERD,DR,N,1
2014-07-29,15,Burglary,3B40,200-299,39TH,ST,E,1
2014-07-17,08,Burglary,3B40,5000-5099,YALE,-,-,1
2014-07-26,09,Theft,3B40,800-899,36TH,ST,E,1
2014-07-23,15,Theft,3B40,200-299,JANISCH,RD,E,1
2014-07-29,17,Theft,3B40,4900-4999,SHEPHERD,DR,N,1
2014-07-29,13,Theft,3B40,4000-4099,SHEPHERD,DR,N,1
2014-07-13,17,Robbery,3B40,5200-5299,SHEPHERD,DR,N,1
2014-07-11,17,Auto Theft,3B40,4400-4499,AIRLINE,DR,-,1
2014-07-12,09,Theft,3B40,4700-4799,SHEPHERD,DR,N,1
2014-07-07,15,Auto Theft,3B40,400-499,GARDEN OAKS,BLVD,-,1
2014-07-05,08,Theft,3B40,4900-4999,SHEPHERD,DR,-,1
2014-07-01,00,Burglary,3B40,200-299,44TH,ST,E,1
2014-06-19,17,Burglary,3B40,3900-3999,NORTH,FWY,-,1
2014-07-01,10,Theft,3B40,500-599,W.OBION,-,-,1
2014-07-31,09,Theft,3B40,400-499,DEL NORTE,-,-,1
2014-07-25,17,Theft,3B40,4000-4099,SHEPHERD,DR,N,1
2014-07-19,17,Theft,3B40,5300-5399,NORTH,FWY,-,1
2014-07-20,05,Burglary,3B40,4600-4699,SHEPHERD,DR,N,1
2014-07-14,20,Burglary,3B40,3300-3399,ROGERS,-,-,1
2014-07-14,06,Burglary,3B40,1300-1399,CROSSTIMBERS,-,-,1
2014-07-14,16,Burglary,3B40,5000-5099,YALE,-,-,1
2014-07-16,14,Theft,3B40,5000-5099,YALE,-,-,1
2014-07-19,16,Theft,3B40,5300-5399,SHEPHERD,DR,N,1
2014-07-19,09,Auto Theft,3B40,500-599,THORNTON,-,-,1
2014-07-04,20,Theft,3B40,4900-4999,SHEPHERD,DR,N,1
2014-07-03,15,Theft,3B40,1200-1299,32ND 1-2,ST,E,1
2014-07-27,18,Burglary,3B40,4200-4299,YALE,-,-,1
2014-07-28,17,Theft,3B40,4000-4099,SHEPHERD,DR,N,1
2014-07-30,04,Auto Theft,3B40,500-599,CROSSTIMBERS,-,W,1
2014-07-30,18,Auto Theft,3B40,500-599,BURRESS,ST,E,1
2014-07-11,16,Auto Theft,3B40,100-199,LOOP,-,N,2
2014-07-11,14,Theft,3B40,1300-1399,CROSSTIMBERS,-,-,1
2014-07-10,11,Burglary,3B40,3300-3399,ROGERS,-,-,1
2014-07-01,15,Theft,3B40,4000-4099,SHEPHERD,DR,N,1
2014-07-14,17,Theft,3B40,4000-4099,SHEPHERD,DR,N,1
2014-07-23,16,Theft,3B40,500-599,GLENBURNIE,DR,-,1
2014-07-23,01,Rape,3B40,1300-1399,34TH,ST,E,1
2014-07-27,15,Theft,3B40,5600-5699,SHEPHERD,DR,N,1
2014-07-28,15,Theft,3B40,700-799,40TH,ST,E,1
2014-07-31,21,Burglary,3B40,200-299,34TH,ST,E,1
2014-07-18,20,Theft,3B40,4400-4499,NORTH,FWY,-,1
2014-07-20,14,Theft,3B40,4000-4099,SHEPHERD,DR,N,1
2014-07-20,07,Auto Theft,3B40,400-499,43RD,ST,E,1
2014-07-21,16,Theft,3B40,4900-4999,SHEPHERD,DR,N,1
2014-07-21,17,Burglary,3B40,500-599,CROSSTIMBERS,-,W,1
2014-07-25,13,Theft,3B40,4900-4999,SHEPHERD,DR,N,1
2014-07-26,01,Auto Theft,3B40,4400-4499,NORTH,FWY,-,1
2014-07-23,19,Theft,3B40,4100-4199,DELHI,ST,-,1
2014-07-28,10,Burglary,3B40,100-199,VICTORIA,DR,-,1
2014-07-09,23,Burglary,3B40,900-999,33RD,ST,E,1
2014-07-10,10,Theft,3B40,400-499,DEL NORTE,-,-,1
2014-07-09,15,Robbery,3B40,4700-4799,OXFORD,ST,-,1
2014-07-09,14,Theft,3B40,4000-4099,SHEPHERD,DR,N,1
2014-07-13,14,Robbery,3B40,4300-4399,AIRLINE,DR,-,1
2014-07-12,00,Aggravated Assault,3B40,300-399,WHITNEY,-,E,1
2014-06-27,10,Auto Theft,3B40,400-499,JANISCH,RD,-,1
2014-07-07,12,Theft,3B40,4000-4099,SHEPHERD,DR,N,1
2014-07-05,20,Robbery,3B40,5000-5099,YALE,-,-,1
2014-07-07,22,Aggravated Assault,3B40,5000-5099,YALE,-,-,1
2014-07-16,17,Theft,3B40,4000-4099,SHEPHERD,DR,N,1
2014-07-16,10,Burglary,3B40,900-999,CROSSTIMBERS,-,-,1
2014-07-19,15,Theft,3B40,5100-5199,SHEPHERD,DR,N,1
2014-07-27,23,Aggravated Assault,3B40,4400-4499,CASTOR,ST,-,1
2014-07-26,23,Aggravated Assault,3B40,1100-1199,40TH 1-2,ST,E,1
2014-07-27,02,Aggravated Assault,3B40,4400-4499,AIRLINE,DR,-,1
2014-07-30,14,Theft,3B40,4000-4099,SHEPHERD,DR,N,1
2014-07-31,15,Robbery,3B50,4600-4699,NORTH,FWY,-,1
2014-07-28,15,Theft,3B50,4400-4499,NORTH,FWY,-,2
2014-07-27,16,Theft,3B50,600-699,BERRY,RD,-,1
2014-07-26,17,Robbery,3B50,0-99,FARRELL,ST,-,1
2014-07-25,13,Auto Theft,3B50,0-99,CROSSTIMBERS,-,E,2
2014-07-23,07,Auto Theft,3B50,800-899,PENNINGTON,-,-,1
2014-07-19,10,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-16,11,Robbery,3B50,4400-4499,NORTH,FWY,-,1
2014-07-16,21,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-17,16,Robbery,3B50,4400-4499,NORTH,FWY,-,1
2014-07-09,16,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-10,16,Theft,3B50,800-899,POST,-,-,1
2014-07-13,19,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-14,15,Robbery,3B50,5300-5399,AIRLINE,DR,-,1
2014-07-14,16,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-12,15,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-02,12,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-01,08,Theft,3B50,5100-5199,AIRLINE,DR,-,1
2014-07-04,09,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-07,08,Theft,3B50,500-599,YORKSHIRE,-,-,1
2014-07-05,19,Auto Theft,3B50,500-599,WAINWRIGHT,-,-,1
2014-07-06,14,Burglary,3B50,500-599,WAINWRIGHT,-,-,1
2014-07-05,01,Burglary,3B50,5200-5299,AIRLINE,DR,-,1
2014-06-29,15,Auto Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-06-30,09,Auto Theft,3B50,300-399,BERRY,RD,-,1
2014-06-25,15,Theft,3B50,6800-6899,FULTON,ST,-,1
2014-07-15,12,Auto Theft,3B50,1000-1099,CAPERTON,-,-,1
2014-07-07,16,Auto Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-11,12,Theft,3B50,,N FREEWAY OB,-,-,1
2014-07-10,21,Robbery,3B50,6500-6599,ENID,ST,-,1
2014-07-28,10,Theft,3B50,500-599,MELBOURNE,-,-,1
2014-07-27,22,Auto Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-28,03,Robbery,3B50,0-99,CROSSTIMBERS,-,E,1
2014-07-21,09,Theft,3B50,0-99,LYERLY,-,-,1
2014-07-20,07,Theft,3B50,100-199,FEUHS,LN,-,1
2014-07-19,04,Auto Theft,3B50,7400-7499,COCHRAN,-,-,1
2014-07-18,09,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-18,16,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-17,14,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-31,14,Aggravated Assault,3B50,300-399,BERRY,RD,-,1
2014-07-29,16,Burglary,3B50,200-299,CAPLIN,ST,-,1
2014-07-29,17,Burglary,3B50,600-699,WESTFORD,-,-,1
2014-07-27,07,Theft,3B50,500-599,CROSSTIMBERS,-,E,1
2014-07-26,15,Theft,3B50,4700-4799,NORTH,FWY,-,1
2014-07-17,23,Auto Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-17,21,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-20,01,Aggravated Assault,3B50,7300-7399,IRVINGTON,BLVD,-,1
2014-07-19,02,Rape,3B50,8200-8299,BAUMAN,RD,-,1
2014-07-18,21,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-05,09,Burglary,3B50,100-199,BASSWOOD,ST,-,1
2014-07-05,14,Theft,3B50,4700-4799,AIRLINE,DR,-,1
2014-07-07,10,Theft,3B50,900-999,REID,-,-,1
2014-07-10,12,Theft,3B50,4700-4799,AIRLINE,DR,-,1
2014-07-08,17,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-11,19,Aggravated Assault,3B50,5200-5299,AIRLINE,DR,-,1
2014-07-12,15,Auto Theft,3B50,4700-4799,AIRLINE,DR,-,1
2014-07-31,19,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-30,14,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-03,22,Burglary,3B50,0-99,FARRELL,ST,-,1
2014-07-04,15,Auto Theft,3B50,4700-4799,AIRLINE,DR,-,1
2014-07-05,09,Theft,3B50,100-199,BASSWOOD,ST,-,1
2014-07-06,06,Auto Theft,3B50,700-799,HOHL,-,-,1
2014-07-09,13,Theft,3B50,0-99,CROSSTIMBERS,ST,-,1
2014-07-08,13,Auto Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-08,15,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-11,22,Theft,3B50,1100-1199,EUBANKS,ST,-,1
2014-07-18,19,Robbery,3B50,4400-4499,NORTH,FWY,-,1
2014-07-15,08,Theft,3B50,100-199,WEISENBERGER,-,-,1
2014-07-22,19,Theft,3B50,4700-4799,AIRLINE,DR,-,1
2014-07-01,13,Auto Theft,3B50,7000-7099,IRVINGTON,BLVD,-,2
2014-07-01,22,Robbery,3B50,0-99,DE BOLL,ST,-,1
2014-07-07,18,Theft,3B50,4700-4799,AIRLINE,DR,-,1
2014-07-06,12,Burglary,3B50,100-199,VAN MOLAN,-,-,1
2014-07-11,15,Theft,3B50,4400-4499,NORTH OB SUITE,FWY,-,1
2014-07-25,18,Auto Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-25,18,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-16,16,Theft,3B50,4700-4799,AIRLINE,DR,-,1
2014-07-17,17,Auto Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-18,08,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-18,11,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-15,07,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-16,00,Burglary,3B50,4900-4999,NORTH,FWY,-,1
2014-07-19,14,Theft,3B50,0-99,BURRESS,ST,-,1
2014-07-20,14,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-21,09,Theft,3B50,,CROSSTIMBERS,ST,-,1
2014-07-31,09,Theft,3B50,6900-6999,FULTON,ST,-,1
2014-07-16,21,Auto Theft,3B50,8200-8299,BAUMAN,RD,-,1
2014-07-17,02,Murder,3B50,600-699,BERRY,RD,-,1
2014-07-18,11,Robbery,3B50,4400-4499,NORTH,FWY,-,1
2014-07-22,16,Burglary,3B50,1000-1099,WAINWRIGHT,-,-,1
2014-07-24,14,Theft,3B50,4700-4799,AIRLINE,DR,-,1
2014-07-25,17,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-10,16,Auto Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-10,16,Burglary,3B50,7700-7799,HARDY,RD,W,1
2014-07-09,15,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-07,19,Theft,3B50,6400-6499,HARDY,RD,W,1
2014-07-14,18,Theft,3B50,4300-4399,NORTH,FWY,-,1
2014-07-13,22,Theft,3B50,5100-5199,AIRLINE,DR,-,1
2014-07-06,15,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-02,18,Theft,3B50,100-199,CROSSTIMBERS,-,E,1
2014-07-21,11,Auto Theft,3B50,4700-4799,NORTH,FWY,-,1
2014-07-20,20,Aggravated Assault,3B50,500-599,YORKSHIRE,-,-,1
2014-07-20,18,Auto Theft,3B50,300-399,BASSWOOD,ST,-,1
2014-07-20,09,Theft,3B50,300-399,MELBOURNE,-,-,1
2014-07-19,18,Theft,3B50,4700-4799,AIRLINE,DR,-,1
2014-07-19,18,Auto Theft,3B50,900-999,YORKSHIRE,-,-,1
2014-07-19,00,Robbery,3B50,100-199,CROSSTIMBERS,-,E,1
2014-07-18,00,Auto Theft,3B50,1100-1199,REID,-,-,1
2014-07-28,17,Theft,3B50,800-899,POST,-,-,1
2014-07-28,15,Burglary,3B50,8200-8299,MELROSE,-,-,1
2014-07-26,10,Auto Theft,3B50,500-599,MELBOURNE,-,-,1
2014-07-22,14,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-21,16,Robbery,3B50,4400-4499,NORTH,FWY,-,1
2014-07-13,18,Robbery,3B50,800-899,CROSSTIMBERS,ST,-,1
2014-07-10,19,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-10,16,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-10,14,Theft,3B50,100-199,BASSWOOD,ST,-,1
2014-07-08,10,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-08,15,Theft,3B50,4700-4799,AIRLINE,DR,-,1
2014-07-09,13,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-02,18,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-03,22,Auto Theft,3B50,4200-4299,NORTH,FWY,-,1
2014-07-04,17,Auto Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-06,16,Theft,3B50,4400-4499,OB,FWY,N,1
2014-07-30,14,Robbery,3B50,7400-7499,IRVINGTON,BLVD,-,1
2014-07-30,08,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-06,10,Robbery,3B50,100-199,CROSSTIMBERS,-,E,1
2014-07-02,19,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-01,15,Aggravated Assault,3B50,0-99,WELLFORD,-,-,1
2014-07-01,15,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-06-19,11,Theft,3B50,700-799,EUBANKS,ST,-,1
2014-07-12,19,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-24,15,Theft,3B50,7200-7299,FULTON,ST,-,1
2014-07-22,15,Theft,3B50,9200-9299,HELMERS,ST,-,1
2014-07-28,12,Robbery,3B50,4400-4499,NORTH,FWY,-,1
2014-07-19,17,Theft,3B50,4400-4499,NORTH,FWY,-,1
2014-07-18,19,Burglary,3B50,400-499,CROSSTIMBERS,ST,-,1
2014-07-18,19,Theft,3B50,4700-4799,AIRLINE,DR,-,1
2014-07-19,00,Burglary,4F10,10100-10199,LONG POINT,RD,-,1
2014-07-17,07,Theft,4F10,9700-9799,KATY,FWY,-,1
2014-07-17,16,Auto Theft,4F10,1100-1199,BUNKER HILL,RD,-,1
2014-07-16,00,Aggravated Assault,4F10,9300-9399,LONG POINT,RD,-,1
2014-07-22,11,Theft,4F10,9600-9699,KATY,FWY,-,1
2014-07-24,00,Theft,4F10,9500-9599,LONG POINT,RD,-,1
2014-07-13,15,Aggravated Assault,4F10,1700-1799,GESSNER,DR,-,1
2014-07-11,15,Theft,4F10,10100-10199,WESTVIEW,DR,-,1
2014-07-29,19,Theft,4F10,9700-9799,KATY,FWY,-,1
2014-07-30,20,Theft,4F10,1100-1199,BUNKER HILL,RD,-,1
2014-07-06,14,Theft,4F10,9700-9799,KATY,FWY,-,1
2014-07-07,10,Theft,4F10,9400-9499,KATY,FWY,-,1
2014-07-01,16,Theft,4F10,9700-9799,KATY,FWY,-,1
2014-07-13,09,Theft,4F10,9600-9699,LONG POINT,RD,-,1
2014-07-26,17,Robbery,4F10,9700-9799,KATY,FWY,-,1
2014-07-28,12,Theft,4F10,9700-9799,KATY,FWY,-,1
2014-07-15,20,Theft,4F10,10500-10599,HAZELHURST,-,-,1
2014-07-20,12,Theft,4F10,9700-9799,PINE LAKE,DR,-,1
2014-07-01,09,Theft,4F10,1200-1299,CONFEDERATE,RD,-,1
2014-06-29,14,Theft,4F10,10700-10799,KATY,FWY,-,1
2014-07-14,16,Theft,4F10,1100-1199,BUNKER HILL,RD,-,1
2014-07-07,13,Robbery,4F10,1600-1699,GESSNER,DR,-,1
2014-07-10,16,Burglary,4F10,1700-1799,GESSNER,DR,-,1
2014-07-10,13,Theft,4F10,9700-9799,KATY,FWY,-,1
2014-07-26,10,Burglary,4F10,1300-1399,MARDI,LN,-,1
2014-07-27,18,Theft,4F10,1700-1799,CONRAD SAUER,DR,-,1
2014-07-24,22,Theft,4F10,9500-9599,LONG POINT,RD,-,1
2014-07-23,00,Robbery,4F10,1700-1799,OAK TREE,DR,-,1
2014-07-21,09,Burglary,4F10,10100-10199,KATY,FWY,-,1
2014-07-26,03,Robbery,4F10,1600-1699,GESSNER,DR,-,1
2014-07-12,09,Aggravated Assault,4F10,1200-1299,SHADOWDALE,DR,-,1
2014-07-14,18,Theft,4F10,10500-10599,KATY,FWY,-,1
2014-07-01,17,Theft,4F10,9700-9799,KATY,FWY,-,1
2014-07-26,03,Robbery,4F10,1700-1799,GESSNER,RD,-,1
2014-07-14,23,Auto Theft,4F10,10100-10199,WESTVIEW,DR,-,1
2014-07-14,10,Auto Theft,4F10,1700-1799,GESSNER,RD,-,1
2014-07-19,09,Theft,4F10,10300-10399,TIMBEROAK,DR,-,1
2014-07-08,13,Theft,4F10,1300-1399,GESSNER,RD,-,1
2014-07-10,07,Theft,4F10,10300-10399,KNOBOAK,DR,-,1
2014-07-01,08,Robbery,4F10,10100-10199,WESTVIEW,DR,-,1
2014-06-11,12,Theft,4F10,10000-10099,KATY,FWY,-,1
2014-07-02,17,Burglary,4F10,10400-10499,TIMBERWOOD,-,-,1
2014-07-02,19,Aggravated Assault,4F10,2100-2199,SHADOWDALE,DR,-,1
2014-07-31,06,Burglary,4F10,9500-9599,LONG POINT,RD,-,1
2014-07-08,12,Burglary,4F10,10000-10099,HANKA,-,-,1
2014-07-08,13,Theft,4F10,10000-10099,LONG POINT,RD,-,1
2014-07-07,14,Theft,4F10,9700-9799,KATY,FWY,-,1
2014-07-07,20,Aggravated Assault,4F10,1300-1399,GESSNER,RD,-,1
2014-07-06,10,Burglary,4F10,10100-10199,KATY,FWY,-,1
2014-07-04,08,Theft,4F10,10000-10099,LONG POINT,RD,-,1
