Date,Hour,Offense Type,Beat,Block Range,Street Name,Type,Suffix,# Of
2014-08-10,16,Burglary,6B20,Residence or House,700-799,GRANVILLE,DR,-
2014-08-11,02,Aggravated Assault,6B20,,5400-5499,GOLDSPIER,ST,-
2014-08-05,12,Theft,6B20,,400-499,PARKER,RD,W
2014-08-31,12,Robbery,6B20,Apartment,5200-5299,SUE MARIE,LN,-
2014-08-31,13,Theft,6B20,,300-399,SUNNYSIDE,-,-
2014-08-29,08,Theft,6B20,,1400-1499,HOMER,-,-
2014-08-22,12,Aggravated Assault,6B20,,500-599,TIDWELL,RD,W
2014-08-16,09,Theft,6B20,,6100-6199,ROLLINS,-,-
2014-08-18,12,Theft,6B20,Warehouse,3900-3999,CREEKMONT,DR,-
2014-08-20,15,Rape,6B20,,7300-7399,SHEPHERD,DR,N
2014-08-12,05,Auto Theft,6B20,Apartment Parking Lot,6500-6599,DE PRIEST,ST,-
2014-08-12,17,Aggravated Assault,6B20,,900-999,DOLLY WRIGHT,ST,-
2014-08-07,13,Theft,6B20,,200-299,HAMILTON,ST,E
2014-08-05,16,Theft,6B20,,5600-5699,TUSKEGEE,-,-
2014-08-04,15,Auto Theft,6B20,,300-399,TIDWELL,RD,-
2014-08-19,05,Auto Theft,6B20,Driveway,5700-5799,YALE,-,-
2014-08-18,19,Robbery,6B20,Residence or House,700-799,MILLVILLE,DR,-
2014-08-14,09,Burglary,6B20,Rental Storage Facility,7200-7299,NORTH,FWY,-
2014-08-17,11,Robbery,6B20,Apartment Parking Lot,800-899,PINEMONT,-,-
2014-08-16,00,Theft,6B20,,6200-6299,SHEPHERD,DR,N
2014-08-16,11,Theft,6B20,,700-799,DILLARD,ST,-
2014-08-08,15,Aggravated Assault,6B20,,500-599,RITTENHOUSE,-,W
2014-08-07,14,Theft,6B20,,3300-3399,MASTERS POINT,DR,-
2014-08-01,17,Theft,6B20,Residence or House,3300-3399,PAUL QUINN,-,-
2014-07-25,11,Burglary,6B20,Apartment,1200-1299,TIDWELL,RD,W
2014-08-02,14,Rape,6B20,,2300-2399,TIDWELL,RD,W
2014-08-31,14,Auto Theft,6B20,Residence or House,900-999,LITTLE YORK,RD,W
2014-08-18,07,Theft,6B20,,1100-1199,PINEMONT,-,-
2014-08-20,17,Burglary,6B20,Apartment,5600-5699,YALE,-,-
2014-08-25,19,Burglary,6B20,Apartment,7400-7499,SHEPHERD,DR,N
2014-08-02,05,Auto Theft,6B20,,5400-5499,WERNER,-,-
2014-08-05,13,Theft,6B20,,5300-5399,ROSSLYN,RD,-
2014-08-09,18,Theft,6B20,Restaurant or Cafeteria Parking Lot,400-499,TIDWELL,RD,E
2014-08-08,09,Burglary,6B20,Warehouse,6300-6399,SHEPHERD,DR,N
2014-08-07,17,Burglary,6B20,Residence or House,5200-5299,SUE MARIE,LN,-
2014-08-06,18,Aggravated Assault,6B20,,6400-6499,SHEPHERD,DR,N
2014-08-15,14,Aggravated Assault,6B20,,6800-6899,UTAH,-,-
2014-08-19,10,Auto Theft,6B20,Apartment Parking Lot,1000-1099,PINEMONT,DR,-
2014-08-23,09,Theft,6B20,Miscellaneous Business (Non-Specific),1100-1199,PINEMONT,-,-
2014-08-26,15,Aggravated Assault,6B20,,900-999,RITTENHOUSE,-,W
2014-08-03,08,Auto Theft,6B20,Apartment Parking Lot,1000-1099,PINEMONT,DR,-
2014-08-05,10,Auto Theft,6B20,Residence or House,200-299,OBION,RD,W
2014-08-07,18,Theft,6B20,Apartment Parking Lot,3800-3899,PINEMONT,-,-
2014-08-11,15,Theft,6B20,Residence or House,400-499,SUNNYSIDE,-,W
2014-08-11,16,Burglary,6B20,Miscellaneous Business (Non-Specific),6200-6299,SHEPHERD,DR,N
2014-08-11,14,Theft,6B20,,6100-6199,NORTH,FWY,-
2014-08-12,01,Burglary,6B20,,6800-6899,KNOX,-,-
2014-08-12,17,Aggravated Assault,6B20,"Road, Street, or Sidewalk",6600-6699,KNOX,-,-
2014-08-12,23,Aggravated Assault,6B30,,3700-3799,BLACK LOCUST,DR,-
2014-08-05,22,Murder,6B30,,7300-7399,WEST LTTTLE YORK,-,-
2014-08-06,09,Theft,6B30,,5700-5799,ANTOINE,DR,-
2014-08-03,17,Theft,6B30,Apartment Parking Lot,3500-3599,LITTLE YORK,RD,W
2014-08-02,05,Rape,6B30,,6400-6499,ANTOINE,DR,-
2014-08-24,10,Theft,6B30,,5500-5599,GULF BANK,RD,W
2014-08-24,20,Robbery,6B30,Driveway,7600-7699,ANTOINE,DR,-
2014-08-20,00,Aggravated Assault,6B30,,5400-5499,GULF BANK,RD,W
2014-08-18,09,Auto Theft,6B30,Apartment Parking Lot,6400-6499,ANTOINE,DR,-
2014-08-17,07,Theft,6B30,Driveway,4200-4299,BLACK LOCUST,DR,-
2014-08-16,12,Burglary,6B30,Apartment,5800-5899,HOUSTON ROSSLYN,RD,N
2014-08-15,20,Theft,6B30,Apartment Parking Lot,5800-5899,HOUSTON ROSSLYN,RD,N
2014-08-14,22,Theft,6B30,,8000-8099,ANTOINE,DR,-
2014-08-13,14,Aggravated Assault,6B30,,7200-7299,T C JESTER,BLVD,-
2014-08-26,20,Theft,6B30,,8600-8699,WILD BASIN,DR,-
2014-08-28,07,Theft,6B30,,5600-5699,LITTLE YORK,RD,W
2014-08-11,08,Theft,6B30,Residence or House,8800-8899,HIGH MOUNTAIN,DR,-
2014-08-11,21,Burglary,6B30,,5300-5399,GULF BANK,RD,W
2014-08-06,15,Burglary,6B30,,5500-5599,DESOTO,-,-
2014-08-01,00,Burglary,6B30,Apartment,5400-5499,GULF BANK,RD,W
2014-08-25,11,Burglary,6B30,Apartment,5800-5899,HOUSTON ROSSLYN,RD,N
2014-08-22,10,Auto Theft,6B30,Apartment Parking Lot,5500-5599,DESOTO,ST,-
2014-08-21,12,Theft,6B30,Apartment Parking Lot,5300-5399,DESOTO,ST,-
2014-08-21,20,Theft,6B30,,6200-6299,TIDWELL,RD,W
2014-08-17,06,Burglary,6B30,Apartment,5500-5599,GULF BANK,RD,W
2014-08-17,11,Aggravated Assault,6B30,,5800-5899,HOUSTON ROSSLYN,RD,N
2014-08-13,21,Burglary,6B30,Apartment,5400-5499,GULF BANK,RD,W
2014-08-31,01,Theft,6B30,,5300-5399,GULF BANK,RD,W
2014-08-30,08,Theft,6B30,"Road, Street, or Sidewalk",7200-7299,SAWMILL,TRL,-
2014-08-31,17,Theft,6B30,,9900-9999,HOUSTON ROSSLYN,RD,N
2014-08-29,08,Burglary,6B30,,6000-6099,ANTOINE,DR,-
2014-08-01,23,Theft,6B30,,3800-3899,VILLA GLEN,DR,-
2014-08-02,02,Robbery,6B30,"Road, Street, or Sidewalk",5700-5799,ANTOINE,DR,-
2014-08-05,12,Theft,6B30,Bar or Night Club Parking Lot,6500-6599,LITTLE YORK,RD,-
2014-08-06,17,Aggravated Assault,6B30,,10100-10199,WILD HOLLOW,-,-
2014-08-07,01,Burglary,6B30,Auto Repair,7900-7999,ANTOINE,DR,-
2014-08-07,21,Robbery,6B30,Apartment Parking Lot,5700-5799,THOUSAND OAKS,CIR,-
2014-08-14,00,Aggravated Assault,6B30,,5500-5599,DESOTO,-,-
2014-08-13,12,Robbery,6B30,Check Cashing Places,7300-7399,ANTOINE,DR,-
2014-08-13,19,Robbery,6B30,Clothing Store,7300-7399,ANTOINE,DR,-
2014-08-12,00,Burglary,6B30,Apartment,8000-8099,ANTOINE,DR,-
2014-08-14,21,Robbery,6B30,Apartment Parking Lot,6000-6099,OAK BAY,DR,-
2014-08-20,14,Theft,6B30,,5300-5399,GULF BANK,RD,W
2014-08-27,12,Theft,6B30,,6000-6099,VICTORY,DR,-
2014-08-04,22,Robbery,6B30,Apartment Parking Lot,5700-5799,THOUSAND OAKS,CIR,-
2014-08-04,06,Auto Theft,6B30,Driveway,5900-5999,DONWHITE,LN,-
2014-08-05,15,Theft,6B30,,5800-5899,HOUSTON ROSSLYN,RD,N
2014-08-07,04,Auto Theft,6B30,Driveway,7300-7399,SAWMILL,TRL,-
2014-08-01,08,Theft,6B30,,5700-5799,TIDWELL,RD,W
2014-08-02,14,Aggravated Assault,6B30,,5500-5599,HOLLY VIEW,DR,-
2014-08-08,18,Theft,6B30,,9300-9399,DEANWOOD,ST,-
2014-08-08,21,Aggravated Assault,6B30,,5500-5599,HOLLY VIEW,DR,-
2014-08-13,11,Theft,6B30,,3500-3599,LITTLE YORK,RD,W
2014-08-12,16,Theft,6B30,,6400-6499,BURLINGTON,-,N
2014-08-19,07,Theft,6B30,,4100-4199,LITTLE YORK,RD,W
2014-08-17,11,Auto Theft,6B30,Apartment Parking Lot,5500-5599,HOLLY VIEW,DR,-
2014-08-15,15,Theft,6B30,Residence or House,7000-7099,ANTOINE,DR,-
2014-08-22,09,Theft,6B30,,6000-6099,OAK BAY,DR,-
2014-08-22,19,Aggravated Assault,6B30,,5800-5899,HOUSTON ROSSLYN,RD,N
2014-08-22,21,Auto Theft,6B30,,3600-3699,VILLA GLEN,DR,-
2014-08-21,11,Aggravated Assault,6B30,,5900-5999,ANTOINE,DR,-
2014-08-24,22,Robbery,6B30,Apartment Parking Lot,5300-5399,DESOTO,-,-
2014-08-25,16,Theft,6B30,,5700-5799,LOST FOREST,DR,-
2014-08-25,14,Theft,6B30,,8300-8399,ALABONSON,RD,-
2014-08-29,19,Auto Theft,6B30,Apartment Parking Lot,6200-6299,ANTOINE,DR,-
2014-08-27,16,Aggravated Assault,6B30,,5500-5599,DESOTO,-,-
2014-08-29,01,Aggravated Assault,6B30,,5300-5399,GULF BANK,RD,W
2014-08-04,07,Auto Theft,6B30,Apartment Parking Lot,7100-7199,COLE CREEK,DR,-
2014-08-04,11,Theft,6B30,"Road, Street, or Sidewalk",3200-3299,CHERRY FOREST,DR,-
2014-07-23,13,Auto Theft,6B30,Apartment Parking Lot,5700-5799,TIDWELL,RD,-
2014-07-31,09,Theft,6B30,,6500-6599,ROLLING MILL,DR,-
2014-08-11,10,Theft,6B30,Driveway,5900-5999,GREEN FALLS,DR,-
2014-08-07,11,Theft,6B30,,5300-5399,DESOTO,-,-
2014-08-06,18,Aggravated Assault,6B30,,6400-6499,ANTOINE,DR,-
2014-08-07,17,Aggravated Assault,6B30,,8000-8099,ANTOINE,DR,-
2014-08-07,20,Auto Theft,6B30,Apartment,5000-5099,GULF BANK,RD,W
2014-08-08,23,Aggravated Assault,6B30,,5300-5399,GULF BANK,RD,W
2014-08-08,14,Theft,6B30,University or College,5700-5799,VICTORY,DR,-
2014-08-25,10,Auto Theft,6B30,Apartment Parking Lot,5500-5599,HOLLY VIEW,DR,-
2014-08-25,10,Auto Theft,6B30,Driveway,7900-7999,STREAMSIDE,DR,-
2014-08-25,18,Theft,6B30,,5800-5899,ANTOINE,DR,-
2014-08-24,17,Robbery,6B30,Convenience Store Parking Lot,6000-6099,TIDWELL,RD,W
2014-08-16,11,Theft,6B30,,6800-6899,TIDWELL,RD,-
2014-08-17,18,Theft,6B30,,5100-5199,TIDWELL,RD,W
2014-08-17,20,Theft,6B30,,5800-5899,HOUSTON ROSSLYN,RD,N
2014-08-06,16,Burglary,6B30,Rental Storage Facility,8300-8399,ALABONSON,RD,-
2014-08-04,10,Robbery,6B30,Check Cashing Places,6400-6499,LITTLE YORK,RD,W
2014-08-12,19,Aggravated Assault,6B30,,6300-6399,SILVER CHALICE,DR,-
2014-08-12,22,Aggravated Assault,6B30,,5800-5899,HOUSTON ROSSLYN,RD,N
2014-08-11,12,Robbery,6B30,"Road, Street, or Sidewalk",7600-7699,YELLOW PINE,DR,-
2014-08-08,04,Rape,6B30,,5500-5599,DESOTO,-,-
2014-08-09,15,Robbery,6B30,Service or Gas Station,5800-5899,GULF BANK,RD,W
2014-08-18,16,Aggravated Assault,6B30,,6400-6499,ANTOINE,DR,-
2014-08-17,14,Theft,6B30,Bar or Night Club,6500-6599,LITTLE YORK,RD,-
2014-08-19,21,Auto Theft,6B30,Apartment Parking Lot,5300-5399,DESOTO,ST,-
2014-08-19,23,Robbery,6B30,Service or Gas Station,3400-3499,LITTLE YORK,RD,W
2014-08-16,03,Aggravated Assault,6B30,,5300-5399,DESOTO,-,-
2014-08-13,00,Theft,6B30,Service or Gas Station,6800-6899,ALABONSON,RD,-
2014-08-26,08,Theft,6B30,,6400-6499,ANTOINE,DR,-
2014-08-24,21,Robbery,6B30,Restaurant or Cafeteria,7000-7099,GULF BANK,RD,W
2014-08-21,15,Burglary,6B30,Apartment,6000-6099,OAK BAY,DR,-
2014-08-20,12,Burglary,6B30,Residence or House,10200-10299,COPPERWOOD,DR,-
2014-08-20,02,Burglary,6B30,Apartment,5300-5399,DESOTO,-,-
2014-08-20,10,Auto Theft,6B30,Apartment Parking Lot,5300-5399,DESOTO,ST,-
2014-08-26,16,Aggravated Assault,6B30,,7200-7299,JADEWOOD,DR,-
2014-08-29,18,Auto Theft,6B30,,6600-6699,ANTOINE,DR,-
2014-08-08,10,Theft,6B30,Miscellaneous Business (Non-Specific),11100-11199,HOUSTON ROSSLYN,RD,N
2014-08-08,09,Theft,6B30,,6900-6999,TIDWELL,RD,W
2014-08-07,11,Aggravated Assault,6B30,,5400-5499,GULF BANK,RD,W
2014-08-09,21,Robbery,6B30,Apartment,5800-5899,HOUSTON ROSSLYN,RD,N
2014-08-09,20,Auto Theft,6B30,,7300-7399,YORKFIELD,RD,-
2014-08-12,10,Theft,6B30,,6600-6699,HOUSTON ROSSLYN,RD,N
2014-07-18,10,Burglary,6B30,Apartment,6100-6199,ANTOINE,DR,-
2014-08-25,05,Theft,6B30,,7300-7399,WEST,RD,-
2014-08-20,06,Theft,6B30,,5500-5599,HOLLY VIEW,DR,-
2014-08-21,22,Aggravated Assault,6B30,,3800-3899,VILLA GLEN,DR,-
2014-08-15,03,Aggravated Assault,6B30,,5700-5799,LOST FOREST,DR,-
2014-08-14,12,Aggravated Assault,6B30,,6200-6299,LUMBERDALE,-,-
2014-08-15,07,Auto Theft,6B30,Residence or House,7100-7199,YELLOW PINE,DR,-
2014-08-08,13,Theft,6B30,,7000-7099,WAGONWHEEL,LN,-
2014-08-08,14,Aggravated Assault,6B30,,10100-10199,INWOOD HOLLOW,LN,-
2014-08-06,15,Theft,6B30,,6000-6099,TIDWELL,RD,W
2014-08-10,04,Theft,6B30,,7200-7299,SAWMILL,TRL,-
2014-08-11,01,Aggravated Assault,6B30,,6400-6499,ANTOINE,DR,-
2014-07-17,11,Auto Theft,6B30,,6500-6599,INWOOD WEST,DR,-
2014-08-05,10,Robbery,6B30,Apartment Parking Lot,5700-5799,THOUSAND OAKS,CIR,-
2014-08-04,04,Robbery,6B30,Apartment Parking Lot,5700-5799,THOUSAND OAKS,CIR,-
2014-08-25,12,Theft,6B30,,3500-3599,LITTLE YORK,RD,W
2014-08-23,01,Rape,6B30,,6500-6599,ROLLING MILL,DR,-
2014-08-24,00,Burglary,6B30,Apartment,3500-3599,LITTLE YORK,RD,W
2014-08-22,04,Robbery,6B30,Residence or House,7000-7099,ALABONSON,RD,-
2014-08-19,15,Aggravated Assault,6B30,,6400-6499,ANTOINE,DR,-
2014-08-26,22,Burglary,6B30,Apartment,5700-5799,LOST FOREST,DR,-
2014-08-28,07,Theft,6B30,Driveway,9900-9999,HIBERNIA,DR,-
2014-08-30,18,Auto Theft,6B30,Apartment,5300-5399,GULF BANK,RD,W
2014-08-31,10,Aggravated Assault,6B30,,7000-7099,WOODSMAN,TRL,-
2014-08-27,02,Burglary,6B40,Office Building,2800-2899,VICTORY,DR,-
2014-08-26,16,Theft,6B40,,600-699,VICTORY,DR,-
2014-08-28,15,Theft,6B40,"Field, Woods, Forest, Park",9200-9299,VETERANS MEMORIAL,DR,-
2014-08-29,18,Theft,6B40,,9400-9499,MONTGOMERY,RD,W
2014-08-19,22,Aggravated Assault,6B40,,9400-9499,NORTH,FWY,-
2014-08-22,05,Burglary,6B40,Pool Hall or Game Room,9600-9699,MONTGOMERY,RD,W
2014-08-24,18,Theft,6B40,,600-699,MOUNT HOUSTON,RD,W
2014-08-14,11,Theft,6B40,,10000-10099,MONTGOMERY,RD,W
2014-08-13,12,Theft,6B40,Vehicle/Auto Sales/Lease/Auto Parts Store,600-699,VICTORY,DR,-
2014-08-18,21,Robbery,6B40,Service or Gas Station,10000-10099,MONTGOMERY,RD,W
2014-08-18,19,Aggravated Assault,6B40,,2500-2599,LITTLE YORK,RD,W
2014-08-17,15,Aggravated Assault,6B40,,1000-1099,SOUTH,LN,-
2014-08-17,11,Aggravated Assault,6B40,,9400-9499,NORTH,FWY,-
2014-08-16,07,Theft,6B40,Apartment Parking Lot,600-699,LITTLE YORK,RD,W
2014-08-15,23,Auto Theft,6B40,,9600-9699,MONTGOMERY,RD,W
2014-08-04,10,Theft,6B40,,8200-8299,NORTH,FWY,-
2014-08-03,11,Theft,6B40,,8900-8999,PEBBLE MESA,CIR,-
2014-08-01,04,Burglary,6B40,Convenience Store,2400-2499,LITTLE YORK,RD,W
2014-08-01,11,Auto Theft,6B40,"Road, Street, or Sidewalk",9100-9199,SUNNYWOOD,DR,-
2014-08-11,17,Theft,6B40,,500-599,LITTLE YORK,RD,-
2014-08-06,12,Burglary,6B40,Apartment,700-799,LITTLE YORK,RD,W
2014-08-16,00,Auto Theft,6B40,Residence or House,600-699,BEAVER BEND,RD,-
2014-08-14,09,Robbery,6B40,Restaurant or Cafeteria,1400-1499,MOUNT HOUSTON,RD,W
2014-08-16,21,Theft,6B40,,800-899,FORTUNE,ST,-
2014-08-19,23,Burglary,6B40,Apartment,9600-9699,MONTGOMERY,RD,W
2014-08-21,08,Auto Theft,6B40,,8900-8999,GLEN SHADOW,DR,-
2014-08-24,08,Rape,6B40,,900-999,SOUTH,LN,-
2014-06-24,10,Theft,6B40,,8200-8299,NORTH,FWY,-
2014-08-01,05,Theft,6B40,,1300-1399,RAINY RIVER,DR,-
2014-07-31,19,Theft,6B40,,9200-9299,SUNNYWOOD,DR,-
2014-08-06,09,Aggravated Assault,6B40,,900-999,GRENSHAW,-,-
2014-08-05,07,Auto Theft,6B40,Grocery Store or Supermarket Parking Lot,8100-8199,NORTH,FWY,-
2014-08-04,12,Theft,6B40,,800-899,LUCKY,-,-
2014-08-12,12,Theft,6B40,,8700-8799,DE PRIEST,ST,-
2014-08-07,14,Burglary,6B40,Garage or Carport,1700-1799,GULF BANK,RD,W
2014-08-30,13,Theft,6B40,"Other, Unknown, or Not Listed",UNK,LITTLE YORK,-,-
2014-08-30,07,Theft,6B40,,1400-1499,GULF BANK,RD,W
2014-08-29,07,Theft,6B40,Residence or House,1700-1799,WINTER BAY,LN,-
2014-08-30,04,Theft,6B40,,1300-1399,TWIN FALLS,RD,-
2014-08-27,20,Aggravated Assault,6B40,,10200-10299,NORTH,FWY,-
2014-08-27,06,Theft,6B40,,700-799,LITTLE YORK,RD,-
2014-08-28,19,Theft,6B40,,2000-2099,DEWALT,ST,-
2014-08-21,07,Theft,6B40,Other Parking Lot,10200-10299,SWEETWATER,LN,-
2014-08-21,11,Theft,6B40,,1400-1499,GULF BANK,RD,W
2014-08-14,20,Aggravated Assault,6B40,,9300-9399,VALLEY STREAM,-,-
2014-08-15,09,Theft,6B40,Apartment Parking Lot,700-799,LITTLE YORK,RD,W
2014-08-17,17,Theft,6B40,,800-899,ELLINGTON,ST,-
2014-08-03,16,Theft,6B40,,500-599,LITTLE YORK,RD,W
2014-08-06,09,Theft,6B40,,8200-8299,VETERANS MEMORIAL,DR,-
2014-08-05,23,Auto Theft,6B40,,1300-1399,RAINY RIVER,DR,-
2014-08-05,12,Aggravated Assault,6B40,,6000-6099,NORTH FREEWAY,-,-
2014-08-01,12,Auto Theft,6B40,,7400-7499,DYER,ST,-
2014-08-01,11,Theft,6B40,Residence or House,1300-1399,BEAVER BEND,RD,-
2014-08-18,09,Auto Theft,6B40,,2400-2499,LITTLE YORK,RD,-
2014-08-23,15,Auto Theft,6B40,Body Shop,2200-2299,ELLINGTON,ST,-
2014-08-22,00,Theft,6B40,,8200-8299,NORTH,FWY,-
2014-08-19,15,Theft,6B40,,8500-8599,NORTH,FWY,-
2014-08-11,13,Theft,6B40,"Amusement Park, Bowling Alley, Skate Rink",9200-9299,VETERANS MEMORIAL,DR,-
2014-08-02,10,Aggravated Assault,6B40,,8800-8899,DE PRIEST,ST,-
2014-08-03,11,Theft,6B40,,8700-8799,KNOX,-,-
2014-08-28,19,Robbery,6B40,Restaurant or Cafeteria Parking Lot,7500-7599,SHEPHERD,DR,N
2014-08-29,02,Robbery,6B40,"Road, Street, or Sidewalk",7500-7599,NORTH,FWY,-
2014-08-27,15,Robbery,6B40,"Road, Street, or Sidewalk",2700-2799,GULF BANK,RD,W
2014-08-27,23,Burglary,6B40,Residence or House,8000-8099,DE PRIEST,ST,-
2014-08-23,22,Aggravated Assault,6B40,,800-899,VICTORY,DR,N
2014-08-26,11,Theft,6B40,Grocery Store or Supermarket Parking Lot,600-699,VICTORY,DR,-
2014-08-23,04,Aggravated Assault,6B40,,8200-8299,DE PRIEST,ST,-
2014-08-20,10,Theft,6B40,,2600-2699,GARDEN CITY,DR,-
2014-08-02,00,Aggravated Assault,6B40,Bus Stop,9600-9699,MONTGOMERY,RD,W
2014-07-31,11,Aggravated Assault,6B40,,3000-3099,MCCRAREY,DR,-
2014-08-05,14,Theft,6B40,,1400-1499,TARBERRY,RD,-
2014-08-27,13,Theft,6B40,,7000-7099,EMMA LOU,ST,-
2014-08-26,23,Aggravated Assault,6B40,Apartment,2600-2699,GARDEN CITY,DR,-
2014-08-26,16,Aggravated Assault,6B40,,3000-3099,STALLINGS,DR,-
2014-08-22,18,Burglary,6B40,Residence or House,9600-9699,MONTGOMERY,RD,W
2014-08-21,23,Rape,6B40,,7200-7299,TIPPETT,-,-
2014-08-22,06,Burglary,6B40,Vehicle/Auto Sales/Lease/Auto Parts Store,9600-9699,NORTH,FWY,-
2014-08-22,07,Theft,6B40,Construction Site,9100-9199,NORTH,FWY,-
2014-08-15,11,Theft,6B40,Apartment,800-899,VICTORY,DR,S
2014-08-16,05,Auto Theft,6B40,Driveway,8200-8299,TOWER,-,-
2014-08-17,08,Burglary,6B40,Rental Storage Facility,9000-9099,NORTH,FWY,-
2014-08-11,14,Theft,6B40,Commercial Parking Lot or Garage,9200-9299,VETERANS MEMORIAL,DR,-
2014-08-09,06,Robbery,6B40,"Road, Street, or Sidewalk",700-799,HIDDEN VALLEY,DR,-
2014-08-10,17,Theft,6B40,Grocery Store or Supermarket Parking Lot,7500-7599,SHEPHERD,DR,N
2014-08-04,18,Aggravated Assault,6B40,,800-899,LITTLE YORK,RD,W
2014-08-01,05,Burglary,6B40,Convenience Store,800-899,LITTLE YORK,RD,W
2014-08-28,18,Aggravated Assault,6B40,,8300-8399,HANFRO,LN,-
2014-08-30,09,Theft,6B40,,9200-9299,VETERANS MEMORIAL,DR,-
2014-08-31,03,Aggravated Assault,6B40,,7500-7599,BRADMAR,ST,-
2014-08-30,22,Aggravated Assault,6B40,,1400-1499,GULF BANK,RD,W
2014-08-15,13,Theft,6B40,,9900-9999,NORTH,FWY,-
2014-08-17,00,Auto Theft,6B40,,9000-9099,NORTH,FWY,-
2014-08-17,16,Burglary,6B40,Garage or Carport,900-999,DEWALT,ST,-
2014-08-18,17,Robbery,6B40,Department or Discount Store,1400-1499,GULF BANK,RD,W
2014-08-21,19,Aggravated Assault,6B40,,1400-1499,DIPLOMAT,WAY,-
2014-08-02,01,Burglary,6B40,Clothing Store,1400-1499,MOUNT HOUSTON,RD,W
2014-08-01,22,Robbery,6B40,Other Parking Lot,8900-8999,VETERANS MEMORIAL,DR,-
2014-08-01,18,Auto Theft,6B40,,9400-9499,SUNNYWOOD,DR,-
2014-08-03,12,Burglary,6B40,Residence or House,2700-2799,VEGA,-,-
2014-08-05,19,Theft,6B40,,7900-7999,TOWER,-,-
2014-08-26,17,Aggravated Assault,6B40,,1700-1799,ESTHER,DR,-
2014-08-28,22,Aggravated Assault,6B40,,9400-9499,MONTGOMERY,RD,W
2014-08-29,16,Theft,6B40,Residence or House,7100-7199,VENUS,-,-
2014-08-29,20,Aggravated Assault,6B40,,800-899,LUCKY,-,-
2014-08-15,09,Auto Theft,6B40,,9600-9699,NORTH,FWY,-
2014-08-16,16,Theft,6B40,,9900-9999,LONALLEN,ST,-
2014-08-18,18,Burglary,6B40,Residence or House,3300-3399,MCCRAREY,DR,-
2014-08-19,13,Theft,6B40,,7900-7999,JAMES FRANKLIN,-,-
2014-08-22,20,Aggravated Assault,6B40,,7900-7999,CORA,ST,-
2014-08-26,09,Theft,6B40,Apartment Parking Lot,1400-1499,GULF BANK,RD,W
2014-08-25,16,Burglary,6B40,Residence or House,1800-1899,DEWALT,ST,-
2014-08-02,07,Auto Theft,6B40,Driveway,1400-1499,DIPLOMAT,WAY,-
2014-07-13,12,Theft,6B40,,8200-8299,VETERANS MEMORIAL,DR,-
2014-07-18,03,Auto Theft,6B40,,8500-8599,NORTH,FWY,-
2014-08-01,07,Burglary,6B40,Convenience Store,2200-2299,LITTLE YORK,RD,W
2014-08-01,14,Theft,6B40,,800-899,ELLINGTON,ST,-
2014-08-06,02,Burglary,6B40,Miscellaneous Business (Non-Specific),8900-8999,VETERANS MEMORIAL,DR,-
2014-08-05,16,Theft,6B40,,10000-10099,GENEMAURY,ST,-
2014-08-07,14,Theft,6B40,Residence or House,1800-1899,TWINBROOKE,DR,-
2014-08-06,15,Robbery,6B40,Residence or House,2500-2599,GLEN,-,-
2014-08-12,05,Robbery,6B50,"Other, Unknown, or Not Listed",100-199,ALDINE BENDER,RD,-
2014-08-10,18,Auto Theft,6B50,Apartment Parking Lot,16000-16099,COTILLION,DR,-
2014-08-10,16,Theft,6B50,Grocery Store or Supermarket,11000-11099,AIRLINE,DR,-
2014-08-10,22,Auto Theft,6B50,"Road, Street, or Sidewalk",UNK,NORTHPOINT,DR,-
2014-08-05,11,Robbery,6B50,Apartment Parking Lot,11400-11499,GREEN PLAZA,DR,-
2014-08-25,21,Theft,6B50,,11300-11399,NORTH,FWY,-
2014-08-26,00,Auto Theft,6B50,,11000-11099,AIRLINE,DR,-
2014-08-21,02,Robbery,6B50,,100-199,SAM HOUSTON,PKWY,N
2014-08-17,07,Auto Theft,6B50,,600-699,SAM HOUSTON,PKWY,-
2014-08-17,14,Theft,6B50,Apartment,100-199,DYNA,DR,-
2014-08-16,10,Theft,6B50,Commercial Parking Lot or Garage,500-599,SAM HOUSTON,PKWY,N
2014-08-13,16,Theft,6B50,,700-799,SAM HOUSTON,PKWY,N
2014-08-28,11,Theft,6B50,,600-699,SAM HOUSTON,PKWY,-
2014-08-28,07,Theft,6B50,,11500-11599,GREEN PLAZA,DR,-
2014-08-31,00,Auto Theft,6B50,,100-199,DYNA,DR,-
2014-08-30,12,Theft,6B50,"Hotel, Motel, Inn, Etc.",700-799,SAM HOUSTON,PKWY,N
2014-07-03,15,Theft,6B50,,16100-16199,IMPERIAL VALLEY,DR,-
2014-08-21,23,Aggravated Assault,6B50,Apartment,200-299,PLAZA VERDE,DR,-
2014-08-15,14,Aggravated Assault,6B50,,100-199,SAM HOUSTON,PKWY,-
2014-08-29,22,Aggravated Assault,6B50,,100-199,DYNA,DR,W
2014-08-29,07,Auto Theft,6B50,Apartment Parking Lot,UNK,NORTHPOINT,DR,-
2014-08-28,06,Auto Theft,6B50,Apartment Parking Lot,100-199,GOODSON,DR,-
2014-08-27,14,Robbery,6B50,Apartment Parking Lot,100-199,DYNA,DR,-
2014-08-31,10,Auto Theft,6B50,,11900-11999,AIRLINE,-,-
2014-08-07,17,Burglary,6B50,Residence or House,200-299,HARDWICKE,RD,-
2014-08-11,05,Robbery,6B50,Apartment Parking Lot,11500-11599,GREEN PLAZA,DR,-
