Date,Hour,Offense Type,Beat,Block Range,Street Name,Type,Suffix,# Of
2014-08-06,07,Burglary,16E30,Restaurant or Cafeteria Parking Lot,12300-12399,MAIN,ST,-
2014-08-10,12,Theft,16E30,,12300-12399,MAIN,ST,-
2014-08-07,15,Robbery,16E30,"Pawn, Resale Shop, or Flea Market",12300-12399,MAIN,ST,-
2014-08-07,16,Theft,16E30,,5500-5599,SAM HOUSTON,PKWY,S
2014-08-18,10,Robbery,16E30,Restaurant or Cafeteria,13800-13899,POST OAK,RD,S
2014-08-18,13,Theft,16E30,,12300-12399,MAIN,ST,-
2014-08-19,00,Aggravated Assault,16E30,,14800-14899,ROCKWELL,BLVD,-
2014-08-19,18,Theft,16E30,,5700-5799,TIGER LILLY,WAY,-
2014-08-19,16,Auto Theft,16E30,,12900-12999,POST OAK,RD,S
2014-08-13,23,Aggravated Assault,16E30,,15500-15599,POST OAK,RD,S
2014-08-14,13,Theft,16E30,Service or Gas Station,12900-12999,POST OAK,RD,S
2014-08-23,10,Theft,16E30,,13500-13599,POST OAK,RD,S
2014-08-05,19,Robbery,16E30,Convenience Store,12300-12399,MAIN,ST,-
2014-08-03,09,Burglary,16E30,Residence or House,5700-5799,GATEWOOD,AVE,-
2014-08-11,10,Robbery,16E30,"Road, Street, or Sidewalk",13000-13099,NITIDA,-,-
2014-08-30,08,Theft,16E30,,6600-6699,SAM HOUSTON,PKWY,-
2014-08-30,11,Theft,16E30,Miscellaneous Business (Non-Specific),13700-13799,POST OAK,RD,S
2014-08-30,11,Theft,16E30,,6900-6999,RIVER BLUFF,DR,-
2014-08-29,05,Aggravated Assault,16E30,,12700-12799,HILLCROFT,-,-
2014-08-07,07,Theft,16E30,"Road, Street, or Sidewalk",6000-6099,GREEN HEATHER,LN,-
2014-08-08,22,Aggravated Assault,16E30,,4600-4699,KNOTTY OAKS,TRL,-
2013-08-12,13,Theft,16E30,,12800-12899,DUNLAP,ST,-
2014-08-04,15,Theft,16E30,,12600-12699,VERDANT BROOK,DR,-
2014-08-04,12,Theft,16E30,Other Parking Lot,5700-5799,TRAFALGAR,DR,-
2014-08-14,18,Aggravated Assault,16E30,,5600-5699,LOTUS,ST,-
2014-08-16,08,Theft,16E30,,4800-4899,BROOKSTON,ST,-
2014-08-21,10,Burglary,16E30,Residence or House,5600-5699,TIFFANY,DR,-
2014-08-23,11,Theft,16E30,,5500-5599,TIDEWATER,-,-
2014-08-24,10,Theft,16E30,,5600-5699,TIFFANY,DR,-
2014-08-24,05,Theft,16E30,,13900-13999,HILLCROFT,-,-
2014-08-29,11,Robbery,16E30,Residence or House,12900-12999,ABRUZZO,DR,-
2014-08-31,20,Burglary,16E30,,14200-14299,MAIN,ST,-
2014-08-06,12,Aggravated Assault,16E30,,13900-13999,MAIN,ST,-
2014-08-05,14,Theft,16E30,Convenience Store Parking Lot,13500-13599,SOUTH POST OAK,RD,-
2014-07-28,15,Theft,16E30,Commercial Building,14000-14099,POST OAK,RD,S
2014-08-13,06,Burglary,16E30,Miscellaneous Business (Non-Specific),14000-14099,POST OAK,RD,S
2014-08-12,09,Theft,16E30,Service or Gas Station,12900-12999,POST OAK,RD,S
2014-08-14,07,Burglary,16E30,,12300-12399,MAIN,ST,-
2014-08-14,07,Burglary,16E30,Restaurant or Cafeteria,12300-12399,MAIN,ST,-
2014-08-23,08,Auto Theft,16E30,,5600-5699,JAMES,PL,-
2014-08-27,18,Theft,16E30,,5500-5599,OREM,DR,W
2014-08-12,11,Aggravated Assault,16E30,,12100-12199,CARLSBAD,ST,-
2014-08-10,15,Aggravated Assault,16E30,,5500-5599,SAM HOUSTON,PKWY,S
2014-08-09,10,Aggravated Assault,16E30,,5700-5799,DARLINGHURST,DR,-
2014-08-02,15,Theft,16E30,,14400-14499,CROQUET,LN,-
2014-08-25,12,Burglary,16E30,Residence or House,5600-5699,COASTAL,WAY,-
2014-08-22,12,Robbery,16E30,Restaurant or Cafeteria,5500-5599,OREM,DR,W
2014-08-30,07,Theft,16E30,Service or Gas Station,5200-5299,ALLUM,RD,-
2014-08-28,10,Burglary,16E30,Auto Repair,13000-13099,PLAYER,-,-
2014-08-29,17,Theft,16E30,Grocery Store or Supermarket,12300-12399,MAIN,ST,-
2014-08-01,18,Auto Theft,16E30,,13400-13499,FONDREN,RD,-
2014-08-01,08,Theft,16E30,,13500-13599,POST OAK,RD,S
2014-08-07,14,Robbery,16E30,"Road, Street, or Sidewalk",6100-6199,MAJESTY,LN,-
2014-08-12,06,Theft,16E30,"Road, Street, or Sidewalk",12800-12899,ZAVALLA,-,-
2014-08-23,06,Burglary,16E30,Construction Site,8500-8599,SAM HOUSTON,PKWY,S
2014-08-25,08,Auto Theft,16E30,Apartment Parking Lot,12900-12999,POST OAK,RD,S
2014-08-17,08,Burglary,16E30,Residence or House,4900-4999,TRAIL LAKE,-,-
2014-08-14,16,Aggravated Assault,16E30,,13500-13599,SUMMIT RIDGE,DR,-
2014-08-26,08,Auto Theft,16E30,,13000-13099,CLEAR CAPE,LN,-
2014-08-25,17,Theft,16E30,Service or Gas Station,5400-5499,OREM,DR,W
2014-08-22,21,Theft,16E30,Apartment Parking Lot,12800-12899,DUNLAP,ST,-
2014-08-22,15,Burglary,16E30,Residence or House,13900-13999,HILLCROFT,-,-
2014-07-31,08,Auto Theft,16E30,,12100-12199,ORMANDY,-,-
2014-08-01,11,Theft,16E30,Construction Site,5700-5799,POST OAK MANOR,DR,-
2014-08-12,07,Theft,16E30,Driveway,12700-12799,TERRANCE,-,-
2014-08-11,08,Theft,16E30,,5700-5799,LOTUS,ST,-
2014-08-10,08,Auto Theft,16E30,,12800-12899,DUNLAP,ST,-
2014-08-08,10,Robbery,16E30,Restaurant or Cafeteria,14400-14499,POST OAK,RD,S
2014-08-29,18,Theft,16E30,,5500-5599,SAM HOUSTON,PKWY,S
2014-08-31,10,Robbery,16E30,"Hotel, Motel, Inn, Etc.",14700-14799,MAIN,ST,-
2014-08-30,06,Theft,16E30,Service or Gas Station,13900-13999,FONDREN,RD,-
2014-08-20,18,Theft,16E30,Miscellaneous Business (Non-Specific),14400-14499,HILLCROFT,-,-
2014-08-19,07,Theft,16E30,Driveway,12800-12899,GREENWICK LOOP,-,W
2014-08-15,15,Robbery,16E30,Apartment,12900-12999,POST OAK,RD,S
2014-08-02,12,Theft,16E30,,12800-12899,DUNLAP,ST,-
2014-08-05,05,Robbery,16E30,Apartment,12800-12899,DUNLAP,ST,-
2014-08-06,14,Theft,16E30,,5200-5299,ALLUM,RD,-
2014-08-05,08,Theft,16E30,"Other, Unknown, or Not Listed",5700-5799,POST OAK MANOR,DR,-
2014-08-05,17,Robbery,16E30,"Vacant Single Occ Resd(House,Townhs,Dplex)",13400-13499,ABIDE,DR,-
2014-08-12,10,Theft,16E30,,15100-15199,POST OAK,RD,S
2014-08-10,07,Theft,16E30,Apartment Parking Lot,13900-13999,HILLCROFT,-,-
2014-08-29,17,Theft,16E30,,5500-5599,OREM,DR,W
2014-08-27,06,Theft,16E30,Driveway,14600-14699,ROCKWELL,BLVD,-
2014-08-29,11,Theft,16E40,,16300-16399,BIRD DOG,DR,-
2014-08-11,09,Auto Theft,16E40,Driveway,16400-16499,QUAIL PARK,DR,-
2014-08-11,21,Aggravated Assault,16E40,,15800-15899,IRONSIDE HILL,DR,-
2014-08-08,17,Robbery,16E40,"Road, Street, or Sidewalk",6900-6999,CASTLEVIEW,LN,-
2014-08-08,07,Theft,16E40,Residence or House,8400-8499,QUAIL VIEW,DR,-
2014-08-07,16,Burglary,16E40,Residence or House,6900-6999,THORNWILD,RD,-
2014-08-06,16,Theft,16E40,,5200-5299,RIDGESTONE,LN,-
2014-08-01,04,Auto Theft,16E40,,15700-15799,RIDGEGATE,RD,-
2014-08-16,21,Burglary,16E40,Residence or House,15700-15799,CLARKE SPRINGS,DR,-
2014-08-17,11,Aggravated Assault,16E40,,7200-7299,FUQUA,ST,W
2014-08-19,10,Theft,16E40,,8200-8299,SUMMER QUAIL,DR,-
2014-08-22,21,Burglary,16E40,Apartment,14000-14099,FONDREN,RD,-
2014-08-31,14,Auto Theft,16E40,,4800-4899,RIDGETON,DR,-
2014-08-28,23,Aggravated Assault,16E40,,7000-7099,DICKSON,WAY,-
2014-08-26,12,Theft,16E40,,16900-16999,POST OAK,RD,S
2014-08-27,12,Theft,16E40,,5900-5999,ARTHINGTON,AVE,-
2014-08-27,14,Burglary,16E40,Residence or House,5900-5999,BERKRIDGE,DR,-
2014-08-09,19,Burglary,16E40,Residence or House,6800-6899,THORNWILD,RD,-
2014-08-11,10,Theft,16E40,,14000-14099,FONDREN,RD,-
2014-08-04,05,Burglary,16E40,Restaurant or Cafeteria,15900-15999,POST OAK,RD,S
2014-08-20,05,Auto Theft,16E40,,7400-7499,PARKCRAFT,DR,-
2014-08-23,13,Theft,16E40,,5800-5899,MAYWOOD,DR,-
2014-08-19,14,Theft,16E40,,6000-6099,MAYWOOD,DR,-
2014-08-13,14,Burglary,16E40,Residence or House,4700-4799,RIDGETON,DR,-
2014-08-13,17,Burglary,16E40,Apartment,14000-14099,FONDREN,RD,-
2014-08-12,17,Burglary,16E40,Residence or House,4700-4799,RIDGECREEK,DR,E
2014-08-16,14,Theft,16E40,,16400-16499,POST OAK,RD,S
2014-08-23,01,Auto Theft,16E40,,16000-16099,DIAMOND RIDGE,DR,-
2014-08-20,02,Theft,16E40,,7500-7599,WINTERVIEW,DR,-
2014-08-12,13,Burglary,16E40,Residence or House,4600-4699,RIDGEROD,LN,-
2014-08-11,16,Theft,16E40,Driveway,8400-8499,BLUE QUAIL,DR,-
2014-08-11,08,Theft,16E40,Driveway,16500-16599,QUAIL PRAIRIE,DR,-
2014-08-10,07,Auto Theft,16E40,Driveway,16300-16399,BODEGA BAY,DR,-
2014-08-10,19,Auto Theft,16E40,,5400-5499,COURT,RD,-
2014-08-07,05,Theft,16E40,Driveway,14700-14799,CHASEMONT,DR,-
2014-07-31,00,Burglary,16E40,"Other, Unknown, or Not Listed",8200-8299,QUAIL HILLS,DR,-
2014-08-02,17,Burglary,16E40,,5600-5699,MELANITE,AVE,-
2014-08-02,14,Burglary,16E40,Residence or House,8400-8499,BIRD RUN,DR,-
2014-08-04,06,Auto Theft,16E40,Driveway,7100-7199,DICKSON,WAY,-
2014-08-03,13,Aggravated Assault,16E40,,15800-15899,BORIDGE,CIR,-
2014-08-30,08,Auto Theft,16E40,"Road, Street, or Sidewalk",5600-5699,MACKINAW,RD,-
2014-08-28,08,Burglary,16E40,,4700-4799,BEECHAVEN,DR,-
2014-08-27,07,Theft,16E40,"Road, Street, or Sidewalk",6900-6999,MCCULLUM,ST,-
2014-08-19,23,Aggravated Assault,16E40,,15600-15699,BRIARGATE,CT,-
2014-08-25,13,Theft,16E40,Driveway,5200-5299,RIDGETON,DR,-
2014-08-26,01,Burglary,16E40,Vehicle/Auto Sales/Lease/Auto Parts Store,7600-7699,FUQUA,ST,W
2014-08-16,06,Auto Theft,16E40,Driveway,16200-16299,ALDEN RIDGE,DR,-
2014-08-16,04,Auto Theft,16E40,,15800-15899,SAMOA,WAY,-
2014-08-19,09,Theft,16E40,Driveway,16400-16499,QUAIL MEADOW,CT,-
2014-08-12,19,Robbery,16E40,"Road, Street, or Sidewalk",15700-15799,GATEBRIAR,DR,-
2014-08-02,13,Theft,16E40,,16500-16599,QUAIL DALE,DR,-
2014-08-03,22,Burglary,16E40,Residence or House,16000-16099,MALADI,DR,-
2014-08-03,02,Auto Theft,16E40,,16600-16699,GOLD RIDGE,LN,-
2014-08-10,07,Auto Theft,16E40,Driveway,5200-5299,CASTLECREEK,LN,-
2014-08-12,06,Theft,16E40,,16500-16599,QUAIL RUN,DR,-
2014-08-11,17,Theft,16E40,,5100-5199,RIDGEWEST,DR,-
2014-08-07,08,Burglary,16E40,Residence or House,15800-15899,GATEBRIAR,DR,-
2014-08-27,09,Theft,16E40,Residence or House,15100-15199,TRINITY MEADOW,DR,-
2014-08-30,08,Auto Theft,16E40,"Road, Street, or Sidewalk",16300-16399,QUAIL PARK,DR,-
2014-08-26,18,Theft,16E40,Residence or House,5000-5099,PRAIRIE RIDGE,RD,-
2014-08-21,20,Robbery,16E40,Residence or House,16000-16099,LOGAN ROCK,RD,-
2014-08-20,14,Robbery,16E40,Miscellaneous Business (Non-Specific),14400-14499,HILLCROFT,-,W
2014-08-16,14,Theft,16E40,,14400-14499,HILLCROFT,-,E
2014-08-17,10,Theft,16E40,,15900-15999,WILLMORE,LN,-
2014-08-17,00,Murder,16E40,,15800-15899,CLARKE SPRINGS,DR,-
2014-08-08,16,Burglary,16E40,Residence or House,6200-6299,BERKRIDGE,DR,-
2014-08-09,11,Theft,16E40,"Road, Street, or Sidewalk",16100-16199,CANARIDGE,DR,-
2014-08-10,00,Theft,16E40,,15300-15399,WILLVIEW,RD,-
2014-08-05,08,Theft,16E40,,5600-5699,SANTA CHRISTI,DR,-
2014-08-30,12,Theft,16E40,Driveway,4600-4699,RIDGECREEK,DR,E
2014-08-29,08,Theft,16E40,,16300-16399,BANTAM RIDGE,CT,-
2014-08-24,09,Theft,16E40,,6600-6699,TRIGATE,DR,-
2014-08-23,08,Theft,16E40,Driveway,6700-6799,FUQUA,ST,W
2014-08-25,05,Theft,16E40,Driveway,2200-2299,SUMMIT MEADOW,DR,-
2014-08-26,11,Auto Theft,16E40,Driveway,4500-4599,BUCKLERIDGE,RD,-
2014-08-26,12,Theft,16E40,,14400-14499,HILLCROFT,-,E
2014-08-20,16,Theft,16E40,,16500-16599,QUAIL MEADOW,DR,-
2014-08-15,06,Auto Theft,16E40,Driveway,6000-6099,IRONSIDE TURN,DR,-
2014-08-18,22,Robbery,16E40,"Road, Street, or Sidewalk",4500-4599,RIDGE WALK,DR,S
2014-08-19,06,Auto Theft,16E40,,2100-2199,SUMMIT MEADOW,DR,-
2014-08-17,23,Auto Theft,16E40,Driveway,7000-7099,CHASEWOOD,DR,-
2014-08-06,13,Aggravated Assault,16E40,,16600-16699,LONESOME QUAIL,DR,-
2014-08-06,06,Theft,16E40,,7000-7099,MACZALI,DR,-
2014-08-05,07,Theft,16E40,Driveway,4800-4899,RIDGECREEK,DR,E
2014-08-02,19,Theft,16E40,Residence or House,14000-14099,FONDREN APT 813,-,-
2014-08-01,09,Burglary,16E40,Residence or House,16300-16399,PAITER,-,-
2014-08-01,13,Theft,16E40,Residence or House,6400-6499,COSTA MESA,DR,-
2014-08-10,07,Theft,16E40,,14000-14099,FONDREN,RD,-
2014-08-08,11,Burglary,16E40,Residence or House,15900-15999,ROSEBRIAR,DR,-
2014-08-07,14,Robbery,16E40,,14400-14499,HILLCROFT,-,E
2014-08-30,11,Auto Theft,16E40,Driveway,15700-15799,SAMOA,WAY,-
2014-08-30,18,Aggravated Assault,16E40,Residence or House,16300-16399,QUAIL NEST,CT,-
2014-08-31,09,Theft,16E40,,6600-6699,FUQUA,ST,W
2014-08-13,12,Theft,16E40,Driveway,16300-16399,QUAIL ECHO,DR,-
2014-08-08,07,Auto Theft,16E40,,7800-7899,CHASECREEK,DR,-
2014-08-02,22,Auto Theft,16E40,,6600-6699,FUQUA,ST,W
2014-08-01,15,Aggravated Assault,16E40,,4900-4999,RIDGECREEK,DR,E
2014-08-05,18,Aggravated Assault,16E40,,14000-14099,FONDREN,RD,-
2014-08-06,15,Burglary,16E40,Residence or House,15900-15999,BUNKER RIDGE,RD,-
2014-08-05,08,Auto Theft,16E40,,14700-14799,CHASEMONT,DR,-
2014-08-25,10,Burglary,16E40,Residence or House,6200-6299,SONOMA,WAY,-
2014-08-27,00,Robbery,16E40,,3700-3799,MCHARD,RD,-
2014-08-14,11,Theft,16E40,,15800-15899,REDDY,LN,-
2014-08-18,00,Theft,16E40,,7100-7199,CHASEWOOD,DR,-
2014-08-12,06,Theft,16E40,,1900-1999,HERRINGBONE,DR,-
2014-08-04,07,Theft,16E40,,16300-16399,PETALUMA,DR,-
2014-08-03,10,Theft,16E40,Driveway,8400-8499,QUAIL CREST,DR,-
2014-08-20,02,Burglary,16E40,Convenience Store,16900-16999,POST OAK,RD,S
2014-08-24,15,Aggravated Assault,16E40,,4800-4899,RIDGECREEK,DR,E
2014-08-23,14,Theft,16E40,"Field, Woods, Forest, Park",16200-16299,COYRIDGE,LN,-
2014-08-26,19,Burglary,16E40,Residence or House,16200-16299,ROSENRIDGE,DR,-
2014-08-25,11,Burglary,16E40,Residence or House,5100-5199,SHADOWRIDGE,-,-
2014-08-31,03,Auto Theft,16E40,,16200-16299,HIRAM CLARKE,RD,-
2014-08-31,05,Burglary,16E40,Drug Store or Medical Supply,7100-7199,FUQUA,ST,W
2014-08-31,08,Theft,16E40,Residence or House,6100-6199,IRISH HILL,DR,-
2014-08-30,22,Theft,17E10,Apartment Parking Lot,5600-5699,CHIMNEY ROCK,RD,-
2014-08-30,03,Theft,17E10,,6100-6199,SOUTHWEST,FWY,-
2014-08-25,18,Theft,17E10,,5700-5799,CHIMNEY ROCK,RD,-
2014-08-26,13,Burglary,17E10,Rental Storage Facility,5100-5199,ELM,ST,-
2014-08-27,01,Robbery,17E10,"Road, Street, or Sidewalk",6300-6399,GULFTON,-,-
2014-08-24,11,Burglary,17E10,Apartment,6000-6099,GULFTON,-,-
2014-08-24,07,Auto Theft,17E10,Apartment Parking Lot,5800-5899,GLENMONT,DR,-
2014-08-23,23,Aggravated Assault,17E10,,6300-6399,CHIMNEY ROCK,RD,-
2014-08-20,22,Auto Theft,17E10,,6000-6099,RAMPART,-,-
2014-08-17,11,Theft,17E10,Grocery Store or Supermarket,6200-6299,BELLAIRE,BLVD,-
2014-08-17,03,Aggravated Assault,17E10,,5800-5899,CLAREWOOD,DR,-
2014-08-16,03,Aggravated Assault,17E10,,6400-6499,ALDER,DR,-
2014-08-03,21,Robbery,17E10,"Road, Street, or Sidewalk",5700-5799,GLENMONT,DR,-
2014-08-04,09,Burglary,17E10,Check Cashing Places,6100-6199,GLENMONT,DR,-
2014-08-04,16,Burglary,17E10,,6600-6699,DUNLAP,ST,-
2014-08-04,22,Burglary,17E10,Apartment,6400-6499,ATWELL,DR,-
2014-08-06,03,Robbery,17E10,Bar or Night Club Parking Lot,6400-6499,HILLCROFT,-,-
2014-08-11,10,Theft,17E10,Apartment Parking Lot,5400-5499,ELM,ST,-
2014-08-14,07,Robbery,17E10,"Road, Street, or Sidewalk",7300-7399,ASHCROFT,DR,-
2014-08-12,17,Burglary,17E10,Apartment,5900-5999,GLENMONT,DR,-
2014-08-12,13,Theft,17E10,,6000-6099,HILLCROFT,-,-
2014-08-07,19,Theft,17E10,Service or Gas Station,5900-5999,GULFTON,-,-
2014-08-08,16,Robbery,17E10,"Road, Street, or Sidewalk",6200-6299,ALDER,DR,-
2014-08-19,19,Theft,17E10,,5300-5399,RICE,AVE,S
2014-08-20,08,Auto Theft,17E10,,6600-6699,CHIMNEY ROCK,RD,-
2014-08-16,06,Theft,17E10,Driveway,6200-6299,ELM HEIGHTS,LN,-
2014-08-27,01,Robbery,17E10,Apartment Parking Lot,5600-5699,CHIMNEY ROCK,RD,-
2014-08-26,21,Burglary,17E10,Apartment,5900-5999,ELM,ST,-
2014-08-26,14,Burglary,17E10,Apartment,6600-6699,DUNLAP,ST,-
2014-08-26,04,Burglary,17E10,Convenience Store,6400-6499,BELLAIRE,BLVD,-
2014-08-23,09,Auto Theft,17E10,,6100-6199,GLENMONT,DR,-
2014-08-05,07,Auto Theft,17E10,Apartment Parking Lot,5900-5999,BISSONNET,ST,-
2014-08-04,19,Theft,17E10,Grocery Store or Supermarket,6200-6299,BELLAIRE,BLVD,-
2014-08-06,13,Theft,17E10,Rental Storage Facility,6000-6099,WESTPARK,DR,-
2014-08-07,00,Robbery,17E10,Apartment Parking Lot,6600-6699,HILLCROFT,-,-
2014-08-01,21,Auto Theft,17E10,,6000-6099,RAMPART,-,-
2014-08-03,01,Robbery,17E10,"Road, Street, or Sidewalk",6600-6699,RAMPART,-,-
2014-08-09,12,Theft,17E10,Apartment Parking Lot,6700-6799,HORNWOOD,DR,-
2014-08-13,10,Robbery,17E10,"Road, Street, or Sidewalk",6300-6399,RENWICK,-,-
2014-08-12,12,Aggravated Assault,17E10,,6600-6699,DUNLAP,ST,-
2014-08-28,19,Auto Theft,17E10,Apartment Parking Lot,6500-6599,HILLCROFT,-,-
2014-08-07,17,Burglary,17E10,Apartment,7100-7199,HILLCROFT,-,-
2014-08-08,15,Robbery,17E10,Apartment Parking Lot,7100-7199,HILLCROFT,-,-
2014-08-10,06,Aggravated Assault,17E10,,5900-5999,BISSONNET,ST,-
2014-08-11,06,Aggravated Assault,17E10,Strip Business Center Parking Lot,6700-6799,HILLCROFT,-,-
2014-08-12,11,Theft,17E10,Driveway,5800-5899,HORNWOOD,DR,-
2014-07-31,07,Burglary,17E10,Office Building,6600-6699,ROOKIN,-,-
2014-08-01,23,Burglary,17E10,Residence or House,6000-6099,GULFTON,-,-
2014-08-04,15,Theft,17E10,Convenience Store,6400-6499,BELLAIRE,BLVD,-
2014-08-03,09,Theft,17E10,Commercial Parking Lot or Garage,6900-6999,HILLCROFT,-,-
2014-08-18,22,Robbery,17E10,Apartment Parking Lot,6700-6799,DE MOSS,DR,-
2014-08-14,19,Theft,17E10,Grocery Store or Supermarket,6300-6399,BELLAIRE,BLVD,-
2014-08-14,05,Auto Theft,17E10,Apartment Parking Lot,5900-5999,DASHWOOD,DR,-
2014-08-14,11,Auto Theft,17E10,,6900-6999,SOUTHWEST,FWY,-
2014-08-26,07,Robbery,17E10,"Road, Street, or Sidewalk",6400-6499,HILLCROFT,-,-
2014-08-25,15,Burglary,17E10,Apartment,5700-5799,GLENMONT,DR,-
2014-08-25,09,Auto Theft,17E10,Apartment Parking Lot,5800-5899,DASHWOOD,DR,-
2014-08-23,17,Robbery,17E10,Apartment Parking Lot,6200-6299,GULFTON,-,-
2014-08-06,10,Theft,17E10,,6900-6999,BELLAIRE,BLVD,-
2014-08-04,02,Robbery,17E10,"Road, Street, or Sidewalk",5700-5799,GULFTON,-,-
2014-08-04,10,Theft,17E10,Strip Business Center Parking Lot,6000-6099,HILLCROFT,-,-
2014-08-03,11,Burglary,17E10,Commercial Building,7500-7599,HILLCROFT,-,-
2014-08-09,03,Aggravated Assault,17E10,,6700-6799,RENWICK,-,-
2014-08-07,01,Robbery,17E10,Apartment Parking Lot,6200-6299,WESTWARD,-,-
2014-08-07,21,Robbery,17E10,Apartment,5700-5799,DASHWOOD,DR,-
2014-08-07,13,Theft,17E10,Restaurant or Cafeteria Parking Lot,7000-7099,SOUTHWEST,FWY,-
2014-08-13,02,Robbery,17E10,Apartment Parking Lot,6000-6099,GULFTON,-,-
2014-08-11,03,Burglary,17E10,Restaurant or Cafeteria,6100-6199,BISSONNET,ST,-
2014-08-10,21,Aggravated Assault,17E10,,6900-6999,HILLCROFT,-,-
2014-08-10,13,Auto Theft,17E10,,6900-6999,BELLAIRE,BLVD,-
2014-08-18,08,Burglary,17E10,Miscellaneous Business (Non-Specific),6000-6099,BISSONNET,ST,-
2014-08-15,22,Theft,17E10,,6100-6199,GLENMONT,DR,-
2014-08-14,08,Theft,17E10,Apartment Parking Lot,6700-6799,DUNLAP,ST,-
2014-08-20,11,Aggravated Assault,17E10,Apartment,6200-6299,GULFTON,-,-
2014-08-19,17,Theft,17E10,"Road, Street, or Sidewalk",6200-6299,WESTWARD,-,-
2014-08-21,19,Burglary,17E10,Apartment,6000-6099,BISSONNET,ST,-
2014-08-21,18,Auto Theft,17E10,Restaurant or Cafeteria Parking Lot,6000-6099,ELM,ST,-
2014-08-22,19,Robbery,17E10,Apartment Parking Lot,6200-6299,GULFTON,-,-
2014-08-22,17,Robbery,17E10,Bus Stop,6300-6399,BELLAIRE,BLVD,-
2014-08-25,14,Burglary,17E10,Apartment,5900-5999,RAMPART,-,-
2014-08-25,22,Theft,17E10,Restaurant or Cafeteria,6000-6099,HILLCROFT,-,-
2014-08-29,21,Auto Theft,17E10,,5600-5699,CHIMNEY ROCK,RD,-
2014-08-29,17,Burglary,17E10,Apartment,5900-5999,GLENMONT,DR,-
2014-08-29,12,Aggravated Assault,17E10,,6200-6299,WESTWARD,-,-
2014-08-27,13,Robbery,17E10,,6200-6299,GULFTON,-,-
2014-08-28,01,Robbery,17E10,Apartment Parking Lot,5900-5999,RAMPART,-,-
2014-08-30,22,Theft,17E10,,6200-6299,BELLAIRE,BLVD,-
2014-08-31,18,Aggravated Assault,17E10,Apartment,5300-5399,CHIMNEY ROCK,RD,-
2014-08-08,00,Robbery,17E10,"Road, Street, or Sidewalk",7300-7399,HILLCROFT,-,-
2014-08-11,10,Robbery,17E10,Hospital,5300-5399,DASHWOOD,DR,-
2014-08-12,05,Burglary,17E10,Convenience Store,6500-6599,CHIMNEY ROCK,RD,-
2014-08-11,23,Burglary,17E10,Apartment,5600-5699,CHIMNEY ROCK,RD,-
2014-08-10,00,Robbery,17E10,Apartment,5900-5999,DASHWOOD,DR,-
2014-08-04,08,Auto Theft,17E10,"Road, Street, or Sidewalk",6600-6699,DE MOSS,DR,-
2014-08-04,08,Theft,17E10,Hotel or Motel Parking Lot,6600-6699,SOUTHWEST,FWY,-
2014-08-05,14,Auto Theft,17E10,,6500-6599,BELLAIRE,BLVD,-
2014-08-01,08,Auto Theft,17E10,Residence or House,7000-7099,HILLCROFT,-,-
2014-08-01,09,Theft,17E10,,5600-5699,CHIMNEY ROCK,RD,-
2014-08-01,10,Theft,17E10,Apartment,7100-7199,HILLCROFT,-,-
2014-07-31,10,Burglary,17E10,Commercial Building,6200-6299,BELLAIRE,BLVD,-
2014-08-12,15,Aggravated Assault,17E10,"Road, Street, or Sidewalk",6000-6099,HILLCROFT,-,-
2014-08-14,15,Theft,17E10,,6200-6299,CHIMNEY ROCK,RD,-
2014-08-14,17,Auto Theft,17E10,,5400-5499,ELM,ST,-
2014-08-15,02,Aggravated Assault,17E10,,6200-6299,BISSONNET,ST,-
2014-08-18,17,Aggravated Assault,17E10,,6200-6299,GULFTON,-,-
2014-08-25,21,Aggravated Assault,17E10,,6500-6599,HILLCROFT,-,-
2014-08-26,17,Theft,17E10,,6000-6099,BISSONNET,ST,-
2014-08-24,18,Theft,17E10,Residence or House,5600-5699,GLENMONT,DR,-
2014-08-23,10,Burglary,17E10,Apartment,7100-7199,MAPLERIDGE,-,-
2014-08-23,01,Aggravated Assault,17E10,,5900-5999,BISSONNET,ST,-
2014-08-20,15,Theft,17E10,,6000-6099,CHIMNEY ROCK,RD,-
2014-08-22,08,Theft,17E10,,6400-6499,HILLCROFT,-,-
2014-08-29,23,Aggravated Assault,17E10,,5900-5999,GLENMONT,DR,-
2014-08-30,23,Aggravated Assault,17E10,Apartment,6100-6199,GLENMONT,DR,-
2014-08-30,01,Robbery,17E10,Apartment Parking Lot,5900-5999,GLENMONT,DR,-
2014-08-29,07,Burglary,17E10,Restaurant or Cafeteria,5500-5599,GULFTON,-,-
2014-08-27,13,Aggravated Assault,17E10,,5800-5899,CLAREWOOD,DR,-
2014-08-27,23,Theft,17E10,"Gym, Recreat, Club House, Indoor Pool, Spa",5500-5599,EL CAMINO DEL REY,-,-
2014-08-03,00,Aggravated Assault,17E10,,5900-5999,GULFTON,-,-
2014-08-04,11,Theft,17E10,Department or Discount Store,5900-5999,BELLAIRE,BLVD,-
2014-08-01,21,Theft,17E10,,6200-6299,BISSONNET,ST,-
2014-08-09,20,Auto Theft,17E10,,6500-6599,ASHCROFT,DR,-
2014-08-20,04,Theft,17E10,Apartment Parking Lot,5400-5499,RENWICK,-,-
2014-08-20,09,Theft,17E10,Department or Discount Store,6700-6799,HILLCROFT,-,-
2014-08-23,09,Auto Theft,17E10,Apartment Parking Lot,6200-6299,RAMPART,-,-
