Date,Hour,Offense Type,Beat,Block Range,Street Name,Type,Suffix,# Of
2014-06-20,07,Burglary,9C20,6900-6999,ZOLTOWSKI,-,-,1
2014-06-18,05,Theft,9C20,7000-7099,ZOLTOWSKI,-,-,1
2014-06-14,22,Aggravated Assault,9C20,500-599,ZOE,-,-,1
2014-06-29,15,Theft,14D10,3800-3899,ZEPHYR,-,-,1
2014-06-29,10,Aggravated Assault,19G20,4300-4399,YUPON RIDGE,-,-,1
2014-06-20,19,Auto Theft,1A30,3300-3399,YUPON,-,-,1
2014-06-21,09,Theft,1A30,4400-4499,YUPON,-,-,1
2014-06-21,10,Theft,1A30,4400-4499,YUPON,-,-,1
2014-06-12,08,Auto Theft,4F20,11900-11999,YOUNGWOOD,LN,S,1
2014-06-15,14,Theft,14D10,3600-3699,YOSEMITE,-,-,1
2014-06-17,08,Burglary,18F20,2600-2699,YORKTOWN,ST,-,1
2014-06-02,'15,Theft,'18F20,1700-1799,YORKTOWN,ST,-,1
2014-06-22,02,Aggravated Assault,3B50,800-899,YORKSHIRE,-,-,1
2014-06-23,05,Theft,3B50,900-999,YORKSHIRE,-,-,1
2014-06-28,12,Theft,8C60,7400-7499,YOE,-,-,1
2014-06-17,15,Burglary,8C60,7700-7799,YOE,-,-,1
2014-06-29,09,Theft,1A20,2400-2499,YOAKUM,BLVD,-,1
2014-06-20,12,Burglary,1A30,3400-3499,YOAKUM,BLVD,-,1
2014-06-02,'07,Theft,'1A30,3600-3699,YOAKUM,BLVD,-,1
2014-06-12,16,Burglary,14D10,3800-3899,YELLOWSTONE,BLVD,-,1
2014-06-18,08,Burglary,14D10,3300-3399,YELLOWSTONE,BLVD,-,1
2014-05-31,'19,Theft,'14D10,3700-3799,YELLOWSTONE,BLVD,-,1
2014-06-02,'18,Theft,'14D10,4400-4499,YELLOWSTONE,BLVD,-,1
2014-06-29,21,Aggravated Assault,2A30,1000-1099,YALE,-,-,1
2014-06-11,17,Aggravated Assault,2A30,2700-2799,YALE,-,-,1
2014-06-19,09,Theft,2A30,600-699,YALE,-,-,1
2014-06-17,10,Theft,2A30,700-799,YALE,-,-,1
2014-06-25,21,Theft,2A30,1200-1299,YALE,-,-,1
2014-06-17,16,Theft,2A50,100-199,YALE,-,-,1
2014-06-11,11,Theft,2A50,100-199,YALE,-,-,1
2014-06-18,13,Theft,2A50,100-199,YALE,-,-,1
2014-06-24,16,Theft,2A50,100-199,YALE,-,-,1
2014-06-16,13,Theft,2A50,100-199,YALE,-,-,1
2014-06-25,13,Theft,2A50,100-199,YALE,-,-,1
2014-06-27,18,Theft,2A50,100-199,YALE,-,-,1
2014-06-17,19,Robbery,3B40,5100-5199,YALE,-,-,1
2014-06-20,21,Robbery,3B40,5000-5099,YALE,-,-,1
2014-06-14,06,Theft,3B40,4400-4499,YALE,-,-,1
2014-06-30,21,Robbery,3B40,4600-4699,YALE,-,-,1
2014-06-15,09,Theft,6B20,5600-5699,YALE,-,-,1
2014-06-19,18,Aggravated Assault,6B20,5700-5799,YALE,-,-,1
2014-06-23,14,Aggravated Assault,6B20,5700-5799,YALE,ST,-,1
2014-06-21,14,Theft,6B20,5600-5699,YALE,ST,-,1
2014-06-13,13,Burglary,6B20,5600-5699,YALE,-,-,1
2014-06-02,'00,Theft,'6B20,5800-5899,YALE,-,-,1
2014-06-02,'05,Robbery,'3B40,5000-5099,YALE,-,-,1
2014-06-02,'13,Theft,'2A50,100-199,YALE,-,-,1
2014-06-02,'14,Theft,'2A30,1700-1799,YALE,-,-,1
2014-06-02,'22,Theft,'6B20,5800-5899,YALE,-,-,1
2014-06-02,'23,Robbery,'3B40,4900-4999,YALE,-,-,1
2014-06-29,14,Burglary,7C20,3500-3599,WYRICK,-,-,1
2014-06-28,17,Theft,14D10,3700-3799,WYOMING,-,-,1
2014-06-23,19,Burglary,13D10,4000-4099,WYNONA,-,-,1
2014-06-12,07,Theft,13D20,8300-8399,WYNBROOK,-,-,1
2014-06-10,09,Burglary,20G50,800-899,WYCLIFFE,DR,-,1
2014-06-27,15,Theft,4F30,1500-1599,WYCLIFFE,DR,-,1
2014-06-24,10,Theft,10H80,2500-2599,WROXTON,RD,-,1
2014-06-22,04,Aggravated Assault,17E30,12400-12499,WRENTHORPE,DR,-,2
2014-06-21,03,Burglary,2A60,700-799,WORTHSHIRE,ST,-,1
2014-06-17,07,Theft,7C50,4600-4699,WORLD HOUSTON,PKWY,-,1
2014-06-15,13,Theft,8C60,9900-9999,WOODWICK,-,-,1
2014-06-23,19,Burglary,18F20,5200-5299,WOODWAY,DR,-,1
2014-06-20,23,Theft,18F30,5700-5799,WOODWAY,DR,-,1
2014-06-23,20,Robbery,18F30,6400-6499,WOODWAY,DR,-,1
2014-06-24,06,Theft,18F40,8700-8799,WOODWAY,DR,-,1
2014-06-01,'14,Theft,'18F30,6500-6599,WOODWAY,DR,-,1
2014-06-12,11,Burglary,15E30,3700-3799,WOODVALLEY,DR,-,1
2014-06-17,17,Theft,24C30,2700-2799,WOODSPRING FOREST,DR,-,1
2014-06-27,08,Theft,24C60,14600-14699,WOODSON PARK,DR,-,1
2014-06-14,13,Theft,6B30,7100-7199,WOODSMAN,TRL,-,1
2014-06-30,23,Burglary,10H20,4400-4499,WOODSIDE,ST,-,1
2014-06-22,00,Aggravated Assault,16E20,13400-13499,WOODRING,DR,-,1
2014-06-19,12,Theft,11H20,7200-7299,WOODRIDGE,-,-,1
2014-06-12,16,Auto Theft,11H20,6900-6999,WOODRIDGE,-,-,1
2014-06-25,12,Theft,13D10,2800-2899,WOODRIDGE,-,-,1
2014-06-28,20,Theft,13D10,3300-3399,WOODRIDGE,-,-,1
2014-06-28,15,Theft,1A10,,WOODRIDGE,-,-,1
2014-05-27,'20,Theft,'13D10,3100-3199,WOODRIDGE,DR,-,1
2014-05-31,'16,Theft,'13D10,3100-3199,WOODRIDGE,DR,-,1
2014-06-24,12,Theft,8C30,8100-8199,WOODLYN,RD,-,1
2014-06-24,18,Burglary,8C40,9100-9199,WOODLYN,RD,-,1
2014-06-19,14,Burglary,8C40,9200-9299,WOODLYN,RD,-,1
2014-06-02,'18,Burglary,'8C30,8200-8299,WOODLYN,RD,-,1
2014-06-12,15,Theft,1A10,3200-3299,WOODLAND PARK,DR,-,1
2014-06-25,20,Theft,1A10,3000-3099,WOODLAND PARK,DR,-,1
2014-06-12,17,Burglary,1A10,3200-3299,WOODLAND PARK,DR,-,1
2014-06-26,20,Burglary,20G30,3200-3299,WOODLAND PARK,DR,-,1
2014-06-14,22,Burglary,20G30,3200-3299,WOODLAND PARK,DR,-,1
2014-06-28,01,Burglary,20G30,3200-3299,WOODLAND PARK,DR,-,1
2014-06-29,03,Burglary,20G30,3200-3299,WOODLAND PARK,DR,-,1
2014-06-13,01,Burglary,20G30,3200-3299,WOODLAND PARK,DR,-,1
2014-06-16,19,Burglary,20G30,3200-3299,WOODLAND PARK,DR,-,1
2014-06-20,08,Burglary,20G30,3200-3299,WOODLAND PARK,DR,-,1
2014-06-12,22,Burglary,20G30,3200-3299,WOODLAND PARK,DR,-,1
2014-06-17,13,Burglary,20G40,2500-2599,WOODLAND PARK,DR,-,2
2014-06-21,01,Aggravated Assault,24C10,3400-3499,WOODLAND HILLS,DR,-,2
2014-06-02,'17,Auto Theft,'24C10,1700-1799,WOODLAND HILLS,DR,-,1
2014-06-13,11,Theft,HCSO,500-599,WOODLAND,DR,-,1
2014-06-22,12,Aggravated Assault,9C40,500-599,WOODHURST,-,-,1
2014-06-26,16,Burglary,2A60,1100-1199,WOODHILL,RD,-,1
2014-06-28,08,Auto Theft,1A30,2600-2699,WOODHEAD,-,-,1
2014-06-17,14,Theft,1A10,,WOODFOREST BLVD / JOHN RALSTON RD,-,-,1
2014-06-17,01,Robbery,9C40,12400-12499,WOODFOREST,BLVD,-,1
2014-06-12,16,Theft,9C40,12400-12499,WOODFOREST,BLVD,-,1
2014-06-05,17,Aggravated Assault,9C40,12400-12499,WOODFOREST,BLVD,-,1
2014-06-19,02,Aggravated Assault,19G10,9400-9499,WOODFAIR,DR,-,3
2014-06-13,21,Aggravated Assault,19G10,9300-9399,WOODFAIR,DR,-,1
2014-06-28,16,Rape,19G10,9300-9399,WOODFAIR,DR,-,1
2014-06-25,23,Aggravated Assault,19G10,9400-9499,WOODFAIR,DR,-,1
2014-06-23,12,Auto Theft,19G10,9400-9499,WOODFAIR,DR,-,1
2014-06-20,15,Theft,19G10,9400-9499,WOODFAIR,DR,-,1
2014-06-19,00,Burglary,19G10,9400-9499,WOODFAIR,DR,-,1
2014-06-11,18,Theft,19G10,9200-9299,WOODFAIR,DR,-,1
2014-06-22,14,Auto Theft,19G10,9200-9299,WOODFAIR,DR,-,1
2014-06-13,11,Theft,19G10,9300-9399,WOODFAIR,DR,-,1
2014-06-28,07,Aggravated Assault,20G10,3400-3499,WOODCHASE,-,-,1
2014-05-06,'15,Theft,'20G10,3600-3699,WOODCHASE,-,-,1
2014-05-11,'06,Burglary,'20G10,3400-3499,WOODCHASE,-,-,1
2014-05-17,'18,Theft,'20G10,3900-3999,WOODCHASE,-,-,1
2014-06-01,'03,Theft,'20G10,3600-3699,WOODCHASE,-,-,1
2014-06-25,17,Theft,10H70,1900-1999,WOODBURY,-,-,1
2014-06-25,18,Burglary,9C40,12100-12199,WOOD SPRING,LN,-,1
2014-06-23,10,Theft,4F10,1600-1699,WITTE,RD,-,1
2014-06-18,21,Aggravated Assault,4F10,1600-1699,WITTE,RD,-,1
2014-06-13,05,Robbery,4F10,1300-1399,WITTE,RD,-,1
2014-06-17,08,Theft,12D10,10900-10999,WITT,RD,-,1
2014-06-24,15,Burglary,6B20,100-199,WITCHER,LN,E,1
2014-06-25,14,Aggravated Assault,6B20,100-199,WITCHER,LN,E,1
2014-06-11,14,Theft,5F10,1500-1599,WIRT,RD,-,1
2014-06-18,10,Auto Theft,5F10,2200-2299,WIRT,RD,-,1
2014-06-18,11,Burglary,5F10,1800-1899,WIRT,RD,-,1
2014-06-28,02,Robbery,5F10,1800-1899,WIRT,RD,-,1
2014-06-23,10,Auto Theft,5F10,1800-1899,WIRT,RD,-,1
2014-06-29,19,Theft,5F10,2100-2199,WIRT,RD,-,1
2014-06-15,17,Burglary,19G30,13000-13099,WIREVINE,LN,-,1
2014-06-24,09,Auto Theft,19G30,13000-13099,WIREVINE,LN,-,1
2014-06-01,'14,Aggravated Assault,'19G30,12900-12999,WIREVINE,LN,-,1
2014-06-18,07,Burglary,7C20,3800-3899,WIPPRECHT,-,-,1
2014-06-21,20,Aggravated Assault,7C20,5200-5299,WIPPRECHT,ST,-,1
2014-06-22,00,Robbery,7C20,5000-5099,WIPPRECHT,-,-,1
2014-06-17,16,Auto Theft,19G30,7700-7799,WINTER GLEN,LN,-,1
2014-06-27,00,Burglary,18F30,6100-6199,WINSOME,LN,-,1
2014-06-19,07,Theft,18F30,5600-5699,WINSOME,LN,-,1
2014-06-20,14,Robbery,18F30,6000-6099,WINSOME,LN,-,1
2014-06-01,'20,Theft,'18F30,5800-5899,WINSOME,LN,-,1
2014-06-03,'01,Auto Theft,'18F30,6000-6099,WINSOME,LN,-,1
2014-06-28,07,Theft,1A10,,WINROCK / WESTHEIMER,-,-,1
2014-06-15,12,Theft,18F40,2000-2099,WINROCK,-,-,1
2014-06-24,07,Theft,18F40,2500-2599,WINROCK,-,-,1
2014-06-27,17,Auto Theft,18F40,2100-2199,WINROCK,-,-,1
2014-06-03,'00,Theft,'18F40,2000-2099,WINROCK,BLVD,-,1
2014-06-28,23,Burglary,14D10,4800-4899,WINNETKA,AVE,-,1
2014-06-20,07,Theft,11H30,8300-8399,WINKLER,DR,-,1
2014-06-13,15,Robbery,11H30,8400-8499,WINKLER,DR,-,1
2014-06-17,00,Robbery,11H30,8600-8699,WINKLER,DR,-,1
2014-06-14,00,Burglary,11H30,8600-8699,WINKLER,DR,-,1
2014-06-20,12,Theft,11H30,8300-8399,WINKLER,DR,-,1
2014-06-19,09,Theft,11H30,8300-8399,WINKLER,DR,-,1
2014-06-15,06,Theft,11H30,8500-8599,WINKLER,DR,-,1
2014-06-19,08,Burglary,11H50,9100-9199,WINKLER,DR,-,1
2014-06-20,05,Auto Theft,11H50,9100-9199,WINKLER,DR,-,1
2014-06-09,18,Auto Theft,13D10,100-199,WINKLER,DR,-,1
2014-06-20,18,Auto Theft,13D10,100-199,WINKLER,DR,-,2
2014-05-31,'09,Burglary,'11H30,8400-8499,WINKLER,DR,-,1
2014-05-31,'20,Auto Theft,'11H30,8600-8699,WINKLER,DR,-,1
2014-06-02,'22,Robbery,'13D10,6500-6599,WINFREE,DR,-,1
2014-06-17,06,Aggravated Assault,17E40,12400-12499,WINDY WISP,LN,-,1
2014-06-24,17,Aggravated Assault,16E20,3400-3499,WINDY ROYAL,DR,-,1
2014-06-22,16,Aggravated Assault,16E30,13100-13199,WINDY HEATH,LN,-,1
2014-06-15,06,Theft,12D10,9700-9799,WINDWATER,DR,-,1
2014-06-15,14,Aggravated Assault,12D10,9700-9799,WINDWATER,DR,-,1
2014-06-19,08,Theft,12D10,9700-9799,WINDWATER,DR,-,1
2014-06-10,04,Theft,12D10,9700-9799,WINDWATER,DR,-,1
2014-06-19,09,Auto Theft,12D10,9700-9799,WINDWATER,DR,-,1
2014-06-14,05,Aggravated Assault,18F30,6300-6399,WINDSWEPT,LN,-,1
2014-06-12,07,Auto Theft,18F30,6300-6399,WINDSWEPT,LN,-,1
2014-06-10,09,Theft,18F30,6300-6399,WINDSWEPT,LN,-,1
2014-06-28,17,Robbery,18F30,6300-6399,WINDSWEPT,LN,-,1
2014-06-29,12,Burglary,18F30,6300-6399,WINDSWEPT,LN,-,1
2014-06-16,06,Burglary,18F30,6300-6399,WINDSWEPT,LN,-,1
2014-06-27,18,Aggravated Assault,18F30,6300-6399,WINDSWEPT,LN,-,1
2014-06-19,15,Burglary,18F50,9500-9599,WINDSWEPT,LN,-,1
2014-06-24,10,Auto Theft,18F50,9500-9599,WINDSWEPT,LN,-,1
2014-06-26,18,Theft,1A10,6300-6399,WINDSWEPT,LN,-,1
2014-06-02,'23,Aggravated Assault,'18F30,6400-6499,WINDSWEPT,LN,-,1
2014-06-03,'00,Theft,'18F30,6300-6399,WINDSWEPT,LN,-,1
2014-06-17,20,Auto Theft,1A30,1900-1999,WINDSOR,-,-,1
2014-06-12,09,Robbery,12D10,10100-10199,WINDMILL LAKES,BLVD,-,1
2014-06-14,08,Auto Theft,12D10,10100-10199,WINDMILL LAKES,BLVD,-,1
2014-06-19,11,Theft,12D10,10100-10199,WINDMILL LAKES,BLVD,-,1
2014-06-24,16,Auto Theft,12D10,10100-10199,WINDMILL LAKES,BLVD,-,2
2014-06-26,05,Robbery,12D10,9900-9999,WINDMILL LAKES,BLVD,-,1
2014-06-20,08,Theft,12D10,10100-10199,WINDMILL LAKES,BLVD,-,1
2014-05-29,16,Theft,1A10,9900-9999,WINDMILL LAKES,BLVD,-,1
2014-06-01,'00,Theft,'12D10,9900-9999,WINDMILL LAKES,BLVD,-,3
2014-06-01,'02,Theft,'12D10,9900-9999,WINDMILL LAKES,BLVD,-,1
2014-06-19,15,Robbery,6B40,8900-8999,WINDING RIVER,DR,-,1
2014-06-27,13,Theft,24C60,12800-12899,WINDING MANOR,DR,-,1
2014-06-16,10,Theft,1A20,1400-1499,WILSON,-,-,1
2014-06-16,13,Theft,5F30,7500-7599,WILSHIRE PLACE,DR,-,1
2014-06-16,13,Burglary,13D20,7900-7999,WILMERDEAN,-,-,1
2014-06-13,11,Burglary,13D20,7600-7699,WILMERDEAN,-,-,1
2014-06-01,'18,Theft,'10H10,4000-4099,WILMER,-,-,1
2014-06-12,17,Burglary,5F20,9300-9399,WILLOWVIEW,LN,-,1
2014-06-10,16,Theft,1A10,2000-2099,WILLOWBROOK MALL,-,-,1
2014-05-15,14,Theft,5F40,1400-1499,WILLOWBROOK MALL,-,-,1
2014-06-10,18,Theft,5F40,2000-2099,WILLOWBROOK MALL,-,-,1
2014-06-11,16,Theft,5F40,2000-2099,WILLOWBROOK MALL,-,-,1
2014-06-27,16,Burglary,15E20,5400-5499,WILLOWBEND,-,-,1
2014-06-18,07,Burglary,17E40,6500-6599,WILLOWBEND,-,-,1
2014-06-13,09,Theft,24C10,2000-2099,WILLOW POINT,DR,-,1
2014-06-27,17,Theft,5F40,8400-8499,WILLOW PLACE,DR,-,1
2014-06-26,13,Burglary,5F40,8300-8399,WILLOW PLACE,DR,-,1
2014-06-23,09,Auto Theft,5F40,8300-8399,WILLOW PLACE,DR,-,1
2014-06-02,'06,Burglary,'5F40,8300-8399,WILLOW PLACE,DR,N,1
2014-06-02,'23,Auto Theft,'5F40,8400-8499,WILLOW PLACE,DR,N,1
2014-06-03,'01,Burglary,'5F40,8300-8399,WILLOW PLACE,DR,S,1
2014-06-27,11,Burglary,14D30,5900-5999,WILLOW GLEN,DR,-,1
2014-06-14,11,Auto Theft,5F40,7900-7999,WILLOW CHASE,BLVD,-,1
2014-06-25,22,Theft,5F40,7700-7799,WILLOW CHASE,BLVD,-,1
2014-06-26,10,Burglary,5F40,7700-7799,WILLOW CHASE,BLVD,-,1
2014-06-15,22,Theft,5F40,7900-7999,WILLOW CHASE,BLVD,-,1
2014-06-14,07,Auto Theft,5F40,7700-7799,WILLOW CHASE,BLVD,-,1
2014-06-11,08,Theft,5F40,7900-7999,WILLOW CHASE,BLVD,-,1
2014-06-19,03,Robbery,5F40,13100-13199,WILLOW CHASE,DR,-,1
2014-06-30,12,Robbery,5F40,12900-12999,WILLOW CHASE,DR,-,1
2014-06-11,09,Auto Theft,5F40,7500-7599,WILLOW CHASE,BLVD,-,1
2014-05-07,'18,Theft,'5F40,7700-7799,WILLOW CHASE,BLVD,-,1
2014-06-14,05,Burglary,5F40,13000-13099,WILLOW CENTRE,-,-,1
2014-06-18,09,Theft,15E20,5000-5099,WILLOW,DR,S,1
2014-06-21,10,Theft,15E20,5000-5099,WILLOW,DR,S,1
2014-06-17,06,Theft,15E20,5000-5099,WILLOW,DR,S,1
2014-06-28,00,Robbery,15E20,5000-5099,WILLOW,DR,S,1
2014-06-18,17,Burglary,15E20,5100-5199,WILLOW,DR,S,1
2014-06-17,13,Theft,15E20,5000-5099,WILLOW,DR,S,1
2014-06-17,16,Auto Theft,15E20,5000-5099,WILLOW,DR,S,1
2014-06-14,16,Theft,15E20,5000-5099,WILLOW,DR,S,1
2014-06-24,13,Theft,16E30,5400-5499,WILLOMINE,WAY,-,1
2014-06-15,13,Theft,2A50,3600-3699,WILLIA,ST,-,1
2014-06-25,22,Theft,2A50,3600-3699,WILLIA,ST,-,1
2014-06-26,18,Burglary,18F20,5600-5699,WILLERS,WAY,-,1
2014-06-16,04,Robbery,18F40,6300-6399,WILLERS,WAY,-,1
2014-05-22,12,Theft,1A10,100-199,WILLARD,-,-,1
2014-06-21,00,Theft,7C50,7000-7099,WILL CLAYTON,PKWY,-,1
2014-06-15,18,Theft,7C50,7000-7099,WILL CLAYTON,PKWY,-,1
2014-05-30,'18,Auto Theft,'7C50,7100-7199,WILL CLAYTON,PKWY,-,1
2014-06-01,'07,Theft,'21I50,5700-5799,WILL CLAYTON,PKWY,-,1
2014-06-26,13,Auto Theft,8C10,7700-7799,WILEYVALE,RD,-,1
2014-06-19,22,Robbery,8C20,6600-6699,WILEYVALE,RD,-,1
2014-06-01,'20,Burglary,'8C20,6500-6599,WILEYVALE,RD,-,1
2014-06-27,14,Theft,8C60,7200-7299,WILEY,-,-,1
2014-06-02,'17,Theft,'8C60,4400-4499,WILEY,-,-,1
2014-06-09,08,Auto Theft,19G20,4400-4499,WILDACRES,DR,-,1
2014-06-19,18,Burglary,19G20,4100-4199,WILDACRES,DR,-,1
2014-06-16,13,Burglary,1A50,4600-4699,WILD INDIGO,-,-,1
2014-06-20,11,Theft,1A50,4600-4699,WILD INDIGO,-,-,1
2014-06-17,22,Burglary,1A50,4600-4699,WILD INDIGO,-,-,1
2014-06-17,08,Auto Theft,1A50,4600-4699,WILD INDIGO,-,-,1
2014-06-29,08,Auto Theft,1A50,4600-4699,WILD INDIGO,-,-,1
2014-05-26,'10,Theft,'1A50,4600-4699,WILD INDIGO,-,-,1
2014-06-13,16,Robbery,17E30,11800-11899,WILCREST,DR,S,1
2014-06-13,07,Auto Theft,19G10,8400-8499,WILCREST,DR,-,2
2014-06-22,18,Theft,19G20,6100-6199,WILCREST,DR,-,1
2014-06-12,10,Theft,19G20,6400-6499,WILCREST,DR,-,1
2014-06-16,05,Theft,19G50,10300-10399,WILCREST,DR,-,1
2014-06-21,11,Theft,19G50,10300-10399,WILCREST,DR,-,1
2014-06-17,18,Burglary,19G50,10300-10399,WILCREST,DR,-,1
2014-06-29,03,Aggravated Assault,19G50,11600-11699,WILCREST,DR,S,1
2014-06-13,16,Theft,19G50,11200-11299,WILCREST,DR,S,1
2014-06-20,10,Theft,19G50,11500-11599,WILCREST,DR,S,1
2014-06-12,21,Auto Theft,19G50,10500-10599,WILCREST,DR,-,2
2013-09-01,15,Theft,20G20,1200-1299,WILCREST,DR,-,1
2014-06-15,09,Auto Theft,20G20,2100-2199,WILCREST,DR,-,1
2014-06-18,10,Theft,20G20,2300-2399,WILCREST,DR,-,1
2014-06-22,15,Burglary,20G20,1300-1399,WILCREST,DR,-,1
2014-06-25,21,Theft,20G20,1300-1399,WILCREST,DR,-,1
2014-06-07,12,Theft,20G20,1200-1299,WILCREST,DR,-,1
2014-06-23,21,Theft,20G20,1900-1999,WILCREST,DR,-,1
2014-06-17,21,Burglary,20G20,2100-2199,WILCREST,DR,-,1
2014-06-18,09,Theft,20G20,300-399,WILCREST,DR,-,1
2014-06-01,'13,Burglary,'20G20,2000-2099,WILCREST,DR,-,1
2014-06-02,'18,Theft,'17E30,11800-11899,WILCREST,DR,S,1
2014-06-11,22,Aggravated Assault,6B20,900-999,WILBURFORCE,-,-,1
2014-06-14,00,Auto Theft,6B20,2000-2099,WILBURFORCE,-,-,1
2014-05-31,17,Burglary,11H30,8100-8199,WIER,DR,-,1
2014-05-30,'22,Theft,'16E20,4800-4899,WICKVIEW,LN,-,1
2014-06-16,10,Theft,1A40,3400-3499,WICKERSHAM,LN,-,1
2014-06-25,17,Burglary,20G20,10900-10999,WICKERSHAM,LN,-,1
2014-06-23,15,Burglary,20G40,11300-11399,WICKERSHAM,LN,-,1
2014-06-16,22,Burglary,20G40,11500-11599,WICKERSHAM,LN,-,1
2014-06-22,23,Theft,20G80,14000-14099,WICKERSHAM,LN,-,1
2014-06-06,08,Theft,17E30,9500-9599,WICKENBURG,DR,-,1
2014-06-01,16,Theft,4F30,11900-11999,WICKCHESTER,LN,-,1
2014-06-16,09,Burglary,10H70,1800-1899,WICHITA,ST,-,1
2014-06-29,18,Theft,20G40,12400-12499,WHITTINGTON,-,-,1
2014-06-20,12,Theft,20G40,12300-12399,WHITTINGTON,-,-,1
2014-06-13,20,Burglary,20G70,12700-12799,WHITTINGTON,-,-,1
2014-06-24,20,Theft,20G70,12900-12999,WHITTINGTON,-,-,1
2014-05-30,'20,Theft,'20G70,12700-12799,WHITTINGTON,-,-,1
2014-06-02,'13,Auto Theft,'20G70,12800-12899,WHITTINGTON,-,-,1
2014-06-15,11,Theft,1A20,2600-2699,WHITNEY,-,-,1
2014-06-26,00,Theft,1A20,3300-3399,WHITNEY,-,-,1
2014-06-23,05,Theft,1A20,2400-2499,WHITNEY,-,-,1
2014-06-28,06,Theft,1A20,2200-2299,WHITNEY,-,-,1
2014-06-23,07,Theft,3B40,100-199,WHITNEY,-,W,1
2014-06-18,16,Theft,3B40,100-199,WHITNEY,DR,-,1
2014-06-02,'10,Theft,'24C40,24500-24599,WHITESAIL,DR,-,1
2014-06-12,06,Theft,2A30,1400-1499,WHITE OAK,DR,-,1
2014-06-16,22,Theft,2A30,3100-3199,WHITE OAK,DR,-,1
2014-06-13,16,Aggravated Assault,2A30,2700-2799,WHITE OAK,DR,-,1
2014-06-23,21,Theft,2A30,2800-2899,WHITE OAK,DR,-,1
2014-06-15,11,Auto Theft,17E30,9400-9499,WHITE CHAPEL,LN,-,1
2014-06-14,10,Theft,2A40,1100-1199,WHITE,-,-,1
2014-06-30,02,Aggravated Assault,6B30,6900-6999,WHITBOURNE MEADOW,LN,-,1
2014-06-15,10,Theft,10H70,1600-1699,WHEELER,-,-,1
2014-06-21,22,Robbery,6B20,6100-6199,WHEATLEY,-,-,1
2014-06-15,21,Burglary,13D40,8200-8299,WETHERBY,LN,-,1
2014-06-20,11,Theft,18F60,9400-9499,WESTWOOD VILLAGE,DR,-,1
2014-06-26,18,Burglary,5F20,7900-7999,WESTWOOD,-,-,1
2014-06-14,13,Burglary,19G30,6700-6799,WESTWICK,DR,-,1
2014-06-19,14,Burglary,19G30,6600-6699,WESTWICK,DR,-,1
2014-06-11,06,Burglary,19G30,6600-6699,WESTWICK,DR,-,1
2014-06-23,19,Theft,17E10,6200-6299,WESTWARD,-,-,1
2014-06-13,12,Auto Theft,17E10,6000-6099,WESTWARD,-,-,1
2014-06-26,19,Auto Theft,17E10,6200-6299,WESTWARD,-,-,1
2014-06-26,02,Auto Theft,17E10,6200-6299,WESTWARD,-,-,1
2014-06-26,17,Aggravated Assault,4F10,10100-10199,WESTVIEW,DR,-,1
2014-05-24,09,Theft,4F10,10500-10599,WESTVIEW,DR,-,1
2014-06-17,16,Theft,4F10,10100-10199,WESTVIEW,DR,-,1
2014-06-21,15,Theft,4F30,10700-10799,WESTVIEW,DR,-,1
2014-06-29,10,Theft,5F10,7100-7199,WESTVIEW,DR,-,1
2014-06-16,23,Burglary,5F10,7000-7099,WESTVIEW,DR,-,1
2014-06-11,06,Burglary,5F10,7700-7799,WESTVIEW,DR,-,1
2014-06-20,15,Theft,5F10,7400-7499,WESTVIEW,DR,-,1
2014-06-10,07,Theft,15E40,2400-2499,WESTRIDGE,ST,-,1
2014-06-27,10,Auto Theft,15E40,2700-2799,WESTRIDGE,ST,-,1
2014-06-15,02,Robbery,15E40,2900-2999,WESTRIDGE,ST,-,1
2014-06-19,11,Theft,15E40,2400-2499,WESTRIDGE,ST,-,1
2014-06-10,06,Theft,15E40,2400-2499,WESTRIDGE,ST,-,1
2014-06-17,18,Auto Theft,15E40,2600-2699,WESTRIDGE,ST,-,1
2014-06-12,21,Robbery,15E40,2900-2999,WESTRIDGE,ST,-,1
2014-05-23,'11,Burglary,'15E40,2400-2499,WESTRIDGE,ST,-,1
2014-05-31,'18,Theft,'15E40,2400-2499,WESTRIDGE,ST,-,1
2014-06-12,13,Theft,1A10,,WESTPARK ENT,-,-,1
2014-06-20,11,Theft,18F30,6200-6299,WESTPARK,DR,-,1
2014-06-11,23,Theft,18F50,9900-9999,WESTPARK,DR,-,1
2014-06-14,06,Theft,18F50,9800-9899,WESTPARK,DR,-,1
2014-06-20,04,Auto Theft,18F50,9800-9899,WESTPARK,DR,-,1
2014-06-14,16,Robbery,18F50,7700-7799,WESTPARK,DR,-,1
2014-06-20,03,Murder,18F50,9800-9899,WESTPARK,DR,-,1
2014-06-26,15,Auto Theft,18F50,9600-9699,WESTPARK,DR,-,1
2014-06-22,09,Burglary,18F50,9000-9099,WESTPARK,DR,-,1
2014-06-12,21,Theft,1A50,2600-2699,WESTPARK,DR,-,1
2014-06-30,19,Theft,1A50,3200-3299,WESTPARK,DR,-,1
2014-06-20,09,Auto Theft,20G10,10000-10099,WESTPARK,DR,-,1
2014-06-26,11,Auto Theft,20G10,10000-10099,WESTPARK,DR,-,1
2014-06-11,00,Burglary,20G10,10000-10099,WESTPARK,DR,-,1
2014-06-18,07,Auto Theft,20G10,10000-10099,WESTPARK,DR,-,1
2014-06-25,17,Burglary,20G10,10000-10099,WESTPARK,DR,-,1
