Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
2014-09-29,22,Auto Theft,13D20,Apartment Parking Lot,6700-6799,TELEPHONE,-,-,1
2014-09-04,03,Aggravated Assault,13D20,Convenience Store Parking Lot,6700-6799,TELEPHONE,-,-,1
2014-09-04,14,Theft,13D20,Residence or House,8600-8699,ROCKHILL,-,-,1
2014-09-03,16,Theft,13D20,"Road, Street, or Sidewalk",6700-6799,REED,RD,-,1
2014-09-03,14,Burglary,13D20,,7900-7999,MORLEY,-,-,1
2014-09-04,07,Theft,13D20,Apartment Parking Lot,4000-4099,BROADWAY,ST,-,1
2014-09-04,08,Theft,13D20,Commercial Building,8500-8599,GULF,FWY,-,1
2014-09-01,06,Theft,13D20,Apartment Parking Lot,7900-7999,MORLEY,-,-,1
2014-09-09,08,Theft,13D20,Apartment Parking Lot,8100-8199,LEONORA,-,-,1
2014-09-07,00,Auto Theft,13D20,,8900-8999,GLENCREST,ST,-,1
2014-09-07,05,Theft,13D20,,7900-7999,MOSLEY,RD,-,1
2014-09-12,08,Theft,13D20,,8900-8999,GLENCREST,ST,-,1
2014-09-11,03,Burglary,13D20,Apartment,7000-7099,BELLFORT,ST,-,1
2014-09-19,19,Burglary,13D20,Residence or House,6500-6599,LYNDHURST,DR,-,1
2014-09-21,10,Robbery,13D20,Sexually Oriented Club,9000-9099,AIRPORT,BLVD,-,1
2014-09-20,21,Aggravated Assault,13D20,"Road, Street, or Sidewalk",6800-6899,KINGSWAY,-,-,1
2014-09-18,09,Burglary,13D20,Apartment,8600-8699,BROADWAY,ST,-,1
2014-09-18,14,Theft,13D20,Miscellaneous Business (Non-Specific),7500-7599,WYNLEA,-,-,1
2014-09-13,15,Theft,13D20,Residence or House,6300-6399,SCHEVERS,-,-,1
2014-09-14,14,Theft,13D20,Apartment Parking Lot,8200-8299,STONE,-,-,1
2014-09-15,01,Burglary,13D20,Apartment,7900-7999,MORLEY,-,-,1
2014-09-15,17,Aggravated Assault,13D20,Apartment,8700-8799,BROADWAY,ST,-,1
2014-09-27,19,Theft,13D20,Vehicle/Auto Sales/Lease/Auto Parts Store,8300-8399,GULF,FWY,-,1
2014-09-25,06,Auto Theft,13D20,Driveway,7500-7599,CAYTON,ST,-,1
2014-09-05,14,Auto Theft,13D20,Miscellaneous Business (Non-Specific),6300-6399,TELEPHONE,-,-,1
2014-09-05,16,Theft,13D20,,8100-8199,COLGATE,-,-,1
2014-09-01,09,Auto Theft,13D20,Driveway,7900-7999,GLEN PRAIRIE,DR,-,1
2014-09-11,20,Burglary,13D20,Apartment,8800-8899,GLENCREST,ST,-,1
2014-09-10,06,Auto Theft,13D20,Apartment Parking Lot,8500-8599,BROADWAY,ST,-,1
2014-09-10,22,Robbery,13D20,Apartment Parking Lot,8900-8999,BROADWAY,ST,-,1
2014-09-15,08,Burglary,13D20,Commercial Building,6700-6799,DIXIE,DR,-,1
2014-09-17,14,Aggravated Assault,13D20,Strip Business Center Parking Lot,8300-8399,GULF,FWY,-,1
2014-09-18,13,Auto Theft,13D20,Apartment Parking Lot,6900-6999,WESTOVER,-,-,1
2014-09-19,15,Theft,13D20,,8900-8999,RUTHBY,-,-,1
2014-09-21,08,Burglary,13D20,Apartment,8400-8499,BROADWAY,ST,-,1
2014-09-25,15,Burglary,13D20,Rental Storage Facility,9300-9399,GULF,FWY,-,1
2014-09-28,10,Theft,13D20,,8900-8999,BROADWAY,ST,-,1
2014-09-28,11,Theft,13D20,Department or Discount Store,8200-8299,BROADWAY,ST,-,1
2014-09-26,21,Theft,13D20,Apartment,7900-7999,MORLEY,-,-,1
2014-09-21,19,Aggravated Assault,13D20,Apartment,8400-8499,BROADWAY,ST,-,1
2014-09-29,10,Auto Theft,13D20,,7900-7999,BELLFORT,ST,-,1
2014-09-02,13,Burglary,13D20,Residence or House,6700-6799,EVANS,ST,-,1
2014-09-03,10,Theft,13D20,,8500-8599,BROADWAY,ST,-,1
2014-09-01,06,Theft,13D20,Driveway,8300-8399,GLENLOCH,DR,-,1
2014-09-01,12,Theft,13D20,Convenience Store,6500-6599,BELLFORT,ST,-,1
2014-09-03,18,Robbery,13D20,Apartment Parking Lot,7800-7899,GROVE RIDGE,DR,-,1
2014-09-13,23,Theft,13D20,Other Parking Lot,4000-4099,BROADWAY,ST,-,1
2014-09-12,06,Aggravated Assault,13D20,Bar or Night Club Parking Lot,8300-8399,GULF,FWY,-,1
2014-09-07,08,Theft,13D20,Apartment Parking Lot,8700-8799,BROADWAY,ST,-,1
2014-09-07,18,Robbery,13D20,"Field, Woods, Forest, Park",6700-6799,TELEPHONE,-,-,1
2014-09-08,16,Theft,13D20,Department or Discount Store,8200-8299,BROADWAY,ST,-,1
2014-09-10,06,Auto Theft,13D20,Driveway,7000-7099,RICHWOOD,RD,-,1
2014-09-09,16,Theft,13D20,,6900-6999,BELLFORT,ST,-,1
2014-09-09,13,Theft,13D20,Service or Gas Station,3900-3999,BROADWAY,ST,-,1
2014-09-18,13,Theft,13D20,Apartment,8400-8499,BROADWAY,ST,-,1
2014-09-16,20,Theft,13D20,,8800-8899,AIRPORT,BLVD,-,1
2014-09-15,09,Burglary,13D20,Apartment,8700-8799,BROADWAY,ST,-,1
2014-09-16,18,Burglary,13D20,Residence or House,7300-7399,BROCKLEY,LN,-,1
2014-09-20,15,Theft,13D20,Apartment Parking Lot,8600-8699,BROADWAY,ST,-,1
2014-09-19,13,Burglary,13D20,Apartment,8700-8799,BROADWAY,ST,-,1
2014-09-22,22,Aggravated Assault,13D20,"Road, Street, or Sidewalk",7600-7699,EDNA,ST,-,1
2014-09-25,19,Auto Theft,13D20,Apartment,8700-8799,BROADWAY,ST,-,1
2014-09-25,23,Burglary,13D20,Commercial Building,7600-7699,PARK PLACE,BLVD,-,1
2014-09-25,14,Theft,13D20,Residence or House,6200-6299,WALTRIP,-,-,1
2014-09-25,15,Aggravated Assault,13D20,Driveway,7600-7699,ROCKHILL,-,-,1
2014-09-30,16,Theft,13D20,,9200-9299,GULF,FWY,-,1
2014-09-19,11,Auto Theft,13D30,Miscellaneous Business (Non-Specific),8200-8299,KOPMAN,DR,-,2
2014-09-08,07,Burglary,13D30,Commercial Or Training School,7600-7699,AIRPORT,BLVD,-,1
2014-09-25,13,Theft,13D30,Service or Gas Station,7000-7099,AIRPORT,BLVD,-,1
2014-09-08,13,Burglary,13D30,Residence or House,8800-8899,KOALA,DR,-,1
2014-09-24,18,Robbery,13D30,Residence or House,8300-8399,JET PILOT,-,-,1
2014-09-25,19,Robbery,13D30,"Road, Street, or Sidewalk",7700-7799,TELEPHONE,-,-,1
2014-09-13,13,Theft,13D30,Residence or House,8800-8899,TWEED,DR,-,1
2014-09-19,17,Theft,13D40,,8500-8599,SAM HOUSTON,PKWY,S,1
2014-09-21,13,Aggravated Assault,13D40,Apartment Parking Lot,10900-10999,TELEPHONE,-,-,1
2014-09-07,15,Theft,13D40,Service or Gas Station,7700-7799,SAM HOUSTON,PKWY,S,1
2014-09-12,15,Auto Theft,13D40,Residence or House,8200-8299,PEEKSKILL,LN,-,1
2014-09-10,06,Auto Theft,13D40,Driveway,8400-8499,TAVENOR,LN,-,2
2014-09-04,11,Theft,13D40,Apartment,11500-11599,PEARLAND,PKWY,-,1
2014-07-21,10,Theft,13D40,,9900-9999,TELEPHONE,-,-,1
2014-09-10,21,Auto Theft,13D40,Mobile Home,10800-10899,TELEPHONE,-,-,1
2014-09-05,08,Theft,13D40,Department or Discount Store,8500-8599,SAM HOUSTON,PKWY,-,1
2014-09-17,13,Theft,13D40,Department or Discount Store,8500-8599,SAM HOUSTON,PKWY,S,1
2014-09-22,03,Burglary,13D40,Convenience Store,9700-9799,TELEPHONE,-,-,1
2014-09-23,19,Robbery,13D40,Restaurant or Cafeteria Parking Lot,10500-10599,TELEPHONE,-,-,1
2014-09-20,01,Theft,13D40,Apartment,10200-10299,TELEPHONE,-,-,1
2014-09-20,15,Theft,13D40,Restaurant or Cafeteria,11300-11399,MONROE,RD,-,1
2014-09-12,10,Robbery,13D40,Other Parking Lot,9400-9499,MONROE,RD,-,1
2014-09-30,12,Aggravated Assault,13D40,Convenience Store,10000-10099,TELEPHONE,-,-,1
2014-09-09,12,Theft,13D40,Department or Discount Store,8500-8599,SAM HOUSTON,PKWY,S,1
2014-09-08,20,Robbery,13D40,Mobile Home,10800-10899,TELEPHONE,-,-,1
2014-09-21,18,Theft,13D40,Other Parking Lot,10600-10699,TELEPHONE,RD,-,1
2014-09-25,17,Theft,13D40,Apartment Parking Lot,10200-10299,TELEPHONE,-,-,1
2014-09-30,14,Burglary,13D40,Apartment,11500-11599,PEARLAND,PKWY,-,1
2014-09-17,12,Theft,13D40,Service or Gas Station,8400-8499,SAM HOUSTON,PKWY,S,1
2014-05-11,21,Theft,13D40,Driveway,8400-8499,GULFWOOD,LN,-,1
2014-09-19,18,Theft,13D40,Grocery Store or Supermarket,8500-8599,SAM HOUSTON,PKWY,S,1
2014-09-27,15,Theft,13D40,Residence or House,8300-8399,WETHERBY,LN,-,1
2014-09-27,08,Burglary,13D40,Miscellaneous Business (Non-Specific),7400-7499,ALMEDA GENOA,RD,-,1
2014-09-25,18,Theft,13D40,Department or Discount Store,8500-8599,SAM HOUSTON,PKWY,S,1
2014-09-23,18,Theft,13D40,Residence or House,7700-7799,WAYFARER,LN,-,1
2014-09-13,10,Theft,13D40,"Road, Street, or Sidewalk",7700-7799,SAM HOUSTON,PKWY,S,1
2014-09-22,17,Burglary,13D40,Residence or House,8200-8299,COASTWAY,-,-,1
2014-09-05,18,Theft,13D40,Convenience Store Parking Lot,11100-11199,MONROE,RD,-,1
2014-09-01,15,Theft,14D10,Apartment Parking Lot,3300-3399,YELLOWSTONE,BLVD,-,1
2014-09-02,12,Theft,14D10,Miscellaneous Business (Non-Specific),6100-6199,SCOTT,ST,-,1
2014-09-09,18,Theft,14D10,Grocery Store or Supermarket,6100-6199,SCOTT,-,-,1
2014-09-09,23,Theft,14D10,Apartment Parking Lot,3300-3399,YELLOWSTONE,BLVD,-,1
2014-09-07,23,Theft,14D10,Driveway,4900-4999,KELSO,-,-,1
2014-09-11,17,Burglary,14D10,Residence or House,6800-6899,SIDNEY,-,-,1
2014-09-14,21,Rape,14D10,Residence or House,6700-6799,FOSTER,ST,-,1
2014-09-24,16,Robbery,14D10,"Road, Street, or Sidewalk",7000-7099,SCOTT,-,-,1
2014-09-23,11,Theft,14D10,Restaurant or Cafeteria,3600-3699,OLD SPANISH,TRL,-,1
2014-09-23,17,Auto Theft,14D10,Residence or House,5100-5199,YELLOWSTONE,BLVD,-,1
2014-09-28,09,Theft,14D10,,5600-5699,ROYAL PALMS,ST,-,1
2014-09-19,10,Theft,14D10,,3700-3799,DAPHNE,ST,-,1
2014-09-19,11,Aggravated Assault,14D10,Residence or House,6700-6799,SIDNEY,-,-,1
2014-09-17,12,Theft,14D10,,6100-6199,SCOTT,-,-,1
2014-09-17,11,Aggravated Assault,14D10,Residence or House,6700-6799,BURKETT,ST,-,1
2014-09-15,08,Theft,14D10,Commercial Parking Lot or Garage,6100-6199,CULLEN,BLVD,-,1
2014-09-29,04,Theft,14D10,Drug Store or Medical Supply,3800-3899,OLD SPANISH,TRL,-,1
2014-09-29,01,Robbery,14D10,Bar or Night Club,6400-6499,ST AUGUSTINE,-,-,1
2014-09-29,15,Theft,14D10,,4800-4899,EPPES,ST,-,1
2014-09-14,06,Auto Theft,14D10,Apartment Parking Lot,3300-3399,ALICE,ST,-,1
2014-09-09,00,Burglary,14D10,Miscellaneous Business (Non-Specific),5800-5899,CULLEN,BLVD,-,1
2014-09-09,08,Burglary,14D10,Apartment,4400-4499,PERRY,-,-,1
2014-09-09,09,Robbery,14D10,Residence or House,4300-4399,DREYFUS,-,-,1
2014-09-04,08,Theft,14D10,Residence or House,4000-4099,CORDER,ST,-,1
2014-09-01,08,Theft,14D10,Driveway,5300-5399,NEWKIRK,LN,-,1
2014-09-01,07,Theft,14D10,Apartment Parking Lot,3300-3399,YELLOWSTONE,BLVD,-,1
2014-08-31,11,Theft,14D10,Apartment Parking Lot,3300-3399,YELLOWSTONE,BLVD,-,1
2014-09-24,14,Burglary,14D10,Apartment,4400-4499,PERRY,-,-,1
2014-09-22,12,Theft,14D10,Residence or House,6800-6899,FOSTER,ST,-,1
2014-09-25,10,Theft,14D10,"Other, Unknown, or Not Listed",5600-5699,ROYAL PALMS,ST,-,1
2014-09-26,08,Theft,14D10,Apartment,5800-5899,MARTIN LUTHER KING,BLVD,-,1
2014-09-26,18,Theft,14D10,,4900-4999,WARD,-,-,1
2014-09-20,14,Burglary,14D10,Residence or House,6700-6799,FOSTER,ST,-,1
2014-09-15,09,Theft,14D10,Other Parking Lot,6100-6199,CULLEN,BLVD,-,1
2014-09-18,06,Theft,14D10,Apartment Parking Lot,3700-3799,SOUTHLAWN,-,-,1
2014-09-26,11,Theft,14D10,,6800-6899,DUMBLE,ST,-,1
2014-09-15,16,Aggravated Assault,14D10,,3300-3399,ALICE,ST,-,1
2014-09-15,21,Theft,14D10,Apartment Parking Lot,3300-3399,YELLOWSTONE,BLVD,-,1
2014-09-16,07,Auto Theft,14D10,Driveway,4900-4999,RADIAL,-,-,1
2014-09-17,12,Burglary,14D10,Residence or House,3700-3799,DAPHNE,ST,-,1
2014-09-02,19,Theft,14D10,,4900-4999,GRIGGS,-,-,1
2014-09-04,09,Burglary,14D10,Savings and Loan Institutions,4400-4499,GRIGGS,-,-,1
2014-09-06,16,Burglary,14D10,Residence or House,5600-5699,MILART,-,-,1
2014-09-08,08,Theft,14D10,"Church, Synagogue, or Temple",4500-4599,YELLOWSTONE,BLVD,-,1
2014-09-12,22,Robbery,14D10,Bus Station,6000-6099,SCOTTCREST,DR,-,1
2013-10-31,07,Murder,14D10,,6700-6799,SIDNEY,-,-,1
2014-09-19,12,Theft,14D10,Commercial Parking Lot or Garage,6500-6599,FOSTER,ST,-,1
2014-09-14,18,Burglary,14D10,Residence or House,5100-5199,NASSAU,CT,-,1
2014-09-21,18,Robbery,14D10,Convenience Store,6800-6899,CULLEN,BLVD,-,1
2014-09-23,09,Burglary,14D10,Warehouse,6000-6099,LOOP,-,S,1
2014-09-08,12,Burglary,14D10,Apartment,5600-5699,ROYAL PALMS,ST,-,1
2014-09-08,07,Theft,14D10,Apartment Parking Lot,3700-3799,SOUTHLAWN,-,-,1
2014-09-13,00,Burglary,14D10,Residence or House,6800-6899,FOSTER,ST,-,1
2014-09-11,10,Theft,14D10,Apartment Parking Lot,3400-3499,DAPHNE,ST,-,1
2014-09-12,03,Robbery,14D10,Service or Gas Station,4600-4699,YELLOWSTONE,BLVD,-,1
2014-08-29,18,Burglary,14D10,Apartment,5500-5599,GRIGGS,-,-,1
2014-09-02,22,Burglary,14D10,Miscellaneous Business (Non-Specific),3500-3599,YELLOWSTONE,BLVD,-,1
2014-09-05,13,Theft,14D10,Vehicle/Auto Sales/Lease/Auto Parts Store,6000-6099,SCOTT,ST,-,1
2014-09-03,17,Burglary,14D10,Residence or House,4500-4599,PERRY,-,-,1
2014-09-04,00,Aggravated Assault,14D10,Apartment Parking Lot,3800-3899,SOUTHLAWN,-,-,1
2014-09-29,08,Burglary,14D10,"Daycare, Child Care, or Kindergarten",6700-6799,ST AUGUSTINE,-,-,1
2014-09-27,21,Burglary,14D10,Apartment,3300-3399,YELLOWSTONE,BLVD,-,1
2014-09-27,19,Theft,14D10,"Road, Street, or Sidewalk",7400-7499,CULLEN,BLVD,-,1
2014-09-26,19,Theft,14D10,"Road, Street, or Sidewalk",5100-5199,CORTELYOU,LN,-,1
2014-09-24,15,Aggravated Assault,14D10,Residence or House,6000-6099,BEEKMAN,RD,-,1
2014-09-21,10,Robbery,14D10,"Road, Street, or Sidewalk",6100-6199,SHERWOOD,DR,-,1
2014-09-16,03,Auto Theft,14D10,,4400-4499,PERRY,-,-,1
2014-09-16,20,Auto Theft,14D10,Apartment Parking Lot,3300-3399,ALICE,ST,-,1
2014-09-19,06,Auto Theft,14D10,Residence or House,6500-6599,CONLEY,ST,-,1
2014-09-18,19,Burglary,14D10,Residence or House,6700-6799,NEW YORK,-,-,1
2014-09-19,09,Theft,14D10,Residence or House,6300-6399,MARTIN LUTHER KING,BLVD,-,1
2014-09-17,08,Theft,14D10,,6600-6699,PEERLESS,-,-,1
2014-09-09,14,Burglary,14D10,Residence or House,5900-5999,FOSTER,ST,-,1
2014-09-09,22,Theft,14D10,Apartment Parking Lot,3300-3399,YELLOWSTONE,BLVD,-,1
2014-09-07,17,Robbery,14D10,Bar or Night Club Parking Lot,6400-6499,ST AUGUSTINE,-,-,1
2014-09-11,22,Burglary,14D10,"Hotel, Motel, Inn, Etc.",4500-4599,IDAHO,-,-,1
2014-09-10,19,Theft,14D10,Residence or House,4700-4799,WINNETKA,AVE,-,1
2014-09-11,08,Robbery,14D10,"Road, Street, or Sidewalk",6400-6499,ST AUGUSTINE,-,-,1
2014-09-02,15,Theft,14D10,,6100-6199,SCOTT,-,-,1
2014-09-01,13,Theft,14D10,Commercial Building,6300-6399,MARTIN LUTHER KING,BLVD,-,1
2014-09-01,17,Robbery,14D10,,6600-6699,CULLEN,BLVD,-,1
2014-09-06,09,Theft,14D10,,6600-6699,CADILLAC,-,-,1
2014-09-04,14,Theft,14D10,,4500-4599,YELLOWSTONE,BLVD,-,1
2014-09-11,13,Robbery,14D10,Barber And Beauty Shops,7000-7099,SCOTT,-,-,1
2014-09-13,00,Robbery,14D10,"Road, Street, or Sidewalk",3900-3999,ALBERTA,ST,-,1
2014-09-13,06,Theft,14D10,Bar or Night Club Parking Lot,6300-6399,MARTIN LUTHER KING,BLVD,-,1
2014-09-09,15,Theft,14D10,,6800-6899,CULLEN,BLVD,-,1
2014-09-08,11,Theft,14D10,,4400-4499,PERRY,-,-,1
2014-09-07,00,Theft,14D10,Residence or House,7200-7299,SAINT AUGUSTINE,-,-,1
2014-09-02,14,Burglary,14D10,Apartment,3300-3399,OLD SPANISH,TRL,-,1
2014-08-28,10,Robbery,14D10,Grocery Store or Supermarket Parking Lot,5100-5199,GRIGGS,-,-,1
2014-08-24,10,Theft,14D10,"Pawn, Resale Shop, or Flea Market",4400-4499,GRIGGS,-,-,1
2014-09-05,11,Theft,14D10,"Road, Street, or Sidewalk",3300-3399,YELLOWSTONE,BLVD,-,1
2014-09-05,08,Theft,14D10,Residence or House,6800-6899,PEERLESS,-,-,1
2014-09-16,04,Aggravated Assault,14D10,Apartment,3700-3799,SOUTHLAWN,-,-,1
2014-09-16,07,Burglary,14D10,Residence or House,5000-5099,NASSAU,RD,-,1
2014-09-14,10,Theft,14D10,,5200-5299,KINGSBURY,-,-,1
2014-09-21,22,Robbery,14D10,Driveway,4700-4799,EPPES,ST,-,1
2014-09-21,10,Theft,14D10,,6600-6699,LIVERPOOL,-,-,1
2014-09-21,13,Theft,14D10,,4000-4099,CORDER,ST,-,1
2014-09-25,14,Theft,14D10,"Road, Street, or Sidewalk",3600-3699,WARD,-,-,1
2014-09-24,20,Robbery,14D10,Other Parking Lot,3800-3899,OLD SPANISH,TRL,-,1
2014-09-17,15,Theft,14D10,,4400-4499,GRIGGS,-,-,1
2014-09-18,01,Robbery,14D10,Service or Gas Station,4800-4899,WARD,-,-,1
2014-09-19,19,Theft,14D10,Apartment Parking Lot,3700-3799,SOUTHLAWN,-,-,1
2014-09-04,00,Aggravated Assault,14D10,Apartment Parking Lot,3700-3799,ALICE,ST,-,2
2014-09-03,13,Theft,14D10,,6600-6699,MADRID,-,-,1
2014-09-01,16,Aggravated Assault,14D10,,4500-4599,YELLOWSTONE,BLVD,-,1
2014-09-11,18,Burglary,14D10,Residence or House,5600-5699,OASIS PALM,-,-,1
2014-09-12,19,Aggravated Assault,14D10,,5300-5399,KEYSTONE,-,-,1
2014-09-12,01,Theft,14D10,Bar or Night Club Parking Lot,3300-3399,OLD SPANISH,TRL,-,1
2014-09-10,08,Theft,14D10,Apartment Parking Lot,4000-4099,CORDER,ST,-,1
2014-09-09,07,Theft,14D10,Driveway,5000-5099,IDAHO,-,-,1
2014-09-07,01,Theft,14D10,,6400-6499,FOSTER,ST,-,1
2014-09-08,09,Theft,14D10,,6400-6499,FOSTER,ST,-,1
2014-09-28,05,Aggravated Assault,14D10,Residence or House,4300-4399,IDAHO,-,-,1
2014-05-04,11,Theft,14D10,,5600-5699,MYKAWA,-,-,1
2014-09-06,07,Auto Theft,14D10,,6300-6399,MARTIN LUTHER KING,BLVD,-,1
2014-09-06,07,Theft,14D10,Driveway,6600-6699,CADILLAC,-,-,1
2014-09-09,19,Aggravated Assault,14D10,Residence or House,5200-5299,POMANDER,RD,-,1
2014-09-22,09,Burglary,14D10,Residence or House,5000-5099,NASSAU,RD,-,1
2014-09-22,09,Theft,14D10,Driveway,6700-6799,ST AUGUSTINE,-,-,1
2014-09-23,11,Burglary,14D10,Residence or House,5100-5199,KELSO,-,-,1
2014-09-23,09,Burglary,14D10,Apartment,4400-4499,PERRY,-,-,1
2014-09-27,13,Theft,14D10,Other Parking Lot,5300-5399,GRIGGS,-,-,1
2014-09-25,09,Aggravated Assault,14D10,Apartment Parking Lot,6500-6599,CALHOUN,RD,-,1
2014-09-24,12,Theft,14D10,,6100-6199,GOFORTH,ST,-,1
2014-09-26,13,Theft,14D10,,6600-6699,SCOTT,-,-,1
2014-09-13,14,Burglary,14D10,"Multi-Plex Home (Duplex,Triplex Etc.)",4400-4499,PERRY,-,-,1
2014-09-14,14,Robbery,14D10,Apartment,3800-3899,OLD SPANISH,TRL,-,1
2014-09-29,07,Theft,14D10,,3700-3799,SOUTHLAWN,-,-,1
2014-09-29,12,Theft,14D10,"Road, Street, or Sidewalk",4700-4799,YELLOWSTONE,BLVD,-,1
2014-09-30,16,Burglary,14D10,Residence or House,6700-6799,BURKETT,ST,-,1
2014-09-30,12,Theft,14D10,Apartment,5600-5699,ROYAL PALMS,ST,-,1
2014-09-29,15,Burglary,14D20,Apartment,10000-10099,CULLEN,BLVD,-,1
2014-09-29,18,Burglary,14D20,Residence or House,4300-4399,LARKSPUR,-,-,1
2014-09-28,13,Burglary,14D20,Residence or House,8300-8399,CORINTH,ST,-,1
2014-09-13,20,Aggravated Assault,14D20,Residence or House,9400-9499,COFFEE,ST,-,1
2014-09-16,19,Aggravated Assault,14D20,"Road, Street, or Sidewalk",9000-9099,CULLEN,BLVD,-,1
2014-09-19,10,Theft,14D20,Residence or House,3600-3699,MT PLEASANT,-,-,1
2014-09-25,12,Burglary,14D20,Apartment,3700-3799,FAULKNER,ST,-,1
2014-09-27,15,Auto Theft,14D20,,3500-3599,DREYFUS,-,-,1
2014-09-26,15,Aggravated Assault,14D20,Apartment,10000-10099,CULLEN,BLVD,-,1
2014-09-26,18,Theft,14D20,,2800-2899,REED,RD,-,1
2014-09-23,01,Aggravated Assault,14D20,"Road, Street, or Sidewalk",3500-3599,LYDIA,-,-,1
2014-09-24,08,Theft,14D20,Department or Discount Store,9400-9499,CULLEN,BLVD,-,1
2014-09-09,12,Aggravated Assault,14D20,Department or Discount Store,8300-8399,CALHOUN,RD,-,1
2014-09-08,19,Theft,14D20,Driveway,3400-3499,ST BENEDICT,-,-,1
2014-09-10,08,Burglary,14D20,Apartment,4700-4799,WENDA,ST,-,1
2014-09-13,09,Theft,14D20,Bar or Night Club,2700-2799,REED,RD,-,1
2014-09-05,03,Theft,14D20,,4300-4399,REED,RD,-,1
2014-09-05,13,Theft,14D20,Residence or House,5200-5299,HIGGINS,-,-,1
2014-08-20,10,Theft,14D20,Apartment Parking Lot,8300-8399,CANYON,-,-,1
2014-09-01,22,Aggravated Assault,14D20,Residence or House,8600-8699,DOSIA,-,-,1
2014-09-01,16,Theft,14D20,Residence or House,2800-2899,REED,RD,-,1
2014-09-03,10,Auto Theft,14D20,Apartment Parking Lot,2800-2899,REED,RD,-,1
2014-09-02,15,Burglary,14D20,Condominium,8100-8199,BOWEN,ST,-,1
2014-09-28,20,Theft,14D20,,8000-8099,CORINTH,ST,-,1
2014-09-07,07,Theft,14D20,Driveway,8800-8899,DELILAH,ST,-,1
2014-09-09,11,Theft,14D20,,9000-9099,CULLEN,BLVD,-,1
2014-09-09,22,Theft,14D20,Residence or House,3800-3899,LYDIA,-,-,1
2014-09-12,08,Theft,14D20,Residence or House,4300-4399,ROSEMONT,-,-,1
2014-09-12,11,Aggravated Assault,14D20,Residence or House,4800-4899,CLOVER,ST,-,1
2014-09-11,16,Theft,14D20,"Hotel, Motel, Inn, Etc.",7400-7499,CULLEN,BLVD,-,1
2014-09-01,16,Burglary,14D20,Residence or House,10900-10999,BUFFUM,ST,-,1
2014-08-28,15,Auto Theft,14D20,Residence or House,3700-3799,LYDIA,-,-,1
2014-09-02,15,Theft,14D20,Other Parking Lot,5000-5099,BELLFORT,ST,-,1
2014-09-01,22,Aggravated Assault,14D20,"Hotel, Motel, Inn, Etc.",9300-9399,MERLE,-,-,1
2014-09-03,02,Auto Theft,14D20,Apartment Parking Lot,4100-4199,BARBERRY,DR,-,1
2014-09-04,06,Theft,14D20,Apartment Parking Lot,4200-4299,DAWSON,LN,-,1
2014-09-04,16,Theft,14D20,,9200-9299,JUTLAND,-,-,1
2014-09-06,07,Rape,14D20,Residence or House,3000-3099,BARBERRY,DR,-,1
2014-09-19,17,Theft,14D20,Residence or House,4400-4499,GALESBURG,ST,-,1
2014-09-19,08,Theft,14D20,,4200-4299,GRASSMERE,-,-,1
2014-09-17,16,Robbery,14D20,Convenience Store,7300-7399,SCOTT,-,-,1
2014-09-17,10,Theft,14D20,,9200-9299,SCOTT,-,-,1
2014-09-16,10,Theft,14D20,,3800-3899,MAINER,-,-,1
2014-09-14,15,Theft,14D20,,3100-3199,CHIMIRA,LN,-,1
2014-09-14,18,Theft,14D20,Apartment,4600-4699,MAYFLOWER,-,-,1
2014-09-15,16,Aggravated Assault,14D20,Residence or House,4900-4999,RICKY,-,-,1
2014-09-25,19,Theft,14D20,Apartment,8300-8399,CANYON,-,-,1
2014-09-26,13,Theft,14D20,,8400-8499,LIVINGSTON,-,-,1
2014-09-26,01,Aggravated Assault,14D20,Apartment,7400-7499,CALHOUN,RD,-,1
2014-09-20,18,Robbery,14D20,Grocery Store or Supermarket,7300-7399,SCOTT,-,-,1
2014-09-22,05,Burglary,14D20,Pool Hall or Game Room,7200-7299,SCOTT,-,-,1
2014-09-22,12,Aggravated Assault,14D20,,3100-3199,CHIMIRA,LN,-,1
2014-09-22,07,Theft,14D20,"Road, Street, or Sidewalk",1100-1199,THERESA,ST,-,1
2014-09-23,20,Aggravated Assault,14D20,Residence or House,10800-10899,BUFFUM,ST,-,1
2014-09-22,21,Robbery,14D20,"Road, Street, or Sidewalk",3300-3399,AIRPORT,BLVD,-,1
2014-09-25,17,Robbery,14D20,"Road, Street, or Sidewalk",8000-8099,CULLEN,BLVD,-,1
2014-09-26,18,Burglary,14D20,Residence or House,3100-3199,DACCA,DR,-,1
2014-09-14,18,Auto Theft,14D20,Apartment,10000-10099,CULLEN,BLVD,-,1
2014-09-14,18,Burglary,14D20,Residence or House,8600-8699,COMAL,-,-,1
2014-09-16,15,Aggravated Assault,14D20,"Road, Street, or Sidewalk",4600-4699,BRINKLEY,ST,-,1
2014-09-17,06,Theft,14D20,Residence or House,1100-1199,THERESA,ST,-,1
2014-09-18,14,Theft,14D20,,9400-9499,CULLEN,BLVD,-,1
2014-09-03,19,Theft,14D20,Apartment,7200-7299,PEERLESS,-,-,1
2014-09-03,18,Theft,14D20,High School,9100-9199,SCOTT,ST,-,1
2014-09-03,13,Burglary,14D20,Residence or House,8300-8399,CANYON,-,-,1
2014-08-31,01,Theft,14D20,,4300-4399,REED,RD,-,1
