WARNING *** file size (2752234) not 512 + multiple of sector size (512)
WARNING *** OLE2 inconsistency: SSCS size is 0 but SSAT size is non-zero
Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,# Of Offenses,Field11
2010-09-24,14,Theft,12D70,080,18100-18199,GULF,FWY,-,1,
2010-09-23,19,Theft,7C20,18O,5400-5499,LOCKWOOD,DR,-,1,
2010-09-24,14,Theft,10H70,23S,5800-5899,ALMEDA,RD,-,1,
2010-09-24,14,Theft,1A10,13R,1000-1099,AVENIDA DE LAS AMERICAS,-,-,1,
2010-09-04,00,Theft,5F40,20A,7200-7299,GREENS,RD,W,1,
2010-09-24,15,Theft,3B30,120,1300-1399,43RD,ST,W,1,
2010-09-24,14,Theft,20G80,240,2500-2599,HWY 6,-,S,1,
2010-09-24,14,Theft,5F30,080,13400-13499,NORTHWEST,FWY,-,1,
2010-09-23,23,Theft,7C10,20R,2000-2099,STAPLES,-,-,1,
2010-09-24,15,Theft,5F40,080,7900-7999,FM 1960,-,W,1,
2010-09-24,15,Theft,18F20,13R,3300-3399,BINGHAM MANOR,LN,-,1,
2010-09-24,13,Theft,20G10,18R,9700-9799,WESTHEIMER,RD,-,1,
2010-09-24,10,Theft,15E10,20R,6600-6699,ARIEL,ST,-,1,
2010-09-24,13,Theft,4F30,080,10700-10799,WESTVIEW,-,-,1,
2010-09-24,12,Theft,12D40,20D,12500-12599,SANDY HOOK,DR,-,1,
2010-09-24,15,Theft,18F20,080,5100-5199,ALABAMA,ST,W,1,
2010-09-24,16,Theft,18F20,18T,1700-1799,POST OAK,LN,S,1,
2010-09-24,15,Theft,5F40,080,7900-7999,FM 1960,-,W,1,
2010-09-24,11,Theft,5F20,20A,8600-8699,PITNER,-,-,1,
2010-09-23,20,Theft,19G20,18O,11500-11599,HARWIN,DR,-,1,
2010-09-23,02,Theft,18F20,210,5000-5099,RICHMOND,AVE,-,1,
2010-09-24,15,Theft,20G50,18G,10200-10299,KATY,FWY,-,1,
2010-09-24,13,Theft,18F20,18P,5000-5099,WESTHEIMER,RD,-,1,
2010-09-24,14,Theft,20G30,13R,11500-11599,WESTPARK,-,-,1,
2010-07-15,13,Theft,20G80,250,14200-14299,BURGOYNE,DR,-,1,
2010-09-17,15,Theft,1A10,18P,1600-1699,CONGRESS,-,-,1,
2010-09-24,15,Theft,20G50,080,900-999,GESSNER,DR,-,1,
2010-09-24,15,Theft,12D20,250,11100-11199,FUQUA,ST,-,1,
2010-09-24,16,Theft,21I20,01A,3100-3199,TERMINAL,RD,N,1,
2010-09-24,15,Theft,7C40,20D,4700-4799,AMALIE,ST,-,1,
2010-09-24,16,Theft,14D20,05B,9100-9199,CULLEN,BLVD,-,1,
2010-09-24,16,Theft,1A50,24E,5300-5399,WESLAYAN,-,-,1,
2010-09-21,19,Theft,2A50,060,4300-4399,ROSE,-,-,1,
2010-09-24,16,Theft,1A20,18O,2000-2099,GRAY,-,W,1,
2010-08-23,00,Theft,18F30,05T,1200-1299,BERING,DR,-,1,
2010-09-24,14,Theft,1A20,18O,2300-2399,ALLEN,PKWY,-,1,
2010-09-24,16,Theft,6B50,18T,10800-10899,NORTH,FWY,-,1,
2010-09-24,09,Theft,13D40,20D,8300-8399,GULF SPRING,LN,-,1,
2010-09-24,16,Theft,18F20,05M,5000-5099,WESTHEIMER,RD,-,1,
2010-09-22,15,Theft,20G30,080,2700-2799,KIRKWOOD,DR,S,1,
2010-09-23,06,Theft,12D30,18O,12400-12499,KURLAND,DR,-,1,
2010-09-24,15,Theft,19G10,080,9400-9499,WEST SAM HOUSTON,PKWY,S,1,
2010-09-16,14,Theft,17E20,11R,6400-6499,BISSONNET,ST,-,1,
2010-09-24,16,Theft,1A20,13R,2300-2399,ALLEN,PKWY,-,1,
2010-09-24,05,Theft,6B40,20D,1300-1399,FERGUSON,WAY,-,1,
2010-09-24,16,Theft,1A20,13R,1600-1699,STANFORD,-,-,1,
2010-09-24,10,Theft,5F20,13R,2100-2199,RESTRIDGE,-,-,1,
2010-09-24,16,Theft,6B60,18R,300-399,GREENS,RD,-,1,
2010-09-24,18,Theft,15E10,080,9500-9599,POST OAK,RD,S,1,
2010-09-23,16,Theft,10H10,13R,2900-2999,COMMERCE,ST,-,1,
2009-10-31,22,Theft,16E40,20R,5200-5299,RIDGETURN,DR,-,1,
2010-09-24,02,Theft,18F30,18A,2800-2899,GREENRIDGE,DR,-,1,
2010-09-24,12,Theft,9C40,080,12000-12099,EAST,FWY,-,1,
2010-09-24,06,Theft,6B20,20A,5600-5699,YALE,-,-,1,
2010-09-24,15,Theft,3B50,080,100-199,CROSSTIMBERS,-,E,1,
2010-09-24,14,Theft,19G50,20A,10200-10299,BISSONNET,ST,-,1,
2010-09-24,16,Theft,2A60,18R,2300-2399,ELLA,BLVD,-,1,
2010-09-24,16,Theft,12D10,080,9500-9599,ROWLETT,-,-,1,
2010-09-24,18,Theft,20G60,18O,300-399,ADDICKS HOWELL,RD,-,1,
2010-09-24,18,Theft,6B10,18O,1000-1099,CANINO,-,-,1,
2010-09-19,17,Theft,13D20,080,8300-8399,BROADWAY,ST,-,1,
2010-09-24,19,Theft,24C50,140,22700-22799,EASTEX,FWY,-,1,
2010-09-24,18,Theft,18F20,080,5100-5199,HIDALGO,-,-,1,
2010-09-24,19,Theft,12D70,080,200-299,BAYBROOK MALL,-,-,1,
2010-09-23,19,Theft,1A20,18A,0-99,OAK,CT,-,1,
2010-09-24,19,Theft,15E10,120,9700-9799,HILLCROFT,-,-,1,
2010-09-24,18,Theft,2A50,18O,400-499,HEIGHTS,BLVD,S,1,
2010-09-24,19,Theft,14D30,120,300-399,MYKAWA,-,-,1,
2010-09-24,19,Theft,17E30,120,8600-8699,BRAESWOOD,BLVD,S,1,
2010-09-24,19,Theft,19G20,18R,11500-11599,BELLAIRE,BLVD,-,1,
2010-09-24,19,Theft,5F40,080,7900-7999,FM 1960,-,W,1,
2010-09-24,19,Theft,1A20,18O,1700-1799,ALLEN PARKWAY VILLAGE,-,-,1,
2010-09-24,19,Theft,6B60,18U,12300-12399,NORTH,FWY,-,1,
2010-09-23,22,Theft,6B50,20D,400-499,PARTRIDGE,LN,-,1,
2010-09-23,23,Theft,6B60,18A,1300-1399,GREENS,PKWY,-,1,
2010-07-01,00,Theft,8C20,250,7200-7299,KIRKPATRICK,BLVD,-,1,
2010-09-24,18,Theft,5F30,18O,13300-13399,NORTHWEST,FWY SER,E,1,
2010-09-20,13,Theft,21I30,18P,3500-3599,TERMINAL,RD,N,1,
2010-09-24,20,Theft,3B30,120,1300-1399,43RD,ST,W,1,
2010-09-24,20,Theft,20G70,20A,12700-12799,ASHFORD POINT,DR,-,1,
2010-09-24,21,Theft,1A20,170,2400-2499,SMITH,-,-,1,
2010-09-23,21,Theft,4F10,18C,1000-1099,GESSNER,DR,-,1,
2010-09-24,21,Theft,15E10,070,5300-5399,BRAESWOOD,BLVD,N,1,
2010-09-24,22,Theft,8C20,070,7200-7299,DARIEN,ST,-,1,
2010-09-24,21,Theft,5F30,080,13400-13499,NORTHWEST,FWY,-,1,
2010-09-24,20,Theft,5F30,080,13200-13299,NORTHWEST,FWY,-,1,
2010-09-24,21,Theft,18F20,080,5100-5199,ALABAMA,ST,W,1,
2010-09-24,04,Theft,12D10,080,9500-9599,ROWLETT,-,-,1,
2010-09-24,19,Theft,17E10,18T,6000-6099,BELLAIRE,BLVD,-,1,
2010-09-24,03,Theft,12D10,250,8000-8099,GALVESTON,RD,-,1,
2010-09-24,21,Theft,5F40,18T,16900-16999,TOMBALL,PKWY,-,1,
2010-09-24,19,Theft,3B40,070,4000-4099,AIRLINE,DR,-,1,
2010-09-23,04,Theft,6B30,20A,5700-5799,LOST FOREST,DR,-,1,
2010-09-24,23,Theft,6B60,18M,300-399,RONAN PARK PLACE,-,-,1,
2010-09-23,18,Theft,24C30,18A,4500-4599,KINGWOOD,DR,-,1,
2010-09-24,19,Theft,9C20,070,600-699,LATHROP,-,-,1,
2010-09-24,17,Theft,1A10,18P,1000-1099,MCKINNEY,ST,-,1,
2010-09-24,20,Theft,9C40,18M,12400-12499,GREENS BAYOU,-,-,1,
2010-09-23,20,Theft,24C30,18A,4500-4599,KINGWOOD,DR,-,1,
2010-09-24,22,Theft,11H30,20D,7800-7899,EASTON,ST,-,1,
2010-09-24,23,Theft,19G10,080,9400-9499,WEST SAM HOUSTON,PKWY,S,1,
2010-09-24,15,Theft,10H60,20R,3300-3399,OZARK,-,-,1,
2010-09-24,22,Theft,1A20,13R,3300-3399,TAFT,-,-,1,
2010-09-24,22,Theft,12D10,18A,10900-10999,GULF,FWY,-,1,
2010-09-24,17,Theft,10H80,13R,5200-5299,KELVIN,DR,-,1,
2010-09-24,21,Theft,5F40,18T,16900-16999,TOMBALL,PKWY,-,1,
2010-09-24,17,Theft,5F40,210,17700-17799,TOMBALL,PKWY,-,1,
2010-09-24,22,Theft,10H80,18O,2300-2399,BISSONNET,ST,-,1,
2010-09-24,22,Theft,14D10,13R,6600-6699,STEARNS,-,-,1,
2010-09-24,23,Theft,1A40,13R,2600-2699,WESTHEIMER,RD,-,1,
2010-09-24,23,Theft,4F30,03B,11900-11999,WICKCHESTER,LN,-,1,
2010-08-06,20,Theft,1A20,20A,1000-1099,PEDEN,-,-,1,
2010-09-25,00,Theft,14D10,13R,6600-6699,LOZIER,ST,-,1,
2010-09-24,23,Theft,2A30,18P,400-499,STUDEWOOD,-,-,1,
2010-09-25,19,Theft,7C30,05T,4200-4299,TIDWELL,RD,-,1,
2010-09-24,23,Theft,1A30,13R,1500-1599,VERMONT,-,-,1,
2010-09-25,01,Theft,9C40,20R,700-799,GRAND OAKS,DR,-,1,
2010-09-24,18,Theft,10H70,210,6400-6499,FANNIN,-,-,1,
2010-09-24,23,Theft,2A30,18C,400-499,STUDEWOOD,-,-,1,
2010-09-25,02,Theft,18F20,03B,5300-5399,ALABAMA,ST,W,1,
2010-09-24,22,Theft,10H30,18O,1500-1599,CHARTRES,-,-,1,
2010-09-24,23,Theft,10H30,18O,1500-1599,CHARTRES,-,-,1,
2010-09-25,02,Theft,18F40,18O,2900-2999,DUNVALE,RD,-,1,
2010-09-25,03,Theft,10H60,20D,3400-3499,TAMPA,-,-,1,
2010-09-25,01,Theft,2A50,03B,5000-5099,WASHINGTON,AVE,-,1,
2010-09-25,03,Theft,11H30,18A,2900-2999,BROADWAY,ST,-,1,
2010-09-25,00,Theft,12D30,18O,9700-9799,GALVESTON,RD,-,1,
2010-09-25,05,Theft,7C30,20P,3300-3399,PERSIMMON,-,-,1,
2010-09-25,06,Theft,7C40,18S,9900-9999,EASTEX,FWY,-,1,
2010-09-24,19,Theft,2A50,18O,5300-5399,KATY,FWY,-,1,
2010-09-25,00,Theft,1A50,18M,4500-4599,POST OAK,PKWY,-,1,
2010-09-25,06,Theft,7C20,18H,5600-5699,KELLEY,-,-,1,
2010-09-24,20,Theft,5F20,20R,8600-8699,BLANKENSHIP,DR,-,1,
2010-09-24,18,Theft,9C30,250,9200-9299,WALLISVILLE,RD,-,1,
2010-09-24,16,Theft,15E40,20C,8400-8499,HEARTH,DR,-,1,
2010-09-24,22,Theft,12D20,20D,11000-11099,OVERLEA,DR,-,1,
2010-09-24,21,Theft,17E30,03B,9600-9699,SOUTHWEST,FWY,-,1,
2010-09-24,20,Theft,12D30,20D,12200-12299,PALMCREST,-,-,1,
2010-09-24,22,Theft,20G50,18W,12900-12999,MEMORIAL,DR,-,1,
2010-09-24,20,Theft,7C30,18A,3300-3399,BERRY,RD,-,1,
2010-09-24,20,Theft,24C30,20D,5200-5299,HEATHERVALE,CT,-,1,
2010-09-24,22,Theft,1A30,18A,1400-1499,VERMONT,-,-,1,
2010-09-24,18,Theft,14D20,18M,3100-3199,SOUTH LP E,-,-,1,
2010-09-24,17,Theft,5F30,18O,8700-8799,CLAY,RD,-,1,
2010-09-23,05,Theft,21I50,18O,3900-3999,GREENS,RD,-,1,
2010-09-24,17,Theft,1A30,20D,1800-1899,COMMONWEALTH,-,-,1,
2010-09-25,07,Theft,15E10,05G,8600-8699,ENDICOTT,LN,-,1,
2010-09-24,18,Theft,15E30,18O,9800-9899,STELLA LINK,-,-,1,
2010-09-25,02,Theft,15E40,140,1300-1399,LA CONCHA,LN,-,1,
2010-09-24,16,Theft,3B10,05O,11200-11299,HEMPSTEAD,HWY,-,1,
2010-09-24,22,Theft,2A20,18A,5000-5099,IRVINGTON,BLVD,-,1,
2010-09-25,08,Theft,10H10,11R,800-899,YORK,-,N,1,
2010-09-24,18,Theft,2A50,18W,6600-6699,RODRIGO,-,-,1,
2010-09-25,09,Theft,9C40,13R,12900-12999,SARAHS,LN,-,1,
2010-09-24,22,Theft,9C30,18M,10800-10899,EAST,FWY,-,1,
2010-09-25,01,Theft,20G80,18A,1900-1999,ELDRIDGE,PKWY,-,1,
2010-09-25,01,Theft,20G80,18A,1900-1999,ELDRIDGE,PKWY,-,1,
2010-09-23,09,Theft,3B10,20A,3700-3799,WATONGA,BLVD,-,1,
2010-09-24,20,Theft,4F10,18T,9800-9899,LONG POINT,RD,-,1,
2010-09-24,21,Theft,7C20,20D,2500-2599,CAPLIN,ST,-,1,
2010-09-24,12,Theft,19G20,18R,11500-11599,BELLAIRE,BLVD,-,1,
2010-09-25,09,Theft,3B10,210,12000-12099,NORTHWEST,FWY,-,1,
2010-09-24,23,Theft,2A50,13R,4900-4999,NETT,-,-,1,
2010-09-24,21,Theft,2A30,18O,2700-2799,RUTLAND,-,-,1,
2010-09-25,00,Theft,20G60,18M,14800-14899,KATY,FWY,-,1,
2010-09-25,03,Theft,17E10,13R,6200-6299,WESTWARD,-,-,1,
2010-09-25,10,Theft,14D30,18O,7400-7499,MARTIN LUTHER KING,BLVD,-,1,
2010-09-25,05,Theft,6B60,18A,1100-1199,LANGWICK,DR,-,1,
2010-09-25,10,Theft,6B10,18P,100-199,TIDWELL,RD,-,1,
2010-09-24,05,Theft,3B30,20A,700-799,JANISCH,RD,-,1,
2010-09-25,09,Theft,8C60,18O,7800-7899,LITTLE YORK,RD,-,1,
2010-09-25,10,Theft,2A50,13R,900-999,SNOVER,-,-,1,
2010-09-21,14,Theft,5F30,05Z,7400-7499,HOLLISTER,-,-,1,
2010-09-25,11,Theft,6B10,18G,300-399,LITTLE YORK,RD,-,1,
2010-09-24,17,Theft,5F10,18A,2200-2299,WIRT,RD,-,1,
2010-09-24,18,Theft,2A50,18M,5800-5899,KATY,FWY,-,1,
2010-09-24,19,Theft,1A30,18A,1500-1599,VERMONT,-,-,1,
2010-09-24,22,Theft,9C30,18O,5300-5399,MCCARTY,-,N,1,
2010-09-25,09,Theft,12D50,18O,14500-14599,VILLAGE EVERGREEN,TRL,-,1,
2010-09-24,16,Theft,14D20,250,2900-2999,REED,RD,-,1,
2010-09-25,11,Theft,4F20,18O,2700-2799,WEST SAM HOUSTON,PKWY,N,1,
2010-09-24,23,Theft,14D10,18N,3400-3499,OLD SPANISH,TRL,-,1,
2010-09-24,23,Theft,1A30,18A,1900-1999,COMMONWEALTH,-,-,1,
2010-09-25,12,Theft,16E20,11R,3400-3499,SIMSBROOK,DR,-,1,
2010-09-18,10,Theft,18F30,20A,6300-6399,WINDSWEPT,LN,-,1,
2010-09-25,13,Theft,16E40,20C,7100-7199,CHASEWOOD,DR,-,1,
2010-09-10,08,Theft,6B30,20D,5900-5999,ARNCLIFFE,DR,-,1,
2010-09-25,11,Theft,5F40,18O,7000-7099,FM 1960,-,W,1,
2010-09-25,12,Theft,17E10,13R,5500-5599,ALDER,DR,-,1,
2010-09-23,17,Theft,7C20,070,5700-5799,LOCKWOOD,DR,-,1,
2010-09-25,03,Theft,15E40,18A,1800-1899,EL PASEO,ST,-,1,
2010-09-25,02,Theft,15E40,18A,2200-2299,HOLLY HALL,-,-,1,
2010-09-25,12,Theft,5F30,24F,13800-13899,NORTHWEST,FWY,-,1,
2010-09-25,11,Theft,18F20,18A,5300-5399,WESTHEIMER,RD,-,1,
2010-09-25,13,Theft,3B30,05Z,4200-4299,ELLA,BLVD,-,1,
2010-09-24,19,Theft,1A30,18R,2100-2199,WESTHEIMER,RD,-,1,
2010-09-25,11,Theft,7C20,13R,3500-3599,BREWSTER,ST,-,1,
2010-09-25,13,Theft,16E40,080,14400-14499,HILLCROFT,-,W,1,
2010-09-25,13,Theft,3B40,070,700-799,GLENBURNIE,DR,-,1,
2010-09-25,10,Theft,8C40,18O,8700-8799,MESA,DR,-,1,
2010-09-25,13,Theft,17E40,080,11100-11199,FONDREN,RD,-,1,
2010-09-25,14,Theft,20G70,20A,2200-2299,AVENIDA LA QUINTA,ST,-,1,
2010-09-25,12,Theft,15E30,18O,10000-10099,STELLA LINK,-,-,1,
2010-09-25,12,Theft,5F10,18U,7600-7699,KATY,FWY,-,1,
2010-09-25,11,Theft,1A40,05Z,2100-2199,LOOSCAN,LN,-,1,
2010-09-25,14,Theft,14D40,120,10500-10599,CULLEN,BLVD,-,1,
2010-09-25,13,Theft,20G80,18O,16700-16799,WESTHEIMER,PKWY,-,1,
2010-09-25,11,Theft,16E30,20R,5700-5799,GATEWOOD,AVE,-,1,
2010-09-25,14,Theft,5F40,080,7900-7999,FM 1960,-,W,1,
2010-09-25,15,Theft,15E30,120,12300-12399,MAIN,ST,-,1,
2010-09-24,21,Theft,20G20,18M,1200-1299,WEST SAM HOUSTON,PKWY,S,1,
2010-09-25,15,Theft,5F40,080,7900-7999,FM 1960,-,W,1,
2010-09-24,19,Theft,20G80,18R,13300-13399,WESTHEIMER,RD,-,1,
2010-09-25,12,Theft,1A10,18M,1000-1099,AVENIDA DE LAS AMERICAS,-,-,1,
2010-09-25,13,Theft,1A30,18R,2400-2499,SOUTHWEST,FWY,-,1,
2010-09-25,15,Theft,10H80,18R,2500-2599,RICE,BLVD,-,1,
2010-09-25,00,Theft,14D30,18G,5800-5899,BELLFORT,ST,-,1,
2010-09-25,15,Theft,7C40,18O,3800-3899,LITTLE YORK,RD,-,1,
2010-09-04,18,Theft,5F40,080,13100-13199,CUTTEN,RD,-,1,
2010-09-08,12,Theft,1A30,20R,1700-1799,LEXINGTON,-,-,1,
2010-09-25,12,Theft,5F10,18U,7600-7699,KATY,FWY,-,1,
2010-09-24,22,Theft,2A50,18A,3000-3099,MEMORIAL,CT,-,1,
2010-09-24,12,Theft,1A40,18P,2400-2499,WESTHEIMER,RD,-,1,
2010-09-25,15,Theft,12D10,080,12200-12299,GULF,FWY,-,1,
2010-09-25,15,Theft,3B10,080,11000-11099,NORTHWEST,FWY,-,1,
2010-09-22,21,Theft,8C30,20D,8100-8199,LINDA VISTA,RD,-,1,
2010-09-25,16,Theft,19G10,080,9400-9499,WEST SAM HOUSTON,PKWY,S,1,
2010-09-25,15,Theft,19G40,120,9500-9599,KIRKWOOD,DR,S,1,
2010-09-25,16,Theft,3B50,080,4400-4499,NORTH,FWY SER,E,1,
2010-09-25,16,Theft,15E30,120,12300-12399,MAIN,ST,-,1,
2010-09-25,14,Theft,2A30,18H,2000-2099,ASHLAND,ST,-,1,
2010-09-25,15,Theft,18F50,18T,7400-7499,HARWIN,DR,-,1,
2010-09-23,21,Theft,16E40,13R,7800-7899,CHASECREEK,DR,-,1,
2010-09-25,13,Theft,2A20,20R,1400-1499,NORTHWOOD,-,-,1,
2010-09-24,15,Theft,9C30,18O,400-499,OATES,RD,-,1,
2010-09-25,16,Theft,14D20,120,9400-9499,CULLEN,BLVD,-,1,
2010-09-24,20,Theft,17E40,18A,10900-10999,FONDREN,RD,-,1,
2010-09-13,21,Theft,1A10,210,1200-1299,CAROLINE,ST,-,1,
2010-09-25,17,Theft,12D10,080,9500-9599,ROWLETT,-,-,1,
2010-09-25,16,Theft,18F60,18O,9300-9399,HARWIN,DR,-,1,
2010-09-25,17,Theft,5F40,080,7900-7999,FM 1960,-,W,1,
2010-09-25,16,Theft,2A50,18A,5200-5299,MEMORIAL,DR,-,1,
2010-09-25,17,Theft,15E10,080,700-799,MEYERLAND PLAZA,-,-,1,
2010-09-25,11,Theft,2A50,13R,6700-6799,MEMORIAL,DR,-,1,
2010-09-25,11,Theft,8C50,18G,9400-9499,MESA,DR,-,1,
2010-09-10,00,Theft,12D60,250,2000-2099,SEAKALE,LN,-,1,
2010-09-25,17,Theft,13D10,18O,4100-4199,BROAD,ST,-,1,
2010-09-25,17,Theft,5F40,080,7900-7999,FM 1960,-,W,1,
2010-09-25,18,Theft,16E40,20R,5100-5199,SHADOWRIDGE,-,-,1,
2010-09-25,16,Theft,2A30,18G,1400-1499,SHEPHERD,DR,N,1,
2010-09-25,18,Theft,12D10,080,12200-12299,GULF,FWY,-,1,
2010-09-25,18,Theft,11H30,20A,8600-8699,WINKLER,DR,-,1,
2010-09-25,19,Theft,15E20,080,10800-10899,POST OAK,RD,S,1,
2010-09-24,18,Theft,14D20,20R,5000-5099,SOUTHWIND,-,-,1,
2010-09-24,19,Theft,17E10,120,6200-6299,BELLAIRE,BLVD,-,1,
2010-09-24,10,Theft,20G80,20A,1800-1899,ENCLAVE,PKWY,-,1,
2010-09-24,18,Theft,3B10,13R,6400-6499,UNDERHILL,-,-,1,
2010-09-25,15,Theft,18F20,18U,4900-4999,WESTHEIMER,RD,-,1,
2010-09-25,11,Theft,18F40,18N,8900-8999,WESTHEIMER,RD,-,1,
2010-09-25,20,Theft,3B50,120,4700-4799,AIRLINE,DR,-,1,
2010-09-23,21,Theft,15E40,09D,7900-7999,MAIN,ST,-,1,
2010-09-25,15,Theft,18F60,18T,9000-9099,HARWIN,DR,-,1,
2010-09-25,16,Theft,18F60,18T,8100-8199,SOUTHWEST,FWY,-,1,
2010-09-25,20,Theft,20G50,240,900-999,GESSNER,DR,-,1,
2010-09-23,15,Theft,18F60,22M,8300-8399,TRIOLA,-,-,1,
2010-09-25,18,Theft,15E20,070,12500-12599,MAIN,ST,-,1,
2010-09-25,20,Theft,5F40,080,7900-7999,FM 1960,-,W,1,
2010-07-01,10,Theft,6B40,20A,9600-9699,MONTGOMERY,RD,W,1,
2010-09-23,21,Theft,15E40,09D,7900-7999,MAIN,ST,-,1,
2010-09-25,17,Theft,12D60,20A,17900-17999,KINGS PARK,LN,-,1,
2010-09-25,18,Theft,10H40,13R,1800-1899,ROSALIE,-,-,1,
2010-09-25,15,Theft,14D30,250,6000-6099,SOUTHRIDGE,-,-,1,
2010-09-22,00,Theft,17E40,250,10700-10799,FONDREN,RD,-,1,
2010-09-19,11,Theft,15E40,210,2400-2499,SOUTH LP W,-,-,1,
2010-09-24,22,Theft,6B60,18A,1300-1399,GEARS,RD,-,1,
2010-09-25,22,Theft,14D30,13R,7300-7399,HURTGEN FOREST,RD,-,1,
2010-09-25,17,Theft,20G40,20A,2000-2099,BENTWORTH,DR,-,1,
2010-09-25,21,Theft,20G50,080,900-999,GESSNER,DR,-,1,
2010-09-25,19,Theft,24C50,18O,300-399,NORTHPARK,DR,-,1,
2010-09-25,23,Theft,3B10,070,5700-5799,ANTOINE,DR,-,1,
2010-09-26,00,Theft,5F40,18M,7600-7699,FM 1960,-,W,1,
2010-09-25,22,Theft,20G60,18N,17700-17799,KATY,FWY,-,1,
2010-09-26,00,Theft,15E40,18A,2500-2599,WESTRIDGE,ST,-,1,
2010-09-24,12,Theft,9C30,18O,4400-4499,MCCARTY,-,N,1,
2010-09-25,22,Theft,20G60,18N,17700-17799,KATY,FWY,-,1,
2010-09-25,20,Theft,1A10,18P,1500-1599,TRAVIS,ST,-,1,
2010-09-26,01,Theft,14D40,060,5400-5499,AIRPORT,BLVD,-,1,
2010-09-26,00,Theft,16E10,20D,13200-13299,REMME RIDGE,LN,-,1,
2010-09-26,00,Theft,1A20,18T,600-699,DENNIS,ST,-,1,
2010-09-25,20,Theft,1A10,18P,1500-1599,TRAVIS,ST,-,1,
2010-09-17,01,Theft,10H70,09H,6500-6599,FANNIN,-,-,1,
2010-09-26,03,Theft,1A20,18A,2200-2299,DALLAS,ST,W,1,
2010-09-26,03,Theft,18F30,18A,6100-6199,SOUTHWEST,FWY,-,1,
2010-09-26,04,Theft,16E20,20D,3800-3899,BROOKMEADE,DR,-,1,
2010-09-15,09,Theft,17E40,20A,12500-12599,DUNLAP,ST,-,1,
2010-09-26,04,Theft,10H40,13R,2900-2999,HAMILTON,ST,-,1,
2010-09-25,21,Theft,16E20,20D,4000-4099,RIPPLEBROOK,DR,-,1,
2010-09-25,22,Theft,5F30,18M,12800-12899,NORTHWEST,FWY,-,1,
2010-09-26,05,Theft,3B10,20D,5000-5099,LIDO,LN,-,1,
2010-09-26,06,Theft,1A10,13R,600-699,SAN JACINTO,-,-,1,
2010-09-26,06,Theft,1A50,18A,3200-3299,TIMMONS,LN,-,1,
2010-09-26,02,Theft,20G80,18A,2500-2599,PANAGARD,-,-,1,
2010-09-26,05,Theft,16E30,070,13700-13799,POST OAK,RD,S,1,
2010-09-25,22,Theft,5F40,18M,7900-7999,WILLOW CHASE,BLVD,-,1,
2010-09-26,02,Theft,15E30,18A,7400-7499,BROMPTON,ST,-,1,
2010-09-25,14,Theft,12D50,13R,14900-14999,REDWOOD BEND,TRL,-,1,
2010-09-25,20,Theft,7C20,20D,3300-3399,ROLAND,-,-,1,
2010-09-25,22,Theft,2A50,13R,4900-4999,NOLDA,-,-,1,
2010-09-25,08,Theft,11H40,20R,800-899,OGILVIE,AVE,-,1,
2010-09-25,21,Theft,12D70,20D,15800-15899,CASTORGLEN,DR,-,1,
2010-09-25,19,Theft,14D40,20D,5300-5399,FAIRGREEN,LN,-,1,
2010-09-25,23,Theft,2A50,18A,3700-3799,CENTER,ST,-,1,
2010-09-25,22,Theft,15E40,140,2300-2399,SOUTH LP W,-,-,1,
2010-09-26,02,Theft,15E40,250,9400-9499,MAIN,ST,-,1,
2010-09-26,02,Theft,18F20,03S,5600-5699,WESTHEIMER,RD,-,1,
2010-09-26,05,Theft,16E20,20D,3700-3799,HEATHERBROOK,DR,-,1,
2010-09-23,16,Theft,2A50,18A,3000-3099,MEMORIAL,CT,-,1,
2010-09-26,00,Theft,14D50,18T,13300-13399,CULLEN,BLVD,-,1,
2010-09-25,23,Theft,14D20,18N,7500-7599,CULLEN,BLVD,-,1,
2010-09-25,22,Theft,5F20,240,1800-1899,BINGLE,RD,-,1,
2010-09-25,22,Theft,12D20,20D,11500-11599,KIRKMEADOW,DR,-,1,
2010-09-25,19,Theft,1A50,18A,3100-3199,TIMMONS,LN,-,1,
2010-09-26,02,Theft,6B50,18A,16000-16099,COTILLION,DR,-,1,
2010-09-25,02,Theft,6B50,18A,16000-16099,COTILLION,DR,-,1,
2010-09-25,23,Theft,2A60,05L,2100-2199,ELLA,BLVD,-,1,
2010-09-25,23,Theft,1A30,13R,1900-1999,VERMONT,-,-,1,
2010-09-25,19,Theft,19G30,13R,13300-13399,TROMPILLA,LN,-,1,
2010-09-22,11,Theft,14D40,18G,10500-10599,CULLEN,BLVD,-,1,
2010-09-25,23,Theft,2A50,13R,4600-4699,NETT,-,-,1,
2010-09-25,02,Theft,7C20,18H,5400-5499,LOCKWOOD,DR,-,1,
2010-09-25,22,Theft,15E30,18P,7300-7399,BROMPTON,ST,-,1,
2010-09-26,12,Theft,13D10,080,6800-6899,GULF,FWY,-,1,
2010-09-26,09,Theft,11H10,11R,500-599,75TH,ST,S,1,
2010-09-25,12,Theft,9C40,18O,13600-13699,EAST,FWY,-,1,
2010-09-26,11,Theft,20G50,05G,9800-9899,KATY,FWY,-,1,
2010-09-25,09,Theft,15E30,18A,7100-7199,BUFFALO SPEEDWAY,-,-,1,
2010-09-23,22,Theft,2A10,20D,600-699,ALBER,ST,-,1,
2010-09-25,22,Theft,15E30,18A,7500-7599,BROMPTON,ST,-,1,
