Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,# Of Offenses
2011-05-07,13,Robbery,1A10,100,1800-1899,PIERCE,-,-,1
2011-05-01,21,Robbery,1A10,13R,1000-1099,PIERCE,-,-,1
2011-05-27,06,Robbery,6B30,20A,5400-5499,DESOTO,ST,-,1
2011-05-09,22,Robbery,7C20,18C,3200-3299,LOCKWOOD,DR,-,1
2011-05-14,01,Robbery,7C20,13R,6600-6699,HIRSCH,RD,-,1
2011-05-20,20,Robbery,7C20,13R,3000-3099,LIBERTY,RD,-,1
2011-05-18,22,Robbery,6B30,18A,5300-5399,GULF BANK,RD,W,1
2011-05-24,22,Robbery,6B30,18A,8000-8099,ANTOINE,DR,-,1
2011-05-04,21,Robbery,6B30,20A,3500-3599,LITTLE YORK,RD,W,1
2011-05-27,18,Robbery,6B30,210,2600-2699,LITTLE YORK,RD,W,1
2011-05-20,12,Robbery,6B30,18T,3400-3499,LITTLE YORK,RD,W,1
2011-05-17,10,Robbery,6B30,070,6000-6099,LITTLE YORK,RD,W,1
2011-05-07,02,Robbery,6B50,20A,11900-11999,AIRLINE,DR,-,1
2011-05-03,03,Robbery,6B50,20D,300-399,LAFONDA,DR,-,1
2011-05-22,03,Robbery,11H10,13R,6100-6199,GULF,FWY,-,1
2011-05-01,19,Robbery,3B10,13R,2700-2799,T C JESTER,BLVD,W,1
2011-05-11,08,Robbery,3B10,20A,3200-3299,MANGUM,-,-,1
2011-05-27,15,Robbery,14D20,13R,1000-1099,DANUBE,ST,-,1
2011-05-09,20,Robbery,19G40,13R,8500-8599,DAIRY VIEW,LN,-,1
2011-05-07,13,Robbery,19G40,18A,9300-9399,DAIRY VIEW,LN,-,1
2011-05-07,16,Robbery,19G40,18A,9300-9399,DAIRY VIEW,LN,-,1
2011-05-16,23,Robbery,18F30,13R,3200-3299,HILLCROFT,-,-,1
2011-05-18,20,Robbery,18F40,18G,2700-2799,DUNVALE,RD,-,1
2011-05-01,21,Robbery,18F40,18A,8100-8199,RICHMOND,AVE,-,1
2011-05-20,14,Robbery,18F20,18C,1700-1799,WEST LP S,-,-,1
2011-05-27,01,Robbery,17E10,18P,6300-6399,BELLAIRE,BLVD,-,1
2011-05-15,00,Robbery,4F10,18A,1100-1199,SHADOWDALE,DR,-,1
2011-05-06,23,Robbery,14D10,13R,5200-5299,KEYSTONE,-,-,1
2011-05-31,01,Robbery,1A30,13R,1800-1899,MISSOURI,-,-,1
2011-05-29,23,Robbery,17E40,18A,6300-6399,BELLFORT,ST,W,1
2011-05-01,20,Robbery,17E10,18A,6600-6699,DUNLAP,ST,-,1
2011-05-04,07,Robbery,17E10,18A,6600-6699,DUNLAP,ST,-,1
2011-05-07,21,Robbery,17E10,13R,6400-6499,HILLCROFT,-,-,1
2011-05-07,00,Robbery,17E10,18A,6500-6599,DUNLAP,ST,-,1
2011-05-17,10,Robbery,7C20,18R,3400-3499,JENSEN,DR,-,1
2011-05-13,17,Robbery,18F60,18G,9500-9599,BEECHNUT,ST,-,1
2011-05-22,11,Robbery,17E40,18T,6600-6699,AIRPORT,BLVD,W,1
